PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tim Hardaway,30,81,81,3136,10.0,24.0,0.415,3.5,10.2,0.344,6.5,13.8,0.469,5.0,6.3,0.799,0.8,4.0,4.8,12.1,2.6,0.2,4.0,2.9,28.5,,113.0,102
P.J. Brown,27,80,71,2592,6.3,13.8,0.457,0.0,0.0,0.0,6.3,13.7,0.45899999999999996,3.4,4.6,0.732,5.0,9.0,14.1,1.9,1.8,2.1,2.4,5.9,16.0,,107.0,98
Alonzo Mourning,26,66,65,2320,11.1,20.7,0.534,0.0,0.2,0.111,11.1,20.5,0.539,8.5,13.2,0.642,4.4,10.9,15.4,2.4,1.3,4.4,5.3,6.4,30.7,,106.0,95
Voshon Lenard,23,73,47,2111,8.1,17.6,0.45899999999999996,4.7,11.4,0.414,3.4,6.2,0.541,2.2,2.7,0.8190000000000001,1.0,4.6,5.6,4.1,1.3,0.5,2.8,4.3,23.1,,116.0,104
Isaac Austin,27,82,17,1881,9.3,18.5,0.502,0.0,0.1,0.0,9.3,18.4,0.505,4.3,6.5,0.664,3.9,9.9,13.8,2.9,1.3,1.2,4.7,7.1,22.9,,99.0,99
Keith Askins,29,78,30,1773,4.2,9.8,0.433,2.1,5.3,0.401,2.1,4.5,0.469,1.2,1.8,0.672,2.6,5.7,8.3,2.3,1.6,0.6,1.8,6.0,11.8,,111.0,102
Sasha Danilović,26,43,33,1351,7.0,15.9,0.442,2.5,7.1,0.358,4.5,8.9,0.509,2.9,3.8,0.777,0.8,3.3,4.1,3.1,1.6,0.3,3.8,5.0,19.6,,100.0,104
Dan Majerle,31,36,26,1264,6.1,14.9,0.406,2.9,8.6,0.33799999999999997,3.1,6.3,0.5,1.7,2.5,0.6779999999999999,1.9,5.0,7.0,5.0,2.3,0.6,2.2,3.2,16.8,,110.0,101
Jamal Mashburn,24,32,30,1189,6.7,16.8,0.39799999999999996,2.2,6.7,0.32899999999999996,4.5,10.1,0.44299999999999995,4.0,5.4,0.752,1.9,6.3,8.2,5.1,2.0,0.3,2.6,5.4,19.6,,107.0,101
John Crotty,27,48,0,659,6.5,12.7,0.513,1.7,4.0,0.408,4.9,8.7,0.562,4.5,5.3,0.8440000000000001,1.2,2.6,3.9,8.4,1.5,0.0,3.5,6.5,19.1,,122.0,105
Kurt Thomas,24,18,9,374,5.7,15.3,0.371,0.0,0.1,0.0,5.7,15.1,0.375,5.1,6.7,0.7609999999999999,4.5,11.1,15.6,1.3,1.7,1.3,3.6,9.7,16.4,,92.0,97
Gary Grant,31,28,0,365,5.8,16.4,0.355,2.1,6.9,0.304,3.7,9.5,0.391,2.7,3.3,0.818,1.2,4.5,5.7,6.7,2.4,0.0,4.0,5.8,16.4,,94.0,102
Willie Anderson,30,28,1,303,5.2,11.5,0.45299999999999996,1.4,3.4,0.42100000000000004,3.8,8.1,0.467,3.1,3.6,0.85,2.7,4.8,7.5,6.1,2.5,0.7,3.4,6.5,14.9,,111.0,101
Ed Pinckney,33,27,0,273,4.6,8.6,0.535,0.0,0.0,,4.6,8.6,0.535,4.0,5.0,0.8,5.0,8.0,13.0,1.2,1.6,1.8,3.8,6.0,13.1,,106.0,99
Mark Strickland,26,31,0,153,8.9,21.3,0.41700000000000004,0.0,0.4,0.0,8.9,21.0,0.424,4.3,7.5,0.5710000000000001,5.7,7.5,13.2,0.4,1.4,3.6,5.3,6.0,22.0,,85.0,99
James Scott,24,8,0,32,0.0,13.6,0.0,0.0,6.8,0.0,0.0,6.8,0.0,1.7,3.4,0.5,1.7,8.5,10.2,5.1,3.4,0.0,3.4,8.5,1.7,,34.0,97
Martin Müürsepp,22,10,0,27,10.1,28.2,0.35700000000000004,2.0,8.1,0.25,8.1,20.1,0.4,12.1,28.2,0.429,4.0,6.0,10.1,6.0,0.0,2.0,6.0,6.0,34.2,,87.0,104
Matt Fish,27,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111
Bruce Bowen,25,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,,,60
