Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,21,1913,SEA,Seattle Supersonics,Tim McCormick,1962-03-10,22.0,NBA,C,78.0,27.0,1584.0,6.1,11.0,0.56,0.0,0.0,0.0,6.1,11.0,0.56,4.3,6.0,0.72,3.3,5.7,9.0,1.8,0.4,0.7,2.6,4.7,16.5
1986,21,1913,SEA,Seattle Supersonics,Tim McCormick,1962-03-10,23.0,NBA,C,77.0,42.0,1705.0,5.3,9.4,0.57,0.0,0.0,0.5,5.3,9.3,0.57,3.7,5.2,0.71,3.0,5.6,8.5,1.8,0.4,0.6,2.3,4.6,14.4
1987,23,1913,PHI,Philadelphia 76Ers,Tim McCormick,1962-03-10,24.0,NBA,C,81.0,79.0,2817.0,5.0,9.2,0.55,0.0,0.1,0.0,5.0,9.1,0.55,3.2,4.5,0.72,2.3,5.5,7.8,1.5,0.5,0.8,2.0,3.5,13.2
1988,31,1913,TOT,Total After Trade,Tim McCormick,1962-03-10,25.0,NBA,C,70.0,55.0,2114.0,5.9,11.0,0.54,0.0,0.0,0.0,5.9,11.0,0.54,2.5,3.7,0.67,2.5,5.5,8.0,2.0,0.5,0.4,1.9,4.0,14.3
1988,23,1913,PHI,Philadelphia 76Ers,Tim McCormick,1962-03-10,25.0,NBA,C,23.0,17.0,601.0,4.3,8.3,0.51,0.0,0.0,,4.3,8.3,0.51,2.2,3.2,0.7,2.9,5.7,8.6,1.6,0.8,0.5,2.1,4.5,10.7
1988,3,1913,NJN,New Jersey Nets,Tim McCormick,1962-03-10,25.0,NBA,C,47.0,38.0,1513.0,6.6,12.1,0.54,0.0,0.0,0.0,6.6,12.1,0.55,2.6,3.9,0.67,2.3,5.4,7.7,2.2,0.4,0.4,1.8,3.8,15.8
1989,11,1913,HOU,Houston Rockets,Tim McCormick,1962-03-10,26.0,NBA,C,81.0,0.0,1257.0,4.8,10.1,0.48,0.0,0.1,0.0,4.8,9.9,0.49,2.5,3.7,0.67,2.5,5.0,7.5,1.5,0.5,0.7,1.9,5.5,12.2
1990,11,1913,HOU,Houston Rockets,Tim McCormick,1962-03-10,27.0,NBA,C,18.0,0.0,116.0,3.1,9.0,0.34,0.0,0.0,,3.1,9.0,0.34,3.1,5.9,0.53,2.5,5.9,8.4,0.9,0.9,0.3,3.1,7.4,9.3
1991,1,1913,ATL,Atlanta Hawks,Tim McCormick,1962-03-10,28.0,NBA,C,56.0,7.0,689.0,4.9,9.8,0.5,0.0,0.2,0.0,4.9,9.6,0.5,3.4,4.7,0.73,2.9,5.7,8.6,1.7,0.6,0.7,2.4,4.8,13.2
1992,20,1913,NYK,New York Knicks,Tim McCormick,1962-03-10,29.0,NBA,C,22.0,0.0,108.0,4.7,11.0,0.42,0.0,0.0,,4.7,11.0,0.42,4.7,7.0,0.67,4.7,6.7,11.3,3.0,0.7,0.0,2.7,6.0,14.0
