PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
DeMarcus Cousins,22,75,74,2289,10.8,23.2,0.465,0.1,0.5,0.182,10.7,22.7,0.47100000000000003,7.0,9.5,0.738,5.0,11.7,16.7,4.5,2.4,1.2,5.0,6.0,28.7,,102,106
Jason Thompson,26,82,81,2285,8.4,16.7,0.502,0.0,0.1,0.0,8.4,16.6,0.504,3.2,4.6,0.6940000000000001,3.9,8.5,12.3,1.9,1.1,1.4,2.3,5.1,20.0,,108,111
John Salmons,33,76,72,2278,5.5,13.8,0.39899999999999997,2.2,6.0,0.371,3.3,7.8,0.42,1.9,2.5,0.773,0.7,3.9,4.7,5.1,1.1,0.6,1.9,3.2,15.1,,106,115
Isaiah Thomas,23,79,62,2122,8.8,20.1,0.44,2.8,7.8,0.358,6.1,12.3,0.491,6.1,6.9,0.882,0.7,3.2,3.9,7.6,1.6,0.1,3.4,4.0,26.6,,115,115
Tyreke Evans,23,65,61,2016,9.3,19.4,0.478,1.1,3.4,0.33799999999999997,8.2,16.1,0.508,5.3,6.9,0.775,1.4,5.9,7.3,5.8,2.3,0.7,3.3,3.4,25.1,,110,111
Marcus Thornton,25,72,8,1726,9.9,23.0,0.429,4.2,11.3,0.37200000000000005,5.7,11.7,0.484,3.3,3.7,0.8809999999999999,1.5,3.9,5.4,2.7,1.8,0.1,2.0,3.1,27.2,,111,114
Chuck Hayes,29,74,1,1209,3.6,8.1,0.442,0.0,0.0,0.0,3.6,8.0,0.444,1.3,2.0,0.625,4.8,7.9,12.7,4.7,1.3,0.8,1.9,4.8,8.4,,111,111
Jimmer Fredette,23,69,0,967,9.1,21.7,0.42100000000000004,3.4,8.3,0.41700000000000004,5.7,13.4,0.423,4.5,5.2,0.8590000000000001,1.0,2.8,3.8,4.9,1.6,0.2,3.6,3.4,26.2,,106,115
Aaron Brooks,28,46,20,959,7.4,16.2,0.45899999999999996,2.6,6.8,0.37799999999999995,4.9,9.4,0.517,2.1,2.8,0.769,0.6,3.5,4.2,5.8,1.5,0.4,3.4,4.8,19.6,,106,114
James Johnson,25,54,11,878,6.8,16.5,0.413,0.1,1.2,0.095,6.7,15.3,0.439,2.3,3.9,0.597,2.9,5.6,8.5,3.4,2.4,2.9,4.0,5.8,16.1,,87,108
Thomas Robinson,21,51,0,809,6.5,15.4,0.424,0.0,0.0,,6.5,15.4,0.424,2.6,4.5,0.5770000000000001,5.8,9.2,15.1,2.3,1.6,1.3,4.1,6.0,15.6,,91,109
Francisco García,31,40,15,710,5.6,14.8,0.376,2.9,7.9,0.36700000000000005,2.7,6.9,0.385,0.9,1.0,0.857,0.5,4.4,4.9,3.1,2.3,2.2,1.4,4.8,14.9,,101,110
Patrick Patterson,23,24,3,556,7.7,15.5,0.494,1.5,3.3,0.444,6.2,12.2,0.508,1.0,1.3,0.7859999999999999,3.7,7.0,10.7,2.8,1.2,1.2,1.8,4.4,17.8,,114,112
Travis Outlaw,28,38,2,444,8.5,20.4,0.418,1.6,5.8,0.28,6.9,14.7,0.47200000000000003,4.4,6.0,0.731,2.0,5.1,7.0,2.4,1.3,0.9,2.2,4.0,23.1,,103,113
Toney Douglas,26,22,0,376,6.7,15.5,0.43,2.9,7.4,0.389,3.8,8.2,0.467,2.2,2.2,1.0,1.5,5.0,6.5,7.9,4.2,0.1,3.4,5.7,18.4,,111,108
Cole Aldrich,24,15,0,175,6.2,10.8,0.568,0.0,0.0,,6.2,10.8,0.568,2.3,3.2,0.727,5.3,13.2,18.5,0.9,0.6,4.1,2.6,5.6,14.6,,112,106
Tyler Honeycutt,22,9,0,32,4.8,17.6,0.273,0.0,3.2,0.0,4.8,14.4,0.33299999999999996,3.2,3.2,1.0,4.8,11.2,16.0,3.2,0.0,1.6,8.0,3.2,12.8,,64,111
