SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1982,3,NJN,33.0,James Bailey,PF,6-9,220,1957-05-21,US,2,Rutgers University
1982,3,NJN,10.0,Otis Birdsong,SG,6-3,190,1955-12-09,US,4,Houston
1982,3,NJN,21.0,David Burns,PG,6-2,180,1958-07-03,US,R,Saint Louis
1982,3,NJN,12.0,Darwin Cook,PG,6-3,184,1958-08-06,US,1,University of Portland
1982,3,NJN,44.0,Joe Cooper,C,6-10,230,1957-09-01,US,R,"Howard University, Tulsa, Colorado"
1982,3,NJN,44.0,Len Elmore,C,6-9,220,1952-03-28,US,7,Maryland
1982,3,NJN,42.0,Mike Gminski,C,6-11,250,1959-08-03,US,1,Duke
1982,3,NJN,55.0,Albert King,SF,6-6,190,1959-12-17,US,R,Maryland
1982,3,NJN,40.0,Sam Lacey,C,6-10,235,1948-03-28,US,11,New Mexico State
1982,3,NJN,31.0,Mike O'Koren,SF,6-7,207,1958-02-07,US,1,UNC
1982,3,NJN,,Ed Sherod,G,6-2,170,1959-09-13,US,R,VCU
1982,3,NJN,30.0,Ray Tolbert,PF,6-9,225,1958-09-10,US,R,Indiana
1982,3,NJN,20.0,Jan van Breda Kolff,SF,6-7,195,1951-12-16,US,7,Vanderbilt
1982,3,NJN,1.0,Foots Walker,PG,6-0,184,1951-05-21,US,7,West Georgia
1982,3,NJN,52.0,Buck Williams,PF,6-8,215,1960-03-08,US,R,Maryland
1982,3,NJN,13.0,Ray Williams,SG,6-3,188,1954-10-14,US,4,Minnesota
1982,3,NJN,42.0,Mike Woodson,SG,6-5,195,1958-03-24,US,1,Indiana
