Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,29,1822,UTA,Utah Jazz,Karl Malone,26,5,203,19.7,0.5,0.01,0.43,8.5,21.0,14.4,8.8,2.7,1.7,8.8,29.0,0.2,0.3,0.5,0.11,3.1,0.4,3.5,0.3
1990,29,2760,UTA,Utah Jazz,John Stockton,27,5,194,18.0,0.48,0.19,0.29,2.2,7.5,4.7,55.9,1.6,0.0,15.3,20.4,0.3,0.1,0.4,0.11,3.8,-0.2,3.5,0.3
1990,29,142,UTA,Utah Jazz,Thurl Bailey,28,5,190,17.2,0.53,0.0,0.27,4.5,15.4,9.6,6.0,1.3,2.2,4.8,23.4,0.3,0.2,0.5,0.11,1.3,0.9,2.2,0.2
1990,29,1174,UTA,Utah Jazz,Bob Hansen,29,5,145,9.8,0.56,0.33,0.09,5.2,5.9,5.5,4.9,1.0,0.0,8.2,14.5,0.1,0.1,0.2,0.06,-0.5,0.0,-0.5,0.1
1990,29,816,UTA,Utah Jazz,Mark Eaton,33,5,128,9.1,0.5,0.0,0.29,6.7,20.9,13.4,0.0,1.2,7.6,17.2,7.8,0.0,0.2,0.2,0.06,-3.8,3.1,-0.7,0.0
1990,29,1129,UTA,Utah Jazz,Darrell Griffith,31,5,97,18.1,0.53,0.21,0.12,6.7,18.8,12.4,4.8,3.1,0.7,6.4,20.9,0.1,0.1,0.2,0.11,3.1,2.0,5.2,0.2
1990,29,827,UTA,Utah Jazz,Blue Edwards,24,5,94,13.1,0.61,0.12,0.31,9.2,13.0,10.9,12.3,3.8,1.5,28.9,19.0,0.0,0.1,0.1,0.05,-1.8,3.0,1.2,0.1
1990,29,390,UTA,Utah Jazz,Mike Brown,26,5,67,6.2,0.52,0.0,0.33,8.0,9.1,8.5,6.1,0.8,1.0,22.5,14.3,0.0,0.0,0.0,0.0,-4.3,-0.6,-4.8,0.0
1990,29,2524,UTA,Utah Jazz,Delaney Rudd,27,5,45,8.5,0.38,0.3,0.09,2.4,5.4,3.8,43.5,1.1,0.0,11.2,25.7,-0.1,0.0,0.0,-0.05,-3.2,-1.3,-4.5,0.0
1990,29,1714,UTA,Utah Jazz,Eric Leckner,23,3,28,19.9,0.64,0.1,0.9,7.7,26.1,16.3,11.4,0.0,0.0,6.7,23.0,0.1,0.0,0.1,0.22,3.0,1.9,4.9,0.0
1990,29,395,UTA,Utah Jazz,Raymond Brown,24,3,6,-5.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,-10.3,0.7,-9.7,0.0
1990,29,1485,UTA,Utah Jazz,Eric Johnson,23,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.01,-6.4,-0.6,-7.0,0.0
