NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
22,Avery Bradley,SG,6-3,180,1990-11-26,US,7,Texas
25,Reggie Bullock,SF,6-6,205,1991-03-16,US,4,UNC
20,Dwight Buycks,PG,6-3,190,1989-03-06,US,2,Marquette
0,Andre Drummond,C,6-10,279,1993-08-10,US,5,UConn
8,Henry Ellenson,PF,6-10,240,1997-01-13,US,1,Marquette
33,James Ennis,SF,6-6,215,1990-07-01,US,3,Cal State Long Beach
22,Kay Felder,PG,5-9,176,1995-03-29,US,1,Oakland
9,Langston Galloway,SG,6-1,200,1991-12-09,US,3,Saint Joseph's
23,Blake Griffin,PF,6-9,250,1989-03-16,US,7,Oklahoma
34,Tobias Harris,PF,6-8,226,1992-07-15,US,6,Tennessee
38,Reggie Hearn,SG,6-5,210,1991-08-14,US,R,Northwestern
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,6,Boston College
7,Stanley Johnson,SF,6-6,242,1996-05-29,US,2,Arizona
5,Luke Kennard,SG,6-5,206,1996-06-24,US,R,Duke
30,Jon Leuer,PF,6-10,228,1989-05-14,US,6,Wisconsin
51,Boban Marjanović,C,7-4,290,1988-08-15,RS,2,
44,Luis Montero,SG,6-7,185,1993-04-06,DO,1,Westchester CC
24,Eric Moreland,PF,6-10,238,1991-12-24,US,2,Oregon State
41,Jameer Nelson,PG,6-0,190,1982-02-09,US,13,Saint Joseph's
33,Willie Reed,C,6-10,220,1990-05-16,US,2,Saint Louis
14,Ish Smith,PG,6-0,175,1988-07-05,US,7,Wake Forest
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,9,Creighton
