SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1997,21,SEA,Gary Payton,28,82,82,3213,11.7,24.5,0.48,2.0,6.3,0.31,9.7,18.2,0.53,4.2,5.9,0.72,1.8,4.5,6.3,9.6,3.3,0.2,3.6,3.4,29.5,,114,103
1997,21,SEA,Hersey Hawkins,30,82,82,2755,7.1,15.3,0.46,2.8,6.8,0.4,4.4,8.5,0.51,5.0,5.7,0.88,1.8,4.4,6.2,4.8,3.1,0.2,2.5,2.8,22.0,,123,104
1997,21,SEA,Shawn Kemp,27,81,75,2750,10.2,19.9,0.51,0.2,0.6,0.36,9.9,19.3,0.52,8.7,11.8,0.74,5.3,10.3,15.6,3.0,2.4,1.6,5.4,6.2,29.3,,109,99
1997,21,SEA,Detlef Schrempf,34,61,60,2192,8.6,17.6,0.49,1.4,3.9,0.35,7.2,13.7,0.53,6.1,7.7,0.8,2.1,7.4,9.6,6.4,1.5,0.4,3.6,3.7,24.8,,116,104
1997,21,SEA,Sam Perkins,35,81,4,1976,7.8,17.8,0.44,3.3,8.3,0.4,4.5,9.5,0.48,5.0,6.2,0.82,2.0,6.1,8.1,2.8,1.9,1.3,2.1,3.6,23.9,,119,104
1997,21,SEA,Jim McIlvaine,24,82,79,1477,4.7,9.9,0.47,0.0,0.3,0.14,4.6,9.7,0.48,1.9,3.9,0.5,4.7,7.1,11.9,0.8,1.4,5.9,2.2,8.9,11.3,,100,99
1997,21,SEA,Larry Stewart,28,70,21,982,6.1,13.6,0.44,0.5,2.0,0.24,5.6,11.6,0.48,3.6,5.0,0.72,4.1,5.2,9.3,2.8,1.7,1.2,3.4,5.8,16.2,,101,105
1997,21,SEA,David Wingate,33,65,2,929,5.1,12.2,0.42,1.4,4.1,0.35,3.7,8.2,0.45,1.9,2.3,0.82,1.3,2.9,4.2,4.6,2.5,0.3,2.1,6.2,13.5,,106,106
1997,21,SEA,Craig Ehlo,35,62,0,848,5.5,15.5,0.35,1.7,6.0,0.28,3.8,9.6,0.39,0.8,1.6,0.5,2.4,4.5,6.9,4.3,2.3,0.3,2.8,4.5,13.4,,90,105
1997,21,SEA,Terry Cummings,35,45,3,828,9.9,20.5,0.49,0.2,0.3,0.6,9.8,20.2,0.48,3.7,5.3,0.7,4.5,7.3,11.7,2.5,2.1,0.4,2.9,7.3,23.8,,106,103
1997,21,SEA,Nate McMillan,32,37,2,798,4.1,9.9,0.41,1.9,5.6,0.33,2.2,4.3,0.51,1.3,1.9,0.66,1.0,6.9,7.9,9.3,3.9,0.4,2.1,5.2,11.3,,117,100
1997,21,SEA,Eric Snow,23,67,0,775,5.1,11.2,0.45,0.3,1.0,0.27,4.8,10.2,0.47,3.2,4.5,0.71,1.2,3.6,4.8,10.9,2.5,0.2,3.3,6.4,13.6,,111,105
1997,21,SEA,Greg Graham,26,28,0,197,7.8,21.6,0.36,2.4,8.4,0.29,5.4,13.2,0.41,7.0,10.8,0.65,0.5,3.0,3.5,3.0,3.2,0.3,2.7,3.2,25.1,,98,104
1997,21,SEA,Steve Scheffler,29,7,0,29,11.0,12.8,0.86,0.0,0.0,,11.0,12.8,0.86,1.8,3.7,0.5,1.8,3.7,5.5,0.0,0.0,0.0,9.2,9.2,23.8,,83,111
1997,21,SEA,Antonio Harvey,26,6,0,26,10.2,22.5,0.46,0.0,0.0,,10.2,22.5,0.46,10.2,12.3,0.83,4.1,16.4,20.4,2.0,0.0,8.2,2.0,16.4,30.7,,118,93
1997,21,SEA,Elmore Spencer,27,1,0,5,0.0,10.6,0.0,0.0,0.0,,0.0,10.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.6,0.0,10.6,0.0,0.0,,0,91
