Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,29,1822,UTA,Utah Jazz,22.0,NBA,PF,81.0,2475.0,13.7,0.5,0.0,0.4,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,-2.4,4.3,1.9,0.04,-2.4,0.5,-1.9,0.1
1987,29,1822,UTA,Utah Jazz,23.0,NBA,PF,82.0,2857.0,18.0,0.54,0.0,0.38,10.0,21.2,15.6,8.8,1.7,1.2,12.5,26.3,1.8,5.1,6.9,0.12,0.3,0.0,0.3,1.7
1988,29,1822,UTA,Utah Jazz,24.0,NBA,PF,82.0,3198.0,20.7,0.57,0.0,0.48,9.7,22.8,16.6,10.1,1.7,0.9,14.0,29.7,4.0,6.1,10.1,0.15,1.7,-0.2,1.5,2.9
1989,29,1822,UTA,Utah Jazz,25.0,NBA,PF,80.0,3126.0,24.4,0.59,0.01,0.59,10.0,19.6,15.1,12.8,2.3,1.3,12.7,30.4,8.6,6.6,15.2,0.23,4.3,1.2,5.4,5.9
1990,29,1822,UTA,Utah Jazz,26.0,NBA,PF,82.0,3122.0,27.2,0.63,0.03,0.56,9.3,24.0,17.1,13.2,1.9,1.0,13.0,32.6,10.5,5.4,15.9,0.24,5.9,0.5,6.4,6.6
1991,29,1822,UTA,Utah Jazz,27.0,NBA,PF,82.0,3302.0,24.8,0.6,0.01,0.55,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,0.22,4.8,0.6,5.4,6.2
1992,29,1822,UTA,Utah Jazz,28.0,NBA,PF,81.0,3054.0,25.4,0.6,0.01,0.57,8.7,24.1,16.8,13.4,1.8,1.0,11.6,30.3,9.9,5.2,15.1,0.24,5.2,0.6,5.7,5.9
1993,29,1822,UTA,Utah Jazz,29.0,NBA,PF,82.0,3099.0,26.2,0.61,0.01,0.58,8.6,24.6,16.9,16.9,2.0,1.8,11.7,28.4,10.4,5.0,15.4,0.24,6.0,1.4,7.3,7.3
1994,29,1822,UTA,Utah Jazz,30.0,NBA,PF,82.0,3329.0,22.9,0.55,0.02,0.47,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28.0,7.4,6.1,13.4,0.19,4.1,1.6,5.7,6.5
1995,29,1822,UTA,Utah Jazz,31.0,NBA,PF,82.0,3126.0,25.1,0.59,0.03,0.45,6.6,27.2,17.4,16.4,2.1,2.2,11.3,30.3,8.1,5.8,13.8,0.21,4.3,1.3,5.6,6.0
1996,29,1822,UTA,Utah Jazz,32.0,NBA,PF,82.0,3113.0,26.0,0.57,0.03,0.47,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,9.9,5.3,15.1,0.23,5.6,1.4,7.0,7.1
1997,29,1822,UTA,Utah Jazz,33.0,NBA,PF,82.0,2998.0,28.9,0.6,0.01,0.44,8.5,24.2,16.8,24.5,2.0,1.3,11.1,32.7,11.6,5.1,16.7,0.27,7.1,1.2,8.2,7.7
1998,29,1822,UTA,Utah Jazz,34.0,NBA,PF,81.0,3030.0,27.9,0.6,0.0,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.26,6.6,0.7,7.3,7.1
1999,29,1822,UTA,Utah Jazz,35.0,NBA,PF,49.0,1832.0,25.6,0.58,0.0,0.6,7.7,22.1,15.4,23.0,1.9,1.2,13.8,30.5,6.2,3.4,9.6,0.25,5.3,1.4,6.7,4.0
2001,29,1822,UTA,Utah Jazz,37.0,NBA,PF,81.0,2895.0,24.7,0.57,0.0,0.5,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,13.1,0.22,5.5,1.1,6.6,6.3
2002,29,1822,UTA,Utah Jazz,38.0,NBA,PF,80.0,3040.0,21.1,0.53,0.02,0.46,5.6,21.7,13.6,21.8,2.7,1.5,13.5,28.8,5.5,4.3,9.8,0.16,2.9,0.8,3.7,4.4
2003,29,1822,UTA,Utah Jazz,39.0,NBA,PF,81.0,2936.0,21.7,0.53,0.01,0.48,4.8,20.5,13.0,24.4,2.5,0.8,11.8,27.8,6.9,4.3,11.1,0.18,3.2,1.0,4.2,4.6
2004,14,1822,LAL,Los Angeles Lakers,40.0,NBA,PF,42.0,1373.0,17.8,0.56,0.0,0.56,5.0,25.6,15.1,19.1,1.9,1.1,17.1,19.7,2.1,2.2,4.3,0.15,1.1,1.7,2.8,1.7
