Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984-85,22.0,KCK,NBA,PF,82.0,23.0,1918.0,411.0,685.0,0.6,0.0,2.0,0.0,411.0,683.0,0.602,0.6,230.0,371.0,0.62,187.0,369.0,556.0,111.0,34.0,37.0,187.0,256.0,1052.0,,0.0
1985-86,23.0,SAC,NBA,PF,75.0,18.0,1675.0,289.0,492.0,0.587,0.0,0.0,,289.0,492.0,0.587,0.587,164.0,248.0,0.661,137.0,283.0,420.0,84.0,35.0,34.0,123.0,233.0,742.0,,0.0
1986-87,24.0,SAC,NBA,PF,82.0,82.0,2956.0,567.0,1050.0,0.54,0.0,3.0,0.0,567.0,1047.0,0.542,0.54,413.0,543.0,0.761,259.0,560.0,819.0,201.0,46.0,60.0,189.0,292.0,1547.0,,0.0
1987-88,25.0,SAC,NBA,PF,82.0,82.0,3072.0,622.0,1226.0,0.507,0.0,6.0,0.0,622.0,1220.0,0.51,0.507,460.0,609.0,0.755,279.0,558.0,837.0,266.0,62.0,56.0,228.0,264.0,1704.0,,0.0
1988-89,26.0,HOU,NBA,PF,82.0,82.0,3135.0,521.0,961.0,0.542,0.0,2.0,0.0,521.0,959.0,0.543,0.542,328.0,450.0,0.729,272.0,515.0,787.0,202.0,82.0,37.0,225.0,259.0,1370.0,,1.0
1989-90,27.0,HOU,NBA,PF,82.0,82.0,2947.0,547.0,998.0,0.548,0.0,10.0,0.0,547.0,988.0,0.554,0.548,307.0,446.0,0.688,258.0,476.0,734.0,261.0,66.0,24.0,229.0,270.0,1401.0,,0.0
1990-91,28.0,HOU,NBA,PF,82.0,82.0,3039.0,549.0,988.0,0.556,3.0,7.0,0.429,546.0,981.0,0.557,0.557,334.0,480.0,0.696,287.0,559.0,846.0,197.0,73.0,20.0,217.0,278.0,1435.0,,0.0
1991-92,29.0,HOU,NBA,PF,82.0,82.0,3056.0,558.0,943.0,0.592,0.0,7.0,0.0,558.0,936.0,0.596,0.592,304.0,463.0,0.657,285.0,577.0,862.0,250.0,52.0,37.0,237.0,307.0,1420.0,,1.0
1992-93,30.0,HOU,NBA,PF,72.0,69.0,2357.0,385.0,690.0,0.558,0.0,2.0,0.0,385.0,688.0,0.56,0.558,153.0,256.0,0.598,219.0,370.0,589.0,181.0,43.0,19.0,151.0,234.0,923.0,,1.0
1993-94,31.0,HOU,NBA,PF,82.0,82.0,2909.0,449.0,801.0,0.561,0.0,2.0,0.0,449.0,799.0,0.562,0.561,251.0,382.0,0.657,271.0,599.0,870.0,189.0,66.0,28.0,185.0,253.0,1149.0,,0.0
1994-95,32.0,TOT,NBA,PF,70.0,35.0,2096.0,385.0,681.0,0.565,0.0,7.0,0.0,385.0,674.0,0.571,0.565,167.0,281.0,0.594,202.0,356.0,558.0,112.0,41.0,28.0,132.0,224.0,937.0,,0.0
1994-95,32.0,HOU,NBA,PF,36.0,35.0,1188.0,206.0,366.0,0.563,0.0,3.0,0.0,206.0,363.0,0.567,0.563,67.0,127.0,0.528,113.0,209.0,322.0,58.0,22.0,13.0,76.0,102.0,479.0,,0.0
1994-95,32.0,POR,NBA,PF,34.0,0.0,908.0,179.0,315.0,0.568,0.0,4.0,0.0,179.0,311.0,0.576,0.568,100.0,154.0,0.649,89.0,147.0,236.0,54.0,19.0,15.0,56.0,122.0,458.0,,0.0
1995-96,33.0,DET,NBA,PF,82.0,82.0,2841.0,452.0,853.0,0.53,0.0,4.0,0.0,452.0,849.0,0.532,0.53,257.0,362.0,0.71,211.0,477.0,688.0,158.0,53.0,39.0,195.0,300.0,1161.0,,0.0
1996-97,34.0,DET,NBA,C,79.0,79.0,2661.0,419.0,787.0,0.532,0.0,2.0,0.0,419.0,785.0,0.534,0.532,198.0,303.0,0.653,226.0,396.0,622.0,133.0,59.0,17.0,145.0,298.0,1036.0,,0.0
1997-98,35.0,TOT,NBA,PF,74.0,66.0,2197.0,294.0,624.0,0.471,0.0,5.0,0.0,294.0,619.0,0.475,0.471,164.0,240.0,0.683,151.0,386.0,537.0,222.0,48.0,30.0,152.0,238.0,752.0,,0.0
1997-98,35.0,VAN,NBA,PF,47.0,46.0,1574.0,205.0,430.0,0.477,0.0,4.0,0.0,205.0,426.0,0.481,0.477,118.0,170.0,0.694,100.0,271.0,371.0,161.0,30.0,23.0,115.0,158.0,528.0,,0.0
1997-98,35.0,SAC,NBA,PF,27.0,20.0,623.0,89.0,194.0,0.459,0.0,1.0,0.0,89.0,193.0,0.461,0.459,46.0,70.0,0.657,51.0,115.0,166.0,61.0,18.0,7.0,37.0,80.0,224.0,,0.0
1998-99,36.0,WAS,NBA,PF,49.0,38.0,1539.0,240.0,440.0,0.545,0.0,2.0,0.0,240.0,438.0,0.548,0.545,74.0,106.0,0.698,96.0,238.0,334.0,101.0,42.0,19.0,88.0,196.0,554.0,,0.0
1999-00,37.0,MIA,NBA,PF,51.0,1.0,777.0,125.0,243.0,0.514,0.0,3.0,0.0,125.0,240.0,0.521,0.514,29.0,48.0,0.604,56.0,110.0,166.0,33.0,26.0,9.0,59.0,136.0,279.0,,0.0
2000-01,38.0,CHH,NBA,PF,49.0,4.0,647.0,59.0,131.0,0.45,0.0,0.0,,59.0,131.0,0.45,0.45,20.0,24.0,0.833,50.0,95.0,145.0,29.0,12.0,7.0,32.0,108.0,138.0,,0.0
