Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,21.0,ATL,NBA,PG,71.0,3.0,719.0,90.0,227.0,0.396,7.0,32.0,0.219,83.0,195.0,0.426,0.412,41.0,49.0,0.837,5.0,62.0,67.0,122.0,34.0,11.0,50.0,82.0,228.0
2011,22.0,ATL,NBA,PG,70.0,7.0,963.0,133.0,304.0,0.438,18.0,48.0,0.375,115.0,256.0,0.449,0.467,77.0,97.0,0.794,11.0,91.0,102.0,138.0,45.0,25.0,64.0,82.0,361.0
2012,23.0,ATL,NBA,PG,66.0,66.0,2183.0,320.0,672.0,0.476,51.0,149.0,0.342,269.0,523.0,0.514,0.514,140.0,185.0,0.757,21.0,138.0,159.0,321.0,106.0,37.0,134.0,145.0,831.0
2013,24.0,ATL,NBA,PG,80.0,78.0,2628.0,439.0,974.0,0.451,89.0,248.0,0.359,350.0,726.0,0.482,0.496,199.0,226.0,0.881,25.0,155.0,180.0,579.0,117.0,28.0,230.0,181.0,1166.0
2014,25.0,ATL,NBA,PG,79.0,79.0,2542.0,456.0,1040.0,0.438,74.0,225.0,0.329,382.0,815.0,0.469,0.474,318.0,376.0,0.846,34.0,174.0,208.0,528.0,89.0,17.0,232.0,158.0,1304.0
2015,26.0,ATL,NBA,PG,73.0,72.0,2228.0,408.0,887.0,0.46,71.0,207.0,0.343,337.0,680.0,0.496,0.5,275.0,319.0,0.862,30.0,154.0,184.0,513.0,125.0,31.0,205.0,139.0,1162.0
2016,27.0,ATL,NBA,PG,79.0,78.0,2255.0,434.0,988.0,0.439,110.0,275.0,0.4,324.0,713.0,0.454,0.495,261.0,312.0,0.837,33.0,181.0,214.0,470.0,97.0,24.0,218.0,167.0,1239.0
2017,28.0,IND,NBA,PG,82.0,82.0,2657.0,402.0,909.0,0.442,90.0,252.0,0.357,312.0,657.0,0.475,0.492,360.0,415.0,0.867,33.0,297.0,330.0,639.0,100.0,32.0,216.0,165.0,1254.0
2018,29.0,MIN,NBA,PG,70.0,70.0,2311.0,354.0,794.0,0.446,84.0,228.0,0.368,270.0,566.0,0.477,0.499,202.0,239.0,0.845,24.0,185.0,209.0,492.0,102.0,23.0,177.0,171.0,994.0
2019,30.0,MIN,NBA,PG,42.0,41.0,1264.0,176.0,416.0,0.423,35.0,105.0,0.333,141.0,311.0,0.453,0.465,123.0,153.0,0.804,16.0,90.0,106.0,343.0,43.0,18.0,97.0,90.0,510.0
2020,31.0,TOT,NBA,PG,59.0,17.0,1464.0,213.0,489.0,0.436,43.0,117.0,0.368,170.0,372.0,0.457,0.48,172.0,197.0,0.873,27.0,115.0,142.0,308.0,44.0,19.0,116.0,106.0,641.0
2020,31.0,MIN,NBA,PG,34.0,13.0,945.0,145.0,324.0,0.448,33.0,87.0,0.379,112.0,237.0,0.473,0.498,125.0,144.0,0.868,15.0,73.0,88.0,208.0,25.0,13.0,76.0,70.0,448.0
2020,31.0,ATL,NBA,PG,25.0,4.0,519.0,68.0,165.0,0.412,10.0,30.0,0.333,58.0,135.0,0.43,0.442,47.0,53.0,0.887,12.0,42.0,54.0,100.0,19.0,6.0,40.0,36.0,193.0
2021,32.0,BOS,NBA,PG,8.0,1.0,159.0,18.0,54.0,0.333,7.0,13.0,0.538,11.0,41.0,0.268,0.398,13.0,16.0,0.813,4.0,17.0,21.0,21.0,12.0,2.0,8.0,13.0,56.0
