Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,5,CHI,Charlotte Bobcats,Horace Grant,28,10,393,21.2,0.58,0.01,0.35,9.7,13.4,11.6,11.8,1.4,3.6,6.7,18.1,1.3,0.4,1.7,0.21,4.6,0.8,5.4,0.7,1083
1994,5,CHI,Charlotte Bobcats,Scottie Pippen,28,10,384,22.8,0.52,0.23,0.26,5.7,20.6,13.4,23.8,3.5,1.4,14.5,31.9,0.5,0.7,1.2,0.15,4.0,1.6,5.6,0.7,2313
1994,5,CHI,Charlotte Bobcats,B.J. Armstrong,26,10,360,16.7,0.61,0.11,0.42,0.7,7.3,4.1,12.2,1.3,0.0,6.7,17.9,1.1,0.1,1.3,0.17,1.9,-0.4,1.5,0.3,107
1994,5,CHI,Charlotte Bobcats,Pete Myers,30,10,235,12.1,0.54,0.07,0.38,5.4,4.6,5.0,19.8,1.9,1.3,20.7,16.8,0.1,0.1,0.3,0.06,-0.5,0.2,-0.3,0.1,2099
1994,5,CHI,Charlotte Bobcats,Toni Kukoc,25,10,194,21.8,0.57,0.28,0.51,7.2,17.9,12.8,32.6,1.5,1.2,17.2,24.4,0.5,0.2,0.7,0.18,5.8,1.3,7.0,0.4,1661
1994,5,CHI,Charlotte Bobcats,Bill Cartwright,36,9,189,9.3,0.41,0.0,0.37,12.8,15.9,14.4,9.0,0.9,0.8,10.7,14.2,0.1,0.2,0.3,0.07,-2.3,-1.5,-3.8,-0.1,495
1994,5,CHI,Charlotte Bobcats,Steve Kerr,28,10,186,8.3,0.47,0.44,0.08,1.4,7.7,4.7,8.2,2.1,0.0,2.6,9.9,0.2,0.1,0.3,0.08,-2.0,0.1,-1.9,0.0,1598
1994,5,CHI,Charlotte Bobcats,Luc Longley,25,10,170,13.8,0.54,0.0,0.36,9.8,22.6,16.4,18.4,2.0,3.7,26.6,22.2,-0.1,0.3,0.2,0.06,-4.0,2.5,-1.5,0.0,1772
1994,5,CHI,Charlotte Bobcats,Scott Williams,25,10,151,15.8,0.48,0.0,0.37,12.7,19.1,16.0,8.2,2.6,1.6,12.0,23.9,0.1,0.2,0.3,0.1,-1.9,-1.2,-3.1,0.0,3175
1994,5,CHI,Charlotte Bobcats,Jo Jo English,23,7,58,7.6,0.48,0.33,0.5,2.2,4.1,3.2,5.4,1.0,1.4,6.4,12.9,0.0,0.0,0.0,0.04,-1.8,-1.9,-3.6,0.0,864
1994,5,CHI,Charlotte Bobcats,John Paxson,33,9,58,5.6,0.43,0.14,0.0,0.0,2.1,1.1,12.8,1.9,0.0,0.0,5.8,0.0,0.0,0.1,0.05,-3.4,0.7,-2.7,0.0,2265
1994,5,CHI,Charlotte Bobcats,Bill Wennington,30,7,47,6.6,0.55,0.0,0.5,10.9,7.7,9.2,12.9,0.0,1.7,12.0,8.5,0.1,0.0,0.1,0.11,-4.6,0.0,-4.6,0.0,3067
