Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994.0,25.0,3129,POR,Portland Trail Blazers,Buck Williams,33.0,4.0,125.0,19.2,0.74,0.0,0.54,11.8,20.4,15.8,2.3,1.6,1.2,18.8,14.3,0.4,0.0,0.3,0.13,1.4,-0.5,0.8,0.1
1994.0,25.0,792,POR,Portland Trail Blazers,Chris Dudley,28.0,4.0,81.0,5.9,0.41,0.0,0.2,6.5,15.0,10.4,0.0,3.8,0.0,8.4,6.2,0.0,0.0,0.0,0.01,-5.7,0.3,-5.4,-0.1
1994.0,25.0,2470,POR,Portland Trail Blazers,Clifford Robinson,27.0,4.0,149.0,12.6,0.45,0.13,0.12,7.7,11.4,9.4,10.1,1.0,3.0,13.3,23.3,0.0,-0.1,-0.1,-0.03,-1.6,-2.3,-3.9,-0.1
1994.0,25.0,786,POR,Portland Trail Blazers,Clyde Drexler,31.0,4.0,157.0,22.6,0.5,0.18,0.32,6.7,24.0,14.7,21.3,2.6,1.0,9.8,24.7,0.4,0.0,0.4,0.12,4.2,0.9,5.1,0.3
1994.0,25.0,1082,POR,Portland Trail Blazers,Harvey Grant,28.0,4.0,76.0,16.3,0.52,0.0,0.0,6.9,6.4,6.7,6.3,0.7,2.0,2.9,18.8,0.2,-0.1,0.1,0.06,1.7,-2.6,-0.8,0.0
1994.0,25.0,2479,POR,Portland Trail Blazers,James Robinson,23.0,4.0,28.0,19.3,0.46,0.2,0.2,7.5,4.3,6.0,30.1,1.8,2.7,0.0,16.4,0.1,0.0,0.1,0.13,5.5,1.6,7.1,0.1
1994.0,25.0,1400,POR,Portland Trail Blazers,Jaren Jackson,26.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.07,-4.9,-3.9,-8.8,0.0
1994.0,25.0,1599,POR,Portland Trail Blazers,Jerome Kersey,31.0,3.0,38.0,6.5,0.3,0.0,0.31,13.8,12.8,13.3,0.0,1.3,2.0,0.0,20.2,-0.1,0.0,-0.1,-0.1,-4.3,-4.8,-9.0,-0.1
1994.0,25.0,409,POR,Portland Trail Blazers,Mark Bryant,28.0,4.0,64.0,4.3,0.29,0.12,0.0,9.8,11.4,10.6,4.0,1.6,2.4,15.0,13.2,-0.1,0.0,-0.1,-0.1,-5.8,-2.4,-8.2,-0.1
1994.0,25.0,2774,POR,Portland Trail Blazers,Rod Strickland,27.0,4.0,154.0,24.8,0.56,0.01,0.38,2.0,10.3,5.8,40.8,1.3,1.0,10.7,25.7,0.6,-0.1,0.5,0.17,5.4,-0.6,4.8,0.3
1994.0,25.0,2341,POR,Portland Trail Blazers,Terry Porter,30.0,4.0,76.0,19.9,0.5,0.4,0.4,1.4,17.6,8.9,17.0,2.7,0.0,4.6,23.9,0.2,0.0,0.2,0.12,3.2,0.0,3.2,0.1
1994.0,25.0,2092,POR,Portland Trail Blazers,Tracy Murray,22.0,2.0,11.0,25.8,0.5,0.17,0.0,28.6,0.0,15.4,15.6,4.6,0.0,0.0,23.0,0.1,0.0,0.1,0.22,6.2,1.5,7.7,0.0
