Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,11,HOU,Houston Rockets,3,Omer Ask,C,7-0,255,1986-07-04,TR,3,
2014,11,HOU,Houston Rockets,2,Patrick Beverley,PG,6-1,180,1988-07-12,US,1,Arkansas
2014,11,HOU,Houston Rockets,10,Ronnie Brewer,SF,6-7,220,1985-03-20,US,7,Arkansas
2014,11,HOU,Houston Rockets,0,Aaron Brooks,PG,6-0,161,1985-01-14,US,5,Oregon
2014,11,HOU,Houston Rockets,1,Isaiah Canaan,PG,6-0,201,1991-05-21,US,R,Murray State
2014,11,HOU,Houston Rockets,18,Omri Casspi,PF,6-9,225,1988-06-22,IL,4,
2014,11,HOU,Houston Rockets,33,Robert Covington,SF,6-7,209,1990-12-14,US,R,Tennessee State
2014,11,HOU,Houston Rockets,30,Troy Daniels,SG,6-4,200,1991-07-15,US,R,VCU
2014,11,HOU,Houston Rockets,32,Francisco Garcia,SF,6-7,195,1981-12-31,DO,8,Louisville
2014,11,HOU,Houston Rockets,5,Jordan Hamilton,SF,6-7,220,1990-10-06,US,2,Texas
2014,11,HOU,Houston Rockets,13,James Harden,SG,6-5,220,1989-08-26,US,4,Arizona State
2014,11,HOU,Houston Rockets,12,Dwight Howard,C,6-10,265,1985-12-08,US,9,
2014,11,HOU,Houston Rockets,6,Terrence Jones,PF,6-9,252,1992-01-09,US,1,Kentucky
2014,11,HOU,Houston Rockets,7,Jeremy Lin,PG,6-3,200,1988-08-23,US,3,Harvard University
2014,11,HOU,Houston Rockets,20,Donatas Motiejunas,PF,7-0,222,1990-09-20,LT,1,
2014,11,HOU,Houston Rockets,25,Chandler Parsons,SF,6-9,230,1988-10-25,US,2,Florida
2014,11,HOU,Houston Rockets,21,Josh Powell,PF,6-9,225,1983-01-25,US,6,NC State
2014,11,HOU,Houston Rockets,4,Greg Smith,C,6-10,250,1991-01-08,US,2,Fresno State
