PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luis Scola,31.0,66,66.0,2067,436,888,0.491,0,3,0.0,436,885,0.493,0.491,153,198,0.773,122,306,428,140,35,24,153,214,1025
Chandler Parsons,23.0,63,57.0,1804,248,549,0.452,60,178,0.337,188,371,0.507,0.506,43,78,0.551,90,210,300,134,73,29,81,142,599
Courtney Lee,26.0,58,26.0,1757,251,580,0.433,87,217,0.401,164,363,0.452,0.508,71,86,0.826,26,133,159,88,68,22,64,106,660
Goran Dragić,25.0,66,28.0,1752,277,600,0.462,68,202,0.337,209,398,0.525,0.518,153,190,0.805,53,115,168,351,85,10,157,166,775
Kyle Lowry,25.0,47,38.0,1510,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.8640000000000001,37,176,213,310,73,14,130,133,670
Patrick Patterson,22.0,64,1.0,1483,225,511,0.44,0,3,0.0,225,508,0.44299999999999995,0.44,40,57,0.7020000000000001,112,174,286,53,27,36,49,113,490
Samuel Dalembert,30.0,65,45.0,1446,200,395,0.506,0,1,0.0,200,394,0.508,0.506,90,113,0.7959999999999999,158,298,456,33,37,111,82,162,490
Chase Budinger,23.0,58,9.0,1298,208,471,0.442,88,219,0.402,120,252,0.47600000000000003,0.535,54,70,0.7709999999999999,38,179,217,74,29,7,55,65,558
Kevin Martin,28.0,40,40.0,1264,222,537,0.413,78,225,0.34700000000000003,144,312,0.462,0.486,160,179,0.894,13,93,106,110,28,3,70,70,682
Jordan Hill,24.0,32,7.0,469,68,135,0.504,0,3,0.0,68,132,0.515,0.504,25,39,0.6409999999999999,47,108,155,14,9,21,24,60,161
Marcus Camby,37.0,19,13.0,458,61,126,0.484,2,5,0.4,59,121,0.488,0.49200000000000005,11,26,0.423,52,124,176,32,17,29,10,38,135
Terrence Williams,24.0,12,0.0,181,20,57,0.35100000000000003,8,19,0.42100000000000004,12,38,0.316,0.42100000000000004,6,12,0.5,2,26,28,10,4,1,10,16,54
Jonny Flynn,22.0,11,0.0,135,12,41,0.293,2,9,0.222,10,32,0.313,0.317,11,14,0.7859999999999999,1,7,8,28,3,1,9,8,37
Marcus Morris,22.0,17,0.0,126,16,54,0.29600000000000004,2,17,0.11800000000000001,14,37,0.37799999999999995,0.315,6,8,0.75,5,11,16,3,2,2,4,12,40
Earl Boykins,35.0,8,0.0,111,12,36,0.33299999999999996,2,9,0.222,10,27,0.37,0.361,13,15,0.867,0,11,11,17,1,0,7,5,39
Greg Smith,21.0,8,0.0,69,7,11,0.636,0,0,,7,11,0.636,0.636,0,0,,5,15,20,1,2,5,1,17,14
Jeff Adrien,25.0,8,0.0,63,7,16,0.43799999999999994,0,0,,7,16,0.43799999999999994,0.43799999999999994,7,12,0.583,5,17,22,1,0,2,2,13,21
Courtney Fortson,23.0,6,0.0,49,6,20,0.3,2,9,0.222,4,11,0.364,0.35,4,6,0.667,2,5,7,5,3,0,5,2,18
Hasheem Thabeet,24.0,5,0.0,23,3,3,1.0,0,0,,3,3,1.0,1.0,0,0,,1,6,7,0,0,2,0,5,6
Team Totals,,66,,16065,2489,5543,0.449,478,1330,0.359,2011,4213,0.47700000000000004,0.49200000000000005,1018,1301,0.782,769,2014,2783,1404,496,319,955,1347,6474
