Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2015,19,NOP,New Orleans Pelicans,Tyreke Evans,25,79,76,2690,10.2,22.8,0.45,1.3,4.4,0.3,8.8,18.3,0.48,3.9,5.7,0.69,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,103,107,881
2015,19,NOP,New Orleans Pelicans,Anthony Davis,21,68,68,2455,13.7,25.7,0.54,0.0,0.3,0.08,13.7,25.4,0.54,7.9,9.9,0.8,3.7,11.2,14.9,3.2,2.1,4.3,2.0,3.0,35.4,122,100,676
2015,19,NOP,New Orleans Pelicans,Eric Gordon,26,61,60,2018,7.4,18.1,0.41,3.7,8.2,0.45,3.7,9.9,0.38,2.8,3.5,0.8,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,106,111,1063
2015,19,NOP,New Orleans Pelicans,Omer Asik,28,76,76,1982,5.6,10.9,0.52,0.0,0.0,,5.6,10.9,0.52,3.5,6.0,0.58,6.5,13.4,19.8,1.9,0.8,1.4,2.5,3.8,14.8,112,105,114
2015,19,NOP,New Orleans Pelicans,Ryan Anderson,26,61,5,1675,9.1,22.9,0.4,3.8,11.3,0.34,5.3,11.6,0.46,4.0,4.7,0.85,3.4,5.9,9.3,1.7,1.0,0.6,1.9,3.5,26.1,109,110,83
2015,19,NOP,New Orleans Pelicans,Dante Cunningham,27,66,27,1652,4.9,10.8,0.46,0.0,0.3,0.1,4.9,10.5,0.47,0.9,1.5,0.62,2.2,5.9,8.1,1.6,1.5,1.2,1.1,3.2,10.8,102,108,646
2015,19,NOP,New Orleans Pelicans,Jrue Holiday,24,40,37,1303,9.6,21.5,0.45,2.1,5.4,0.38,7.5,16.1,0.47,2.6,3.1,0.86,1.3,4.2,5.4,11.0,2.5,0.9,3.7,4.4,23.9,109,107,1308
2015,19,NOP,New Orleans Pelicans,Quincy Pondexter,26,45,28,1253,5.9,13.1,0.45,3.1,7.2,0.43,2.8,5.9,0.47,2.1,2.8,0.76,1.4,4.4,5.8,2.8,0.6,0.8,1.7,4.3,16.9,116,112,2329
2015,19,NOP,New Orleans Pelicans,Alexis Ajinca,26,68,8,957,9.9,18.1,0.55,0.0,0.0,,9.9,18.1,0.55,4.4,5.4,0.82,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,113,103,27
2015,19,NOP,New Orleans Pelicans,Luke Babbitt,25,63,19,830,5.8,12.2,0.48,3.7,7.3,0.51,2.1,4.9,0.43,0.8,1.2,0.68,0.8,6.3,7.0,1.5,1.1,0.7,1.6,4.0,16.2,117,110,133
2015,19,NOP,New Orleans Pelicans,Austin Rivers,22,35,3,772,5.9,15.1,0.39,1.0,3.4,0.28,4.9,11.7,0.42,3.6,4.8,0.75,0.8,3.8,4.6,5.9,1.2,0.5,2.0,4.4,16.3,103,111,2453
2015,19,NOP,New Orleans Pelicans,Norris Cole,26,28,2,683,8.6,19.4,0.44,2.2,5.7,0.38,6.5,13.7,0.47,2.0,2.7,0.74,0.1,3.8,3.9,6.9,1.2,0.5,3.2,3.8,21.4,103,111,561
2015,19,NOP,New Orleans Pelicans,Jimmer Fredette,25,50,0,509,6.5,17.1,0.38,0.9,5.0,0.19,5.6,12.2,0.46,4.4,4.6,0.96,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,97,111,963
2015,19,NOP,New Orleans Pelicans,John Salmons,35,21,0,270,3.1,9.3,0.33,1.6,5.1,0.31,1.6,4.3,0.36,0.4,0.8,0.5,0.8,3.3,4.1,2.5,1.8,0.8,1.0,4.9,8.2,94,110,2541
2015,19,NOP,New Orleans Pelicans,Jeff Withey,24,37,0,259,6.5,13.0,0.5,0.0,0.0,,6.5,13.0,0.5,6.9,10.1,0.68,4.7,8.3,13.0,2.2,0.8,3.7,2.4,5.3,19.9,116,105,3213
2015,19,NOP,New Orleans Pelicans,Toney Douglas,28,12,0,177,5.6,15.1,0.37,1.5,5.3,0.28,4.2,9.8,0.42,2.4,3.9,0.62,0.6,5.9,6.5,7.1,3.3,1.2,3.0,5.9,15.1,95,104,772
2015,19,NOP,New Orleans Pelicans,Nate Wolters,23,10,0,105,4.0,13.0,0.31,0.0,1.0,0.0,4.0,12.0,0.33,0.5,1.0,0.5,3.0,6.0,9.0,5.5,1.5,1.0,5.0,3.5,8.5,69,108,3218
2015,19,NOP,New Orleans Pelicans,Elliot Williams,25,8,0,77,5.5,16.4,0.33,2.0,7.5,0.27,3.4,8.9,0.38,0.0,1.4,0.0,0.0,3.4,3.4,5.5,1.4,0.0,0.0,7.5,13.0,96,111,3135
2015,19,NOP,New Orleans Pelicans,Gal Mekel,26,4,0,43,3.7,24.4,0.15,0.0,3.7,0.0,3.7,20.8,0.18,0.0,0.0,,0.0,1.2,1.2,15.9,2.4,0.0,2.4,1.2,7.3,61,111,1965
2015,19,NOP,New Orleans Pelicans,Darius Miller,24,5,1,43,1.2,8.6,0.14,0.0,1.2,0.0,1.2,7.3,0.17,0.0,0.0,,0.0,1.2,1.2,2.4,1.2,0.0,1.2,9.8,2.4,42,113,1991
2015,19,NOP,New Orleans Pelicans,Russ Smith,23,6,0,29,3.6,18.1,0.2,1.8,10.9,0.17,1.8,7.2,0.25,0.0,0.0,,0.0,5.4,5.4,3.6,0.0,0.0,12.7,10.9,9.1,36,113,2701
