PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Wes Matthews,26,3,3,38.7,11.7,18.0,0.648,0.0,0.3,0.0,11.7,17.7,0.66,0.648,2.0,2.7,0.75,0.3,2.0,2.3,8.0,2.0,0.0,3.7,2.3,25.3
Artis Gilmore,36,3,3,35.7,5.3,8.0,0.667,0.0,0.0,,5.3,8.0,0.667,0.667,2.7,4.7,0.5710000000000001,2.3,3.7,6.0,1.0,2.3,0.3,3.3,3.7,13.3
Mike Mitchell,30,3,3,35.7,7.0,17.3,0.40399999999999997,0.0,0.0,,7.0,17.3,0.40399999999999997,0.40399999999999997,1.7,3.3,0.5,1.0,2.0,3.0,3.3,1.0,1.0,3.3,2.7,15.7
Dave Greenwood,28,3,3,33.7,4.0,7.7,0.522,0.0,0.0,,4.0,7.7,0.522,0.522,2.0,2.7,0.75,0.3,5.7,6.0,1.0,1.0,0.3,0.3,4.0,10.0
Alvin Robertson,23,3,3,32.7,2.7,9.7,0.276,0.0,0.0,,2.7,9.7,0.276,0.276,3.7,4.3,0.846,1.7,3.0,4.7,6.3,2.3,0.3,1.7,3.3,9.0
Steve Johnson,28,3,0,17.7,1.7,5.0,0.33299999999999996,0.0,0.0,,1.7,5.0,0.33299999999999996,0.33299999999999996,1.7,3.7,0.455,0.7,1.3,2.0,0.7,0.0,0.3,2.0,4.7,5.0
Jeff Lamp,26,3,0,15.0,2.3,6.0,0.389,0.3,1.0,0.33299999999999996,2.0,5.0,0.4,0.41700000000000004,0.0,0.0,,0.3,0.0,0.3,2.3,0.3,0.0,1.3,2.0,5.0
Jon Sundvold,24,3,0,14.3,2.3,6.0,0.389,0.3,2.0,0.16699999999999998,2.0,4.0,0.5,0.41700000000000004,0.3,0.3,1.0,0.0,0.3,0.3,1.7,0.0,0.0,1.7,0.3,5.3
Tyrone Corbin,23,1,0,14.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alfredrick Hughes,23,3,0,6.0,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,2.7
Jeff Wilkins,30,3,0,5.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.7,0.0,2.0,0.0
Mike Brittain,22,1,0,2.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
