PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Hakeem Olajuwon,30,12,12,43.2,10.3,19.8,0.517,0.0,0.1,0.0,10.3,19.8,0.519,0.517,5.2,6.3,0.8270000000000001,4.3,9.7,14.0,4.8,1.8,4.9,3.8,3.1,25.7
Otis Thorpe,30,12,12,34.9,6.1,9.6,0.635,0.0,0.0,,6.1,9.6,0.635,0.635,2.3,3.6,0.6509999999999999,3.0,5.6,8.6,2.6,0.5,0.1,1.4,2.9,14.5
Vernon Maxwell,27,9,7,34.2,5.2,13.0,0.402,1.2,5.1,0.239,4.0,7.9,0.507,0.449,2.3,2.7,0.875,0.3,2.1,2.4,3.6,1.2,0.2,1.9,1.9,14.0
Kenny Smith,27,12,12,32.6,5.3,10.7,0.49200000000000005,1.9,3.8,0.5,3.3,6.8,0.488,0.5820000000000001,2.3,3.0,0.778,0.2,1.8,2.0,4.2,0.8,0.1,2.2,1.5,14.8
Robert Horry,22,12,12,31.2,3.9,8.4,0.465,0.8,2.5,0.3,3.2,5.9,0.535,0.51,1.7,2.3,0.741,1.2,4.0,5.2,3.2,1.5,1.3,2.3,2.5,10.3
Winston Garland,28,12,5,20.5,2.5,6.2,0.405,0.0,0.1,0.0,2.5,6.1,0.41100000000000003,0.405,1.4,1.4,1.0,0.5,2.3,2.8,2.6,1.3,0.0,1.8,2.3,6.4
Scott Brooks,27,12,0,16.4,1.3,3.5,0.381,0.4,1.1,0.385,0.9,2.4,0.379,0.44,0.8,1.1,0.769,0.1,0.8,0.8,2.6,0.8,0.0,1.1,1.8,3.9
Carl Herrera,26,12,0,16.3,1.8,4.8,0.386,0.0,0.2,0.0,1.8,4.6,0.4,0.386,1.0,1.7,0.6,1.3,2.4,3.8,0.6,0.3,0.2,0.9,3.0,4.7
Matt Bullard,25,12,0,14.1,1.7,3.5,0.47600000000000003,1.3,2.3,0.536,0.4,1.2,0.35700000000000004,0.655,0.5,0.5,1.0,0.3,1.6,1.9,1.1,0.3,0.4,0.8,0.9,5.1
Sleepy Floyd,32,7,0,8.6,0.9,2.7,0.316,0.1,0.4,0.33299999999999996,0.7,2.3,0.313,0.342,1.0,1.4,0.7,0.1,0.4,0.6,1.1,0.3,0.0,1.3,0.3,2.9
Tree Rollins,37,6,0,2.7,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.3,0.0
Terry Teagle,32,5,0,2.4,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8
