Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,22.0,NBA,PF,4.0,4.0,148.0,8.0,13.6,0.59,0.5,1.2,0.4,7.5,12.4,0.61,2.7,4.9,0.55,1.9,3.9,5.8,1.5,0.5,0.5,1.5,4.1,19.2
1998,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,23.0,NBA,PF,4.0,4.0,157.0,5.3,10.8,0.49,0.9,1.1,0.8,4.4,9.6,0.45,1.8,3.7,0.5,1.6,2.8,4.4,2.5,0.5,0.5,1.1,3.7,13.3
1999,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,24.0,NBA,PF,13.0,13.0,468.0,5.8,11.2,0.51,0.1,0.7,0.11,5.7,10.5,0.54,3.2,4.5,0.72,1.3,3.5,4.8,1.5,1.5,0.8,1.2,3.8,14.8
2000,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,25.0,NBA,PF,16.0,16.0,605.0,6.5,13.4,0.49,0.5,0.8,0.62,6.1,12.6,0.48,3.5,4.5,0.77,1.8,4.3,6.1,1.7,0.9,1.2,1.4,3.1,17.0
2001,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,26.0,NBA,PF,3.0,3.0,128.0,5.3,14.3,0.37,1.1,3.1,0.36,4.2,11.3,0.38,2.3,3.9,0.57,1.4,5.3,6.8,2.0,0.3,0.8,1.1,2.5,14.1
2002,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,27.0,NBA,PF,3.0,3.0,125.0,8.1,19.9,0.41,2.0,4.9,0.41,6.0,15.0,0.4,3.7,4.6,0.81,2.9,7.8,10.7,1.4,0.6,0.6,0.6,3.5,21.9
2003,25,3019,POR,Portland Trail Blazers,Rasheed Wallace,1974-09-17,28.0,NBA,PF,7.0,7.0,260.0,6.1,13.4,0.45,1.9,4.8,0.4,4.2,8.6,0.48,2.8,3.9,0.71,1.4,3.6,5.0,2.5,0.6,0.7,0.8,3.6,16.9
2004,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,29.0,NBA,PF,23.0,23.0,803.0,5.3,12.8,0.41,0.8,3.1,0.24,4.5,9.7,0.47,2.1,2.7,0.77,2.1,5.9,8.0,1.7,0.6,2.0,1.9,3.5,13.4
2005,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,30.0,NBA,PF,25.0,25.0,826.0,5.9,13.5,0.44,1.3,3.7,0.34,4.7,9.8,0.48,1.7,2.4,0.74,1.7,5.8,7.5,1.4,1.1,1.9,1.7,4.1,14.9
2006,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,31.0,NBA,PF,18.0,18.0,628.0,5.5,12.8,0.43,1.8,4.5,0.4,3.7,8.3,0.44,1.7,3.2,0.53,1.0,5.6,6.5,1.8,0.6,0.9,1.4,3.7,14.5
2007,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,32.0,NBA,C,16.0,16.0,573.0,5.4,12.4,0.44,1.6,4.5,0.35,3.8,7.9,0.49,2.0,2.4,0.84,1.2,6.5,7.7,1.8,1.2,1.8,1.2,4.0,14.4
2008,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,33.0,NBA,C,17.0,17.0,585.0,5.3,12.5,0.42,1.5,4.6,0.32,3.8,7.9,0.48,1.8,2.4,0.74,1.2,5.5,6.6,1.7,1.2,2.0,1.8,4.1,13.8
2009,9,3019,DET,Detroit Pistons,Rasheed Wallace,1974-09-17,34.0,NBA,C,4.0,4.0,122.0,3.2,8.9,0.37,1.2,2.4,0.5,2.1,6.5,0.32,0.0,0.0,,0.6,6.8,7.4,0.9,0.6,0.3,0.9,3.5,7.7
2010,2,3019,BOS,Boston Celtics,Rasheed Wallace,1974-09-17,35.0,NBA,C,24.0,1.0,410.0,4.6,11.0,0.42,1.7,4.8,0.34,2.9,6.1,0.47,2.1,2.5,0.83,0.4,5.8,6.2,0.8,0.9,1.2,0.8,7.2,12.9
