Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1996,23.0,MIA,NBA,PF,3.0,3.0,60.0,3.5,8.9,0.4,0.0,0.0,,3.5,8.9,0.4,3.5,3.5,1.0,3.5,10.6,14.2,2.7,1.8,0.9,4.4,11.5,10.6,,89.0,112.0
1999,26.0,NYK,NBA,PF,20.0,12.0,419.0,6.1,15.9,0.381,0.0,0.0,,6.1,15.9,0.381,2.2,3.1,0.696,5.1,9.7,14.8,0.9,2.0,1.6,2.6,10.3,14.3,,89.0,95.0
2001,28.0,NYK,NBA,PF,5.0,5.0,186.0,7.3,13.8,0.532,0.0,0.0,,7.3,13.8,0.532,6.5,9.1,0.71,5.0,11.5,16.5,2.6,0.6,1.5,2.6,7.6,21.2,,119.0,102.0
2004,31.0,NYK,NBA,PF,4.0,4.0,139.0,7.8,18.2,0.429,0.0,0.0,,7.8,18.2,0.429,3.3,4.5,0.75,3.3,13.8,17.1,2.2,2.6,1.1,3.7,6.3,19.0,,89.0,98.0
2006,33.0,PHO,NBA,C,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.7,17.3,0.5,0.0,8.7,8.7,0.0,0.0,0.0,0.0,17.3,8.7,,123.0,114.0
2007,34.0,PHO,NBA,C,11.0,5.0,212.0,8.2,15.6,0.523,0.0,0.0,,8.2,15.6,0.523,3.6,4.1,0.882,2.6,10.3,13.0,2.9,1.4,2.2,2.2,6.0,20.0,,113.0,101.0
2008,35.0,SAS,NBA,PF,17.0,8.0,268.0,6.4,14.0,0.457,0.0,0.0,,6.4,14.0,0.457,1.0,1.4,0.714,5.2,11.6,16.8,1.2,0.4,1.2,2.6,9.2,13.8,,96.0,104.0
2009,36.0,SAS,NBA,PF,5.0,0.0,80.0,3.5,7.7,0.455,0.0,0.0,,3.5,7.7,0.455,2.1,2.8,0.75,2.8,13.3,16.1,1.4,0.7,1.4,2.8,9.1,9.1,,93.0,109.0
2010,37.0,MIL,NBA,C,7.0,7.0,199.0,4.8,9.8,0.486,0.0,0.0,,4.8,9.8,0.486,1.1,1.4,0.8,3.4,12.1,15.5,3.1,0.8,1.1,2.3,7.3,10.7,,104.0,106.0
2011,38.0,CHI,NBA,PF,7.0,0.0,74.0,7.5,13.4,0.556,0.0,1.5,0.0,7.5,11.9,0.625,0.0,0.0,,6.7,7.5,14.2,2.2,0.7,2.2,2.2,9.0,14.9,,114.0,102.0
