Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,5,1225,CHI,Chicago Bulls,Trenton Hassell,1979-03-04,22.0,NBA,SG,78.0,47.0,2237.0,4.3,10.1,0.42,1.0,2.7,0.36,3.3,7.5,0.45,1.4,1.8,0.76,1.0,3.1,4.1,2.8,0.9,0.7,1.6,3.0,11.0
2003,5,1225,CHI,Chicago Bulls,Trenton Hassell,1979-03-04,23.0,NBA,SG,82.0,53.0,1999.0,2.6,7.1,0.37,0.2,0.7,0.32,2.4,6.3,0.37,0.7,1.0,0.74,0.7,3.9,4.6,2.7,0.8,1.1,1.5,3.5,6.2
2004,18,1225,MIN,Minnesota Timberwolves,Trenton Hassell,1979-03-04,24.0,NBA,SG,81.0,74.0,2264.0,2.8,6.1,0.46,0.1,0.2,0.31,2.8,5.9,0.47,0.8,1.0,0.79,1.1,3.0,4.1,2.1,0.6,0.9,0.7,3.2,6.5
2005,18,1225,MIN,Minnesota Timberwolves,Trenton Hassell,1979-03-04,25.0,NBA,SG,82.0,51.0,2068.0,3.9,8.3,0.47,0.0,0.2,0.09,3.9,8.1,0.48,1.6,2.0,0.79,1.4,2.4,3.8,2.2,0.5,0.5,1.1,3.5,9.4
2006,18,1225,MIN,Minnesota Timberwolves,Trenton Hassell,1979-03-04,26.0,NBA,SG,77.0,67.0,2514.0,4.1,8.8,0.46,0.1,0.3,0.3,4.0,8.5,0.47,1.9,2.5,0.74,1.2,1.9,3.1,2.9,0.6,0.4,1.8,2.9,10.2
2007,18,1225,MIN,Minnesota Timberwolves,Trenton Hassell,1979-03-04,27.0,NBA,SG,76.0,68.0,2223.0,3.5,7.2,0.49,0.1,0.4,0.24,3.4,6.8,0.5,1.2,1.5,0.78,1.3,2.6,3.9,3.3,0.4,0.4,1.3,2.3,8.3
2008,31,1225,TOT,Total After Trade,Trenton Hassell,1979-03-04,28.0,NBA,SG,63.0,6.0,773.0,2.7,6.3,0.42,0.1,0.4,0.22,2.6,5.9,0.44,0.3,0.5,0.7,0.9,2.9,3.9,1.9,0.6,0.1,1.0,4.2,5.7
2008,7,1225,DAL,Dallas Mavericks,Trenton Hassell,1979-03-04,28.0,NBA,SG,37.0,6.0,463.0,2.9,6.2,0.46,0.1,0.3,0.25,2.8,5.9,0.47,0.1,0.2,0.5,0.9,2.6,3.4,2.0,0.7,0.1,1.1,4.3,5.9
2008,3,1225,NJN,New Jersey Nets,Trenton Hassell,1979-03-04,28.0,NBA,SG,26.0,0.0,310.0,2.3,6.4,0.36,0.1,0.6,0.2,2.2,5.8,0.38,0.7,0.9,0.75,1.0,3.5,4.5,1.7,0.5,0.2,0.9,4.1,5.5
2009,3,1225,NJN,New Jersey Nets,Trenton Hassell,1979-03-04,29.0,NBA,SF,53.0,31.0,1094.0,2.8,6.3,0.45,0.1,0.3,0.25,2.8,6.0,0.46,0.7,0.8,0.8,1.6,3.2,4.8,1.7,0.7,0.5,1.0,3.0,6.4
2010,3,1225,NJN,New Jersey Nets,Trenton Hassell,1979-03-04,30.0,NBA,SF,52.0,31.0,1106.0,2.9,7.1,0.41,0.0,0.2,0.0,2.9,7.0,0.42,1.7,2.2,0.75,1.8,3.1,4.9,1.6,0.6,0.3,1.5,3.0,7.6
