PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,32.0,82,82.0,3113,789,1520,0.519,16,40,0.4,773,1480,0.522,0.524,512,708,0.723,175,629,804,345,138,56,199,245,2106
John Stockton,33.0,82,82.0,2915,440,818,0.5379999999999999,95,225,0.42200000000000004,345,593,0.5820000000000001,0.596,234,282,0.83,54,172,226,916,140,15,246,207,1209
Jeff Hornacek,32.0,82,59.0,2588,442,880,0.502,104,223,0.466,338,657,0.514,0.561,259,290,0.893,62,147,209,340,106,20,127,171,1247
David Benoit,27.0,81,63.0,1961,255,581,0.439,64,192,0.33299999999999996,191,389,0.491,0.494,87,112,0.777,90,293,383,82,43,49,71,166,661
Adam Keefe,25.0,82,0.0,1708,180,346,0.52,0,4,0.0,180,342,0.526,0.52,139,201,0.6920000000000001,176,279,455,64,51,41,88,174,499
Antoine Carr,34.0,80,0.0,1532,233,510,0.457,0,3,0.0,233,507,0.46,0.457,114,144,0.792,71,129,200,74,28,65,78,254,580
Chris Morris,30.0,66,33.0,1424,265,606,0.43700000000000006,63,197,0.32,202,409,0.494,0.489,98,127,0.772,100,129,229,77,63,20,71,140,691
Felton Spencer,28.0,71,70.0,1267,146,281,0.52,0,0,,146,281,0.52,0.52,104,151,0.6890000000000001,100,206,306,11,20,54,77,240,396
Howard Eisley,23.0,65,0.0,961,104,242,0.43,14,62,0.226,90,180,0.5,0.45899999999999996,65,77,0.8440000000000001,22,56,78,146,29,3,77,130,287
Greg Foster,27.0,73,2.0,803,107,244,0.439,1,8,0.125,106,236,0.449,0.441,61,72,0.847,53,125,178,25,7,22,58,120,276
Greg Ostertag,22.0,57,10.0,661,86,182,0.473,0,0,,86,182,0.473,0.473,36,54,0.667,57,118,175,5,5,63,25,91,208
Bryon Russell,25.0,59,9.0,577,56,142,0.39399999999999996,14,40,0.35,42,102,0.41200000000000003,0.444,48,67,0.716,28,62,90,29,29,8,36,66,174
Jamie Watson,23.0,16,0.0,217,18,43,0.419,3,7,0.429,15,36,0.41700000000000004,0.45299999999999996,9,13,0.6920000000000001,5,22,27,24,8,2,17,30,48
Andy Toolson,30.0,13,0.0,53,8,22,0.364,3,12,0.25,5,10,0.5,0.43200000000000005,3,4,0.75,0,6,6,1,0,0,2,12,22
Team Totals,,82,,19780,3129,6417,0.488,377,1013,0.37200000000000005,2752,5404,0.509,0.517,1769,2302,0.768,993,2373,3366,2139,667,418,1215,2046,8404
