Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1993.0,11.0,1269,HOU,Houston Rockets,Carl Herrera,26.0,12.0,0.0,195.0,5.9,15.4,0.39,0.0,0.5,0.0,5.9,14.9,0.4,3.2,5.4,0.6,4.3,7.8,12.2,1.9,0.8,0.5,3.0,9.7,15.1,90.0,106.0
1993.0,11.0,2198,HOU,Houston Rockets,Hakeem Olajuwon,30.0,12.0,12.0,518.0,12.5,24.2,0.52,0.0,0.1,0.0,12.5,24.1,0.52,6.3,7.6,0.83,5.3,11.8,17.1,5.8,2.1,6.0,4.6,3.8,31.3,113.0,97.0
1993.0,11.0,2688,HOU,Houston Rockets,Kenny Smith,27.0,12.0,12.0,391.0,8.5,17.3,0.49,3.1,6.2,0.5,5.4,11.1,0.49,3.8,4.9,0.78,0.3,3.0,3.2,6.7,1.2,0.1,3.5,2.4,23.9,115.0,110.0
1993.0,11.0,419,HOU,Houston Rockets,Matt Bullard,25.0,12.0,0.0,169.0,6.2,13.1,0.48,4.7,8.7,0.54,1.6,4.4,0.36,1.9,1.9,1.0,1.2,5.9,7.2,4.1,1.2,1.6,2.8,3.4,19.0,121.0,107.0
1993.0,11.0,2881,HOU,Houston Rockets,Otis Thorpe,30.0,12.0,12.0,419.0,9.2,14.5,0.64,0.0,0.0,,9.2,14.5,0.64,3.5,5.4,0.65,4.5,8.4,13.0,3.9,0.8,0.1,2.1,4.4,21.9,128.0,107.0
1993.0,11.0,1329,HOU,Houston Rockets,Robert Horry,22.0,12.0,12.0,374.0,6.6,14.2,0.46,1.3,4.2,0.3,5.4,10.0,0.54,2.8,3.8,0.74,2.0,6.8,8.7,5.4,2.5,2.3,3.9,4.2,17.3,102.0,103.0
1993.0,11.0,366,HOU,Houston Rockets,Scott Brooks,27.0,12.0,0.0,197.0,4.3,11.2,0.38,1.3,3.5,0.38,2.9,7.8,0.38,2.7,3.5,0.77,0.3,2.4,2.7,8.3,2.4,0.0,3.5,5.6,12.6,99.0,108.0
1993.0,11.0,925,HOU,Houston Rockets,Sleepy Floyd,32.0,7.0,0.0,60.0,5.3,16.7,0.32,0.9,2.6,0.33,4.4,14.1,0.31,6.2,8.8,0.7,0.9,2.6,3.5,7.0,1.8,0.0,7.9,1.8,17.6,77.0,110.0
1993.0,11.0,2822,HOU,Houston Rockets,Terry Teagle,32.0,5.0,0.0,12.0,8.8,22.0,0.4,0.0,0.0,,8.8,22.0,0.4,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,4.4,17.6,42.0,115.0
1993.0,11.0,2501,HOU,Houston Rockets,Tree Rollins,37.0,6.0,0.0,16.0,0.0,9.9,0.0,0.0,3.3,0.0,0.0,6.6,0.0,0.0,0.0,,3.3,9.9,13.2,0.0,6.6,0.0,0.0,6.6,0.0,26.0,93.0
1993.0,11.0,1879,HOU,Houston Rockets,Vernon Maxwell,27.0,9.0,7.0,308.0,8.0,20.0,0.4,1.9,7.9,0.24,6.2,12.2,0.51,3.6,4.1,0.88,0.5,3.3,3.8,5.5,1.9,0.3,2.9,2.9,21.6,101.0,109.0
1993.0,11.0,994,HOU,Houston Rockets,Winston Garland,28.0,12.0,5.0,246.0,6.4,15.9,0.4,0.0,0.2,0.0,6.4,15.6,0.41,3.6,3.6,1.0,1.3,5.8,7.1,6.6,3.4,0.0,4.7,5.8,16.5,92.0,103.0
