Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,24.0,IND,NBA,C,14.0,0.0,55.0,3.3,13.7,0.238,0.0,0.0,,3.3,13.7,0.238,2.0,2.6,0.75,7.9,6.5,14.4,1.3,0.0,2.0,2.0,3.3,8.5
2014,25.0,PHO,NBA,C,80.0,79.0,1964.0,5.2,10.1,0.517,0.0,0.0,,5.2,10.1,0.517,1.4,2.4,0.561,3.6,7.8,11.5,0.8,0.9,1.6,2.0,3.4,11.8
2015,26.0,TOT,NBA,C,73.0,28.0,1194.0,4.1,7.7,0.535,0.0,0.0,,4.1,7.7,0.535,0.7,1.4,0.478,3.4,6.3,9.6,1.0,1.2,2.0,1.5,3.3,8.9
2015,26.0,PHO,NBA,C,54.0,28.0,1005.0,3.8,7.0,0.549,0.0,0.0,,3.8,7.0,0.549,0.7,1.4,0.5,3.4,6.4,9.8,1.0,1.3,2.0,1.6,3.5,8.3
2015,26.0,MIL,NBA,C,19.0,0.0,189.0,5.5,11.2,0.492,0.0,0.0,,5.5,11.2,0.492,0.6,1.5,0.375,3.2,5.5,8.8,1.3,1.1,2.1,1.1,2.3,11.6
2016,27.0,MIL,NBA,C,61.0,14.0,870.0,5.8,9.6,0.601,0.0,0.0,,5.8,9.6,0.601,1.4,2.4,0.576,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3.0,13.0
2017,28.0,TOT,NBA,C,45.0,12.0,484.0,3.3,6.8,0.478,0.0,0.0,,3.3,6.8,0.478,1.9,2.9,0.641,2.8,4.2,7.1,1.6,1.3,1.0,2.2,5.4,8.4
2017,28.0,MIL,NBA,C,32.0,12.0,310.0,3.5,7.9,0.441,0.0,0.0,,3.5,7.9,0.441,2.6,4.1,0.629,2.7,3.5,6.2,2.1,1.3,1.0,2.6,5.6,9.5
2017,28.0,CHO,NBA,C,13.0,0.0,174.0,2.9,5.0,0.583,0.0,0.0,,2.9,5.0,0.583,0.6,0.8,0.75,3.1,5.6,8.7,0.6,1.4,0.8,1.7,5.2,6.4
2018,29.0,ATL,NBA,C,55.0,35.0,918.0,4.1,7.1,0.583,0.0,0.0,,4.1,7.1,0.583,1.1,2.4,0.45,3.0,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3
2019,30.0,ATL,NBA,C,18.0,0.0,173.0,6.7,10.0,0.667,0.0,0.0,,6.7,10.0,0.667,3.3,6.2,0.533,3.3,4.8,8.1,3.5,1.2,0.8,2.1,2.9,16.6
