Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984.0,24.0,12,PHO,Phoenix Suns,Alvan Adams,29.0,17.0,,18.4,3.1,7.4,0.42,0.0,0.0,,3.1,7.4,0.42,0.42,2.1,3.1,0.68,1.6,3.5,5.1,2.5,1.0,0.6,2.0,3.1,8.4
1984.0,24.0,2579,PHO,Phoenix Suns,Alvin Scott,28.0,16.0,,6.9,0.6,1.6,0.38,0.1,0.1,1.0,0.6,1.6,0.36,0.4,0.3,0.4,0.67,0.6,0.9,1.5,0.4,0.1,0.1,0.4,0.9,1.6
1984.0,24.0,2314,PHO,Phoenix Suns,Charles Pittman,25.0,17.0,,14.9,1.6,3.0,0.55,0.0,0.1,0.0,1.6,2.9,0.56,0.55,1.1,1.7,0.62,1.5,2.3,3.8,0.7,0.3,0.3,0.9,1.8,4.4
1984.0,24.0,832,PHO,Phoenix Suns,James Edwards,28.0,17.0,,27.2,5.5,11.1,0.49,0.0,0.0,,5.5,11.1,0.49,0.49,2.8,4.0,0.71,1.3,4.1,5.4,1.6,0.2,0.6,1.8,3.6,13.8
,,1284,,,Johnny High,,,,,,,,,,,,,,,,,,,,,,,,,,
1984.0,24.0,1807,PHO,Phoenix Suns,Kyle Macy,26.0,17.0,,36.5,4.5,9.2,0.49,0.6,1.3,0.46,3.9,7.9,0.5,0.52,0.7,0.9,0.75,0.8,2.4,3.2,5.8,1.3,0.1,1.5,2.5,10.4
1984.0,24.0,2109,PHO,Phoenix Suns,Larry Nance,24.0,17.0,,37.2,6.9,11.8,0.59,0.0,0.0,,6.9,11.8,0.59,0.59,3.0,4.5,0.67,3.0,5.7,8.7,2.4,0.9,2.0,1.8,3.5,16.9
1984.0,24.0,1785,PHO,Phoenix Suns,Maurice Lucas,31.0,17.0,,33.5,6.8,13.4,0.51,0.0,0.0,,6.8,13.4,0.51,0.51,3.7,4.6,0.81,2.5,7.5,9.9,3.6,0.7,0.5,1.7,3.9,17.4
1984.0,24.0,2556,PHO,Phoenix Suns,Mike Sanders,23.0,15.0,,10.1,1.5,3.1,0.48,0.0,0.0,,1.5,3.1,0.48,0.48,1.1,1.1,0.94,0.7,0.7,1.3,0.5,0.4,0.3,0.9,2.1,4.0
1984.0,24.0,3077,PHO,Phoenix Suns,Paul Westphal,33.0,17.0,,13.1,1.8,4.7,0.38,0.1,0.5,0.22,1.6,4.2,0.39,0.39,1.6,1.9,0.88,0.2,0.3,0.5,2.2,0.7,0.0,1.4,1.4,5.3
1984.0,24.0,2466,PHO,Phoenix Suns,Rick Robey,28.0,10.0,,4.3,0.7,1.6,0.44,0.0,0.1,0.0,0.7,1.5,0.47,0.44,0.4,0.8,0.5,0.7,0.3,1.0,0.2,0.2,0.0,0.4,0.5,1.8
1984.0,24.0,946,PHO,Phoenix Suns,Rod Foster,23.0,16.0,,8.0,0.6,2.4,0.26,0.0,0.3,0.0,0.6,2.1,0.29,0.26,0.6,0.6,1.0,0.4,0.4,0.8,1.1,0.3,0.1,0.8,1.3,1.8
,,3094,,,Rory White,,,,,,,,,,,,,,,,,,,,,,,,,,
1984.0,24.0,702,PHO,Phoenix Suns,Walter Davis,29.0,17.0,,36.6,10.3,19.2,0.54,0.2,0.6,0.27,10.1,18.6,0.54,0.54,4.1,4.6,0.9,0.9,1.8,2.7,6.4,1.7,0.2,2.5,3.2,24.9
