Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,7,254,DAL,Dallas Mavericks,Rolando Blackman,24,10,,39.7,9.3,17.5,0.53,0.0,0.0,,9.3,17.5,0.53,0.53,5.3,6.3,0.84,1.5,2.6,4.1,4.0,0.6,0.4,2.4,1.5,23.9
1984,7,2972,DAL,Dallas Mavericks,Jay Vincent,24,10,,35.3,4.8,12.4,0.39,0.0,0.1,0.0,4.8,12.3,0.39,0.39,5.6,6.2,0.9,2.9,4.1,7.0,1.9,0.7,0.1,2.5,3.6,15.2
1984,7,24,DAL,Dallas Mavericks,Mark Aguirre,24,10,,35.0,8.8,18.4,0.48,0.0,0.5,0.0,8.8,17.9,0.49,0.48,4.4,5.7,0.77,2.1,5.5,7.6,3.2,0.5,0.5,2.7,3.4,22.0
1984,7,680,DAL,Dallas Mavericks,Brad Davis,28,10,,30.4,3.3,7.3,0.45,0.0,0.2,0.0,3.3,7.1,0.46,0.45,1.5,1.9,0.79,0.6,1.3,1.9,5.0,0.6,0.0,1.8,1.8,8.1
1984,7,643,DAL,Dallas Mavericks,Pat Cummings,27,10,,30.0,4.7,11.5,0.41,0.0,0.0,,4.7,11.5,0.41,0.41,1.4,1.5,0.93,2.6,4.6,7.2,1.5,0.4,0.2,0.9,3.0,10.8
1984,7,1187,DAL,Dallas Mavericks,Derek Harper,22,10,,22.6,2.1,5.4,0.39,0.3,0.8,0.38,1.8,4.6,0.39,0.42,0.5,0.7,0.71,0.8,1.2,2.0,2.8,1.1,0.2,0.6,1.6,5.0
1984,7,849,DAL,Dallas Mavericks,Dale Ellis,23,8,,22.3,3.3,10.0,0.32,0.1,1.5,0.08,3.1,8.5,0.37,0.33,0.8,1.0,0.75,2.4,2.9,5.3,0.5,1.3,0.3,0.6,2.1,7.4
1984,7,2144,DAL,Dallas Mavericks,Kurt Nimphius,25,10,,17.8,1.4,3.3,0.42,0.0,0.0,,1.4,3.3,0.42,0.42,1.4,1.7,0.82,2.0,3.3,5.3,1.3,0.0,1.4,0.9,2.4,4.2
1984,7,996,DAL,Dallas Mavericks,Bill Garnett,23,8,,9.3,1.9,3.8,0.5,0.1,0.1,1.0,1.8,3.6,0.48,0.52,0.9,1.0,0.88,1.3,1.5,2.8,0.5,0.0,0.3,0.1,1.3,4.8
1984,7,3075,DAL,Dallas Mavericks,Mark West,23,4,,8.0,1.3,2.3,0.56,0.0,0.0,,1.3,2.3,0.56,0.56,0.5,0.8,0.67,0.0,1.8,1.8,0.8,0.0,0.8,0.8,2.8,3.0
1984,7,2923,DAL,Dallas Mavericks,Elston Turner,24,8,,6.6,0.9,2.5,0.35,0.0,0.0,,0.9,2.5,0.35,0.35,0.0,0.0,,0.6,0.6,1.3,1.0,0.8,0.1,0.4,0.5,1.8
1984,7,2298,DAL,Dallas Mavericks,Roger Phegley,27,1,,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
