PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tayshaun Prince,24,82,82,3039,8.5,17.4,0.48700000000000004,0.9,2.5,0.341,7.6,14.9,0.512,4.0,5.0,0.807,2.4,5.5,7.9,4.5,1.0,1.3,2.4,2.9,21.8,,114,104
Richard Hamilton,26,76,76,2926,9.6,21.8,0.44,0.7,2.2,0.305,8.9,19.6,0.455,6.9,8.1,0.858,1.4,4.2,5.6,7.0,1.4,0.2,4.1,4.4,26.8,,106,105
Chauncey Billups,28,80,80,2866,7.8,17.5,0.442,3.2,7.4,0.426,4.6,10.1,0.45399999999999996,6.6,7.3,0.898,0.9,4.3,5.2,8.9,1.6,0.2,3.5,3.7,25.3,,121,105
Rasheed Wallace,30,79,79,2687,9.6,21.8,0.44,1.5,4.8,0.318,8.0,16.9,0.475,2.8,4.0,0.6970000000000001,3.6,9.6,13.2,2.9,1.3,2.4,2.6,4.8,23.5,,103,99
Ben Wallace,30,74,74,2671,6.1,13.4,0.45299999999999996,0.0,0.2,0.111,6.1,13.2,0.45799999999999996,2.7,6.3,0.428,6.0,12.6,18.6,2.5,2.2,3.6,1.7,3.3,14.9,,105,94
Antonio McDyess,30,77,8,1797,9.4,18.3,0.513,0.0,0.0,0.0,9.4,18.3,0.514,3.9,5.9,0.6559999999999999,5.4,9.3,14.8,2.2,1.4,1.6,2.8,6.3,22.7,,109,100
Lindsey Hunter,34,76,3,1144,5.2,14.5,0.358,1.1,4.0,0.27399999999999997,4.1,10.5,0.39,2.2,2.8,0.7929999999999999,1.8,4.1,5.9,6.3,3.3,0.6,3.3,6.0,13.7,,93,100
Carlos Arroyo,25,40,0,706,5.8,15.4,0.376,0.1,0.9,0.083,5.7,14.4,0.395,5.1,6.7,0.767,1.2,3.4,4.5,10.0,1.9,0.1,4.1,5.9,16.8,,98,104
Ronald Dupree,24,47,0,472,7.1,14.8,0.48,0.1,0.2,0.5,7.0,14.6,0.48,3.4,5.5,0.617,4.0,7.1,11.1,2.8,0.8,1.2,2.6,7.0,17.7,,105,103
Carlos Delfino,22,30,4,459,5.0,14.0,0.359,1.1,4.2,0.257,4.0,9.8,0.402,2.8,4.8,0.575,1.6,5.0,6.6,4.6,2.6,0.7,2.8,5.3,13.9,,91,101
Elden Campbell,36,30,1,340,6.3,18.8,0.336,0.0,0.3,0.0,6.3,18.5,0.342,6.5,8.3,0.784,4.0,9.2,13.3,2.6,1.3,1.0,4.5,7.6,19.1,,87,101
Darvin Ham,31,47,0,275,3.4,7.4,0.45899999999999996,0.0,0.0,,3.4,7.4,0.45899999999999996,2.4,6.2,0.387,3.8,3.2,7.0,1.0,1.2,1.4,1.6,7.8,9.2,,96,105
Darko Miličić,19,37,2,254,5.4,16.5,0.32899999999999996,0.0,0.0,,5.4,16.5,0.32899999999999996,3.7,5.2,0.708,0.7,8.7,9.3,1.5,0.4,3.7,3.5,6.7,14.5,,75,100
Smush Parker,23,11,1,110,5.5,14.0,0.39299999999999996,1.0,4.5,0.222,4.5,9.5,0.474,4.5,6.5,0.6920000000000001,1.0,3.5,4.5,5.5,1.5,0.0,5.0,6.5,16.5,,89,105
Horace Jenkins,30,15,0,104,7.9,23.8,0.33299999999999996,0.0,4.8,0.0,7.9,19.1,0.41700000000000004,6.4,6.9,0.9229999999999999,1.6,3.2,4.8,4.8,2.6,0.5,3.7,3.2,22.2,,89,103
Anthony Goldwire,33,9,0,55,4.0,15.0,0.267,3.0,9.0,0.33299999999999996,1.0,6.0,0.16699999999999998,7.0,8.0,0.875,1.0,7.0,8.0,0.0,0.0,0.0,1.0,5.0,18.0,,107,106
Derrick Coleman,37,5,0,50,3.3,15.4,0.214,0.0,2.2,0.0,3.3,13.2,0.25,3.3,3.3,1.0,3.3,13.2,16.5,0.0,0.0,0.0,2.2,6.6,9.9,,70,102
