NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
14,Muggsy Bogues,PG,5-3,136,1965-01-09,US,12,Wake Forest
7,Dee Brown,PG,6-1,160,1968-11-29,US,9,Jacksonville University
15,Vince Carter,SF,6-6,220,1977-01-26,US,1,UNC
13,Doug Christie,SG,6-6,200,1970-05-09,US,7,Pepperdine
30,Dell Curry,SG,6-4,190,1964-06-25,US,13,Virginia Tech
33,Antonio Davis,C,6-9,215,1968-10-31,US,6,Texas-El Paso
21,Antonio Lang,SF,6-8,205,1972-05-15,US,5,Duke
22,Sean Marks,PF,6-10,250,1975-08-23,NZ,1,California
1,Tracy McGrady,SF,6-8,210,1979-05-24,US,2,
34,Charles Oakley,PF,6-8,225,1963-12-18,US,14,Virginia Union University
25,Aleksandar Radojević,C,7-3,250,1976-08-08,ME,R,Barton County Community College
4,Michael Stewart,C,6-10,230,1975-04-25,FR,2,California
12,John Thomas,C,6-9,265,1975-09-08,US,2,Minnesota
20,Alvin Williams,PG,6-5,185,1974-08-06,US,2,Villanova
42,Kevin Willis,PF,7-0,220,1962-09-06,US,14,Michigan State
3,Haywoode Workman,PG,6-2,180,1966-01-23,US,7,"Winston-Salem State, Oral Roberts"
