NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Toby Bailey,SG,6-6,213,1975-11-19,US,1,UCLA
40,Corie Blount,PF,6-9,240,1969-01-04,US,6,Cincinnati
3,Rex Chapman,SG,6-4,185,1967-10-05,US,11,Kentucky
43,Ben Davis,PF,6-9,240,1972-12-26,US,3,"Kansas, Arizona"
11,Todd Day,SG,6-6,188,1970-01-07,US,6,Arkansas
24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,7,NC State
1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,6,Memphis
7,Kevin Johnson,PG,6-1,180,1966-03-04,US,11,California
32,Jason Kidd,PG,6-4,205,1973-03-23,US,5,California
2,Randy Livingston,PG,6-4,209,1975-04-02,US,3,LSU
13,Luc Longley,C,7-2,265,1969-01-19,AU,8,New Mexico
25,Don MacLean,PF,6-10,235,1970-01-16,US,7,UCLA
31,Shawn Marion,SF,6-7,220,1978-05-07,US,R,UNLV
8,Oliver Miller,C,6-9,280,1970-04-06,US,7,Arkansas
30,Clifford Robinson,SF,6-10,225,1966-12-16,US,10,UConn
54,Rodney Rogers,PF,6-7,235,1971-06-20,US,6,Wake Forest
41,Mark West,C,6-10,230,1960-11-05,US,16,Old Dominion
