Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,18.0,POR,NBA,PF,2.0,0.0,4.0,0.0,27.9,0.0,0.0,13.9,0.0,0.0,13.9,0.0,0.0,27.9,0.0,0.0,13.9,13.9,0.0,0.0,13.9,0.0,0.0,0.0,,0.0,98.0
1998,19.0,POR,NBA,PF,1.0,0.0,3.0,0.0,52.7,0.0,0.0,17.6,0.0,0.0,35.1,0.0,0.0,0.0,,17.6,0.0,17.6,0.0,0.0,35.1,0.0,17.6,0.0,,26.0,82.0
1999,20.0,POR,NBA,PF,9.0,0.0,55.0,4.1,10.3,0.4,0.0,0.0,,4.1,10.3,0.4,6.2,12.4,0.5,8.3,9.3,17.6,1.0,0.0,3.1,2.1,11.4,14.5,,104.0,102.0
2001,22.0,IND,NBA,C,4.0,4.0,157.0,6.0,13.7,0.436,0.0,0.4,0.0,6.0,13.4,0.447,1.8,3.5,0.5,4.2,13.4,17.6,2.5,0.0,3.5,2.5,4.6,13.7,,93.0,102.0
2002,23.0,IND,NBA,PF,5.0,5.0,192.0,9.4,21.0,0.447,0.0,0.3,0.0,9.4,20.7,0.453,5.0,6.6,0.75,1.7,8.8,10.5,1.4,1.1,2.2,3.9,6.6,23.7,,91.0,96.0
2003,24.0,IND,NBA,PF,6.0,6.0,272.0,8.5,18.3,0.467,0.0,0.6,0.0,8.5,17.7,0.483,10.1,12.9,0.785,4.8,16.1,20.9,0.8,0.6,3.6,3.6,4.4,27.2,,110.0,101.0
2004,25.0,IND,NBA,PF,16.0,16.0,604.0,10.6,25.0,0.423,0.0,0.4,0.0,10.6,24.6,0.429,7.1,10.1,0.7,2.7,10.8,13.4,1.7,0.7,3.3,2.7,4.9,28.2,,98.0,92.0
2005,26.0,IND,NBA,PF,13.0,13.0,476.0,9.1,25.0,0.365,0.0,0.4,0.0,9.1,24.6,0.37,6.4,8.5,0.75,2.5,9.8,12.3,3.4,0.8,4.0,4.3,5.7,24.6,,86.0,99.0
2006,27.0,IND,NBA,PF,6.0,6.0,216.0,11.3,21.6,0.524,0.0,0.5,0.0,11.3,21.1,0.537,9.8,13.6,0.717,2.3,9.2,11.6,2.6,0.8,3.6,6.7,7.2,32.4,,100.0,105.0
2009,30.0,MIA,NBA,C,6.0,5.0,162.0,10.0,18.3,0.549,0.0,0.0,,10.0,18.3,0.549,8.6,11.5,0.75,2.5,7.2,9.7,3.2,1.1,3.2,3.6,6.5,28.7,,117.0,104.0
2010,31.0,MIA,NBA,C,5.0,5.0,117.0,4.1,19.8,0.205,0.0,0.0,,4.1,19.8,0.205,1.4,3.2,0.429,4.5,8.1,12.6,2.3,1.8,4.5,3.2,5.9,9.5,,57.0,100.0
2011,32.0,BOS,NBA,C,9.0,9.0,197.0,5.7,11.8,0.488,0.0,0.0,,5.7,11.8,0.488,2.7,3.0,0.909,4.1,6.3,10.4,2.2,0.5,4.4,2.2,9.3,14.2,,110.0,103.0
2014,35.0,GSW,NBA,PF,7.0,3.0,84.0,10.6,18.9,0.563,0.0,0.0,,10.6,18.9,0.563,3.5,4.7,0.75,7.1,7.1,14.2,0.6,0.6,1.8,2.4,7.1,24.8,,119.0,115.0
