Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,19.0,CHI,NBA,C,72.0,31.0,1150.0,5.9,11.8,0.501,0.0,0.0,,5.9,11.8,0.501,3.3,5.0,0.656,3.5,5.0,8.5,0.8,0.5,1.7,2.2,5.4,15.1
2003,20.0,CHI,NBA,C,81.0,48.0,1571.0,7.7,13.1,0.585,0.0,0.0,,7.7,13.1,0.585,4.1,6.6,0.624,2.7,5.4,8.1,0.8,0.4,1.4,3.1,5.2,19.5
2004,21.0,CHI,NBA,PF,73.0,63.0,2154.0,7.0,14.0,0.496,0.0,0.0,1.0,7.0,14.0,0.496,3.9,5.8,0.671,2.4,5.1,7.5,1.1,0.4,1.4,3.0,4.3,17.9
2005,22.0,CHI,NBA,C,63.0,60.0,1808.0,7.8,14.5,0.538,0.0,0.0,,7.8,14.5,0.538,4.5,6.3,0.72,2.3,4.4,6.7,0.7,0.4,1.2,3.2,4.0,20.2
2006,23.0,NYK,NBA,C,72.0,69.0,1865.0,6.5,11.5,0.563,0.0,0.0,,6.5,11.5,0.563,5.9,9.4,0.632,2.8,5.5,8.3,0.4,0.5,1.1,3.5,4.6,18.9
2007,24.0,NYK,NBA,C,81.0,81.0,2849.0,7.4,12.8,0.576,0.0,0.0,1.0,7.4,12.8,0.575,5.1,8.3,0.615,2.5,4.8,7.2,0.9,0.4,0.5,3.7,3.3,19.9
2008,25.0,NYK,NBA,C,59.0,58.0,1530.0,7.0,12.8,0.546,0.0,0.0,,7.0,12.8,0.546,4.4,7.1,0.623,2.6,3.9,6.5,0.8,0.3,0.7,3.0,3.7,18.4
2009,26.0,NYK,NBA,C,3.0,0.0,12.0,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,3.0,9.0,0.333,0.0,12.0,12.0,0.0,0.0,0.0,6.0,15.0,15.0
2010,27.0,NYK,NBA,C,7.0,0.0,62.0,4.6,12.2,0.381,0.0,0.0,,4.6,12.2,0.381,5.8,9.9,0.588,2.3,5.2,7.5,0.0,0.0,0.6,7.5,7.5,15.1
2012,29.0,MIA,NBA,C,14.0,1.0,83.0,5.2,11.3,0.462,0.0,0.0,,5.2,11.3,0.462,2.6,3.5,0.75,1.7,3.5,5.2,0.4,0.0,0.9,4.3,7.4,13.0
2013,30.0,DAL,NBA,C,2.0,0.0,25.0,5.8,11.5,0.5,0.0,0.0,,5.8,11.5,0.5,1.4,5.8,0.25,2.9,2.9,5.8,0.0,0.0,0.0,4.3,10.1,13.0
