PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Isaiah Thomas,26,82,79,2644,10.9,25.5,0.428,3.1,8.6,0.359,7.8,16.9,0.462,8.7,10.0,0.871,0.8,3.6,4.5,9.4,1.7,0.2,4.1,3.1,33.6,,113,107
Avery Bradley,25,76,72,2536,8.8,19.6,0.447,2.8,7.8,0.361,5.9,11.8,0.505,1.8,2.4,0.78,0.9,3.3,4.2,3.0,2.2,0.4,2.1,3.2,22.2,,105,106
Jae Crowder,25,73,73,2308,7.6,17.2,0.44299999999999995,2.6,7.7,0.336,5.0,9.5,0.529,4.1,5.0,0.82,1.5,6.4,7.9,2.9,2.7,0.7,1.8,4.2,21.9,,113,102
Evan Turner,27,81,12,2271,7.4,16.2,0.456,0.4,1.8,0.24100000000000002,6.9,14.4,0.48200000000000004,3.2,3.8,0.8270000000000001,1.1,7.4,8.5,7.7,1.7,0.6,3.6,3.0,18.3,,102,104
Jared Sullinger,23,81,73,1915,8.9,20.5,0.435,0.7,2.6,0.282,8.2,17.9,0.45799999999999996,2.6,4.1,0.64,4.9,12.2,17.1,4.8,1.9,1.2,2.6,5.3,21.2,,103,100
Amir Johnson,28,79,76,1800,6.7,11.5,0.585,0.3,1.2,0.233,6.5,10.4,0.624,1.9,3.3,0.57,4.8,8.9,13.7,3.7,1.4,2.2,2.5,5.8,15.6,,117,102
Marcus Smart,21,61,10,1667,5.4,15.5,0.348,1.8,7.0,0.253,3.6,8.4,0.42700000000000005,3.8,4.9,0.777,2.2,5.2,7.5,5.4,2.7,0.5,2.3,5.4,16.3,,101,103
Kelly Olynyk,24,69,8,1395,8.8,19.4,0.455,3.0,7.3,0.405,5.9,12.1,0.486,3.4,4.5,0.75,2.5,7.3,9.8,3.7,1.8,1.2,2.6,5.7,24.0,,110,103
Jonas Jerebko,28,78,0,1176,4.9,11.9,0.413,1.8,4.5,0.39799999999999996,3.1,7.4,0.42100000000000004,2.5,3.2,0.782,3.2,8.7,11.9,2.6,0.8,1.0,2.2,5.7,14.1,,107,104
Tyler Zeller,26,60,3,710,9.5,19.9,0.47600000000000003,0.0,0.0,,9.5,19.9,0.47600000000000003,6.0,7.4,0.815,4.3,8.0,12.2,2.0,0.7,1.5,3.2,6.7,25.0,,106,105
David Lee,32,30,4,470,9.0,19.9,0.45299999999999996,0.0,0.1,0.0,9.0,19.8,0.455,4.1,5.3,0.784,4.3,9.2,13.5,5.6,1.2,1.3,3.9,5.3,22.2,,101,103
R.J. Hunter,22,36,0,315,5.6,15.2,0.36700000000000005,2.9,9.7,0.302,2.6,5.4,0.486,0.9,1.1,0.857,0.3,5.4,5.7,2.0,2.2,0.6,1.7,4.5,15.0,,94,104
Terry Rozier,21,39,0,311,4.5,16.6,0.27399999999999997,0.9,4.2,0.222,3.6,12.4,0.29100000000000004,1.3,1.6,0.8,3.8,6.1,9.9,5.8,0.9,0.2,3.0,3.6,11.3,,81,107
James Young,20,29,0,199,2.7,8.8,0.306,1.5,6.4,0.231,1.2,2.4,0.5,0.2,1.0,0.25,1.0,5.4,6.4,2.2,1.5,0.2,1.2,4.2,7.1,,84,106
Jordan Mickey,21,16,0,57,6.8,18.8,0.364,0.0,0.0,,6.8,18.8,0.364,4.3,8.6,0.5,5.1,6.0,11.1,0.9,0.0,9.4,0.9,4.3,18.0,,94,99
Coty Clarke,23,3,0,6,16.2,32.5,0.5,16.2,16.2,1.0,0.0,16.2,0.0,0.0,0.0,,0.0,8.1,8.1,0.0,0.0,0.0,8.1,0.0,48.7,,96,108
