Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,25.0,SEA,NBA,SG,4.0,0.0,62.0,4.0,19.0,0.211,0.0,2.0,0.0,4.0,17.0,0.235,0.211,4.0,7.0,0.571,2.0,4.0,6.0,5.0,0.0,2.0,2.0,8.0,12.0
2006,26.0,CLE,NBA,SG,13.0,5.0,399.0,37.0,112.0,0.33,5.0,24.0,0.208,32.0,88.0,0.364,0.353,26.0,32.0,0.813,11.0,31.0,42.0,21.0,9.0,2.0,9.0,27.0,105.0
2007,27.0,DET,NBA,SG,12.0,0.0,136.0,11.0,31.0,0.355,0.0,2.0,0.0,11.0,29.0,0.379,0.355,8.0,11.0,0.727,2.0,7.0,9.0,14.0,4.0,1.0,8.0,12.0,30.0
2009,29.0,ATL,NBA,SG,11.0,0.0,341.0,42.0,123.0,0.341,14.0,50.0,0.28,28.0,73.0,0.384,0.398,32.0,37.0,0.865,6.0,24.0,30.0,28.0,12.0,3.0,14.0,17.0,130.0
2010,30.0,CHI,NBA,SG,5.0,0.0,97.0,15.0,37.0,0.405,4.0,12.0,0.333,11.0,25.0,0.44,0.459,8.0,8.0,1.0,4.0,9.0,13.0,10.0,2.0,0.0,1.0,3.0,42.0
