Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,23.0,PHO,NBA,PF,20.0,20.0,796.0,9.9,18.9,0.526,0.2,0.5,0.429,9.7,18.4,0.528,4.4,5.7,0.761,2.5,6.1,8.7,6.8,1.2,1.4,3.6,4.2,24.4,,112.0,112.0
2007,24.0,PHO,NBA,PF,10.0,0.0,235.0,6.1,12.8,0.475,0.0,1.3,0.0,6.1,11.5,0.528,2.2,3.3,0.667,2.8,4.1,6.9,6.5,1.5,0.4,3.7,3.9,14.3,,100.0,108.0
2008,25.0,PHO,NBA,PF,5.0,2.0,178.0,10.2,18.6,0.547,0.0,2.0,0.0,10.2,16.6,0.614,0.9,1.7,0.5,2.0,6.1,8.2,6.7,0.9,1.2,3.2,6.4,21.3,,107.0,107.0
2010,27.0,CHA,NBA,PF,4.0,4.0,152.0,5.2,10.4,0.5,0.4,3.3,0.111,4.8,7.0,0.684,0.4,0.7,0.5,2.6,4.8,7.4,5.9,0.4,1.1,4.4,4.1,11.1,,90.0,115.0
2012,29.0,SAS,NBA,PF,14.0,14.0,346.0,5.4,10.5,0.514,1.4,2.7,0.5,4.1,7.8,0.519,0.9,1.2,0.75,4.2,6.8,11.0,5.3,1.7,0.6,2.3,4.4,13.1,,121.0,104.0
2013,30.0,SAS,NBA,PF,16.0,1.0,273.0,4.7,10.6,0.444,1.0,2.6,0.385,3.7,8.0,0.463,2.4,2.7,0.857,1.6,6.3,7.8,5.5,0.8,0.6,2.6,5.5,12.8,,107.0,104.0
2014,31.0,SAS,NBA,PF,23.0,3.0,604.0,6.9,13.7,0.5,1.5,3.9,0.4,5.3,9.9,0.539,2.8,4.1,0.688,2.1,7.4,9.5,6.7,1.2,0.3,2.5,3.8,18.1,,118.0,106.0
2015,32.0,SAS,NBA,PF,7.0,0.0,198.0,8.7,18.2,0.479,1.0,4.6,0.222,7.7,13.6,0.566,2.3,3.3,0.692,3.3,7.7,11.0,6.4,1.3,0.8,2.3,6.2,20.8,,112.0,107.0
2016,33.0,SAS,NBA,PF,9.0,0.0,159.0,6.9,15.1,0.457,0.7,2.0,0.333,6.2,13.1,0.475,1.0,1.3,0.75,0.7,5.6,6.2,6.9,0.7,1.3,2.0,3.0,15.4,,104.0,106.0
2017,34.0,UTA,NBA,PF,11.0,9.0,203.0,6.2,12.3,0.5,1.5,3.6,0.429,4.6,8.7,0.529,2.3,2.6,0.9,0.8,4.6,5.4,5.6,1.8,1.0,3.6,3.1,16.2,,105.0,112.0
