Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,17,MIL,Milwaukee Bucks,82,241.5,39.2,85.0,0.46,1.0,3.8,0.26,38.2,81.3,0.47,24.6,32.9,0.75,15.1,28.0,43.0,23.2,7.8,4.7,19.0,25.7,104.0
1985,30,WAB,Washington Bullets,82,242.1,42.6,87.5,0.49,0.8,2.8,0.28,41.8,84.7,0.49,19.8,26.5,0.75,13.6,32.6,46.2,24.2,7.7,4.8,17.9,22.4,105.8
1985,21,SEA,Seattle Supersonics,82,240.3,42.9,87.1,0.49,1.0,3.1,0.31,42.0,84.0,0.5,20.8,27.0,0.77,13.6,29.0,42.6,27.1,8.9,5.6,16.9,24.6,107.6
1985,1,ATL,Atlanta Hawks,82,242.1,42.7,88.6,0.48,0.6,2.6,0.22,42.2,86.0,0.49,22.0,29.1,0.76,16.2,29.4,45.6,25.5,8.2,4.5,18.1,24.0,108.1
1985,2,BOS,Boston Celtics,82,240.3,44.4,93.2,0.48,0.9,3.3,0.26,43.5,89.9,0.48,18.4,23.4,0.79,13.5,27.9,41.4,24.9,7.8,3.8,14.9,24.0,108.1
1985,23,PHI,Philadelphia 76Ers,82,241.5,42.6,87.3,0.49,1.0,3.8,0.26,41.6,83.5,0.5,22.6,29.2,0.78,14.4,26.5,40.9,26.1,9.2,4.8,18.7,26.9,108.8
1985,7,DAL,Dallas Mavericks,82,242.1,44.2,87.8,0.5,1.2,3.9,0.31,43.0,83.9,0.51,19.4,25.4,0.76,13.0,30.1,43.1,25.8,7.0,5.2,16.3,25.2,109.0
1985,29,UTA,Utah Jazz,82,240.9,43.1,92.7,0.46,0.9,3.4,0.26,42.2,89.3,0.47,22.1,29.0,0.76,16.6,32.3,48.8,25.2,9.8,5.4,19.6,25.3,109.1
1985,3,NJN,New Jersey Nets,82,240.9,42.9,85.9,0.5,1.0,3.2,0.3,41.9,82.7,0.51,22.5,29.9,0.75,13.2,29.3,42.5,24.1,8.3,4.3,18.2,23.6,109.2
1985,11,HOU,Houston Rockets,82,241.8,42.7,88.7,0.48,1.1,3.1,0.35,41.6,85.6,0.49,23.0,29.6,0.78,14.1,27.1,41.2,25.8,9.4,5.1,18.2,23.2,109.5
1985,5,CHI,Chicago Bulls,82,241.5,42.9,87.9,0.49,1.1,3.6,0.31,41.8,84.4,0.5,22.6,29.2,0.77,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6
1985,20,NYK,New York Knicks,82,241.8,40.6,82.1,0.5,0.8,2.8,0.29,39.8,79.3,0.5,27.8,36.7,0.76,14.9,29.3,44.1,26.1,8.1,5.4,19.4,24.9,109.8
1985,24,PHO,Phoenix Suns,82,241.5,44.0,89.1,0.49,0.8,2.7,0.29,43.2,86.4,0.5,21.4,28.0,0.76,13.7,29.5,43.2,26.6,9.4,5.0,17.9,24.6,110.1
1985,14,LAL,Los Angeles Lakers,82,240.9,44.7,93.2,0.48,1.0,3.6,0.28,43.7,89.5,0.49,20.5,27.4,0.75,15.2,25.3,40.6,28.2,9.2,4.5,16.6,23.2,110.9
1985,6,CLE,Cleveland Cavaliers,82,241.2,43.3,90.4,0.48,0.9,3.1,0.28,42.4,87.3,0.48,24.0,31.1,0.77,14.8,29.9,44.6,27.0,7.5,5.2,16.5,25.6,111.3
1985,13,LAC,Los Angeles Clippers,82,240.6,45.6,93.0,0.49,0.9,3.2,0.28,44.7,89.8,0.5,19.6,25.8,0.76,15.2,27.8,43.0,27.6,9.4,5.1,15.1,23.0,111.6
1985,25,POR,Portland Trail Blazers,82,242.4,45.1,91.4,0.49,0.7,2.8,0.25,44.4,88.6,0.5,21.2,27.7,0.77,15.5,28.5,44.0,27.3,8.9,5.6,19.6,26.3,112.1
1985,9,DET,Detroit Pistons,82,241.8,45.1,90.9,0.5,1.0,3.0,0.31,44.2,87.9,0.5,22.3,29.3,0.76,13.5,31.3,44.8,25.7,7.8,6.2,18.1,24.6,113.5
1985,27,SAS,San Antonio Spurs,82,241.2,44.4,89.6,0.5,0.9,3.0,0.3,43.6,86.7,0.5,24.1,31.1,0.78,13.9,27.6,41.5,27.8,9.1,5.8,18.2,26.3,113.9
1985,12,IND,Indiana Pacers,82,241.2,44.2,89.4,0.5,0.8,2.4,0.32,43.5,87.0,0.5,25.2,33.0,0.76,13.4,31.5,44.9,27.3,9.5,6.4,17.4,25.3,114.5
1985,26,KCK,Kansas City Kings,82,240.9,46.4,91.0,0.51,0.8,3.2,0.25,45.6,87.8,0.52,23.9,31.0,0.77,14.2,27.6,41.9,28.6,9.3,6.2,17.4,26.9,117.5
1985,8,DEN,Denver Nuggets,82,241.8,46.0,90.0,0.51,0.8,3.1,0.25,45.3,86.9,0.52,24.7,32.3,0.76,14.4,32.0,46.5,26.3,8.2,7.2,21.3,26.6,117.6
1985,10,GSW,Golden State Warriors,82,242.1,46.8,87.4,0.54,0.7,2.7,0.26,46.1,84.7,0.55,23.4,30.9,0.76,13.4,30.7,44.2,28.5,7.9,5.7,19.3,26.6,117.7
