Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,22.0,NJN,NBA,SG,28.0,160.0,10.8,0.428,0.043,0.304,10.0,5.7,8.0,12.6,3.9,0.4,18.7,24.2,,-0.3,0.2,-0.1,-0.031,,-3.8,0.5,-3.3,0.0
1992,24.0,GSW,NBA,SG,5.0,54.0,12.2,0.507,0.0,0.261,10.3,9.9,10.1,7.5,1.7,0.0,13.5,22.0,,0.0,0.0,0.1,0.046,,-2.2,-1.6,-3.8,0.0
1993,25.0,LAC,NBA,SG,34.0,350.0,11.3,0.468,0.039,0.211,5.9,6.4,6.2,13.5,2.6,0.9,10.8,18.4,,0.1,0.3,0.4,0.061,,-2.5,0.7,-1.8,0.0
1994,26.0,POR,NBA,SG,29.0,187.0,9.5,0.429,0.069,0.161,3.4,6.7,4.9,21.5,1.0,0.7,13.1,23.4,,-0.1,0.1,0.0,0.0,,-3.2,-1.2,-4.4,-0.1
1995,27.0,PHI,NBA,SG,21.0,257.0,8.7,0.446,0.221,0.353,8.1,11.0,9.5,11.4,1.8,1.4,17.8,16.6,,-0.2,0.2,0.0,0.006,,-3.2,-0.1,-3.3,-0.1
1996,28.0,HOU,NBA,SG,4.0,33.0,1.5,0.323,0.625,1.25,0.0,10.1,5.1,0.0,1.6,0.0,0.0,16.9,,-0.1,0.0,0.0,-0.049,,-10.2,-2.0,-12.2,-0.1
1997,29.0,WSB,NBA,SG,75.0,1133.0,10.1,0.52,0.48,0.21,3.2,10.3,6.8,8.3,2.1,1.1,14.3,16.6,,0.3,1.3,1.6,0.067,,-2.1,0.7,-1.4,0.1
1998,30.0,SAS,NBA,SG,82.0,2226.0,9.7,0.511,0.454,0.18,3.0,7.6,5.4,11.4,1.5,0.3,12.8,17.1,,1.3,2.8,4.1,0.088,,-2.0,0.5,-1.5,0.3
1999,31.0,SAS,NBA,SG,47.0,861.0,12.5,0.5,0.518,0.137,2.9,9.6,6.5,9.6,2.6,0.7,10.9,18.3,,0.6,1.5,2.1,0.119,,-0.6,1.7,1.0,0.7
2001,33.0,SAS,NBA,SG,16.0,114.0,10.4,0.477,0.45,0.05,1.0,10.4,6.0,10.5,2.4,0.0,6.8,18.1,,0.0,0.2,0.2,0.087,,-2.8,1.1,-1.7,0.0
2002,34.0,ORL,NBA,SG,9.0,144.0,7.2,0.503,0.541,0.108,0.8,12.5,6.6,8.2,1.8,0.0,17.1,14.5,,-0.1,0.1,0.0,0.015,,-3.7,0.0,-3.7,-0.1
