Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994.0,3.0,1038,NJN,New Jersey Nets,Armen Gilliam,29.0,4.0,0.0,28.0,3.8,8.5,0.44,0.0,0.3,0.0,3.8,8.3,0.46,0.44,3.0,4.0,0.75,0.3,6.0,6.3,0.3,0.5,1.8,0.8,1.8,10.5
1994.0,3.0,217,NJN,New Jersey Nets,Benoit Benjamin,29.0,4.0,4.0,27.0,1.8,4.3,0.41,0.0,0.0,,1.8,4.3,0.41,0.41,1.8,2.0,0.88,1.3,4.0,5.3,0.3,0.5,2.0,1.3,4.0,5.3
1994.0,3.0,2048,NJN,New Jersey Nets,Chris Morris,28.0,4.0,3.0,24.5,3.0,10.8,0.28,0.8,5.0,0.15,2.3,5.8,0.39,0.31,2.5,2.5,1.0,2.8,2.8,5.5,1.8,1.3,1.3,1.5,3.5,9.3
,,1422,,,Dave Jamerson,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,3.0,3070,NJN,New Jersey Nets,David Wesley,23.0,3.0,0.0,6.0,1.0,2.3,0.43,0.3,1.3,0.25,0.7,1.0,0.67,0.5,0.7,0.7,1.0,0.0,0.0,0.0,1.0,0.7,0.0,1.3,0.0,3.0
1994.0,3.0,563,NJN,New Jersey Nets,Derrick Coleman,26.0,4.0,4.0,43.3,6.8,17.0,0.4,1.3,2.3,0.56,5.5,14.8,0.37,0.43,9.8,12.5,0.78,4.8,9.5,14.3,2.5,0.5,1.3,4.5,3.0,24.5
,,2572,,,Dwayne Schintzius,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,3.0,3147,NJN,New Jersey Nets,Jayson Williams,25.0,2.0,0.0,8.5,0.0,1.5,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,0.5,1.0,0.5,1.5,0.0,1.5,0.0,0.0,0.0,1.0,2.5,0.5
1994.0,3.0,2136,NJN,New Jersey Nets,Johnny Newman,30.0,4.0,0.0,13.5,0.8,3.3,0.23,0.3,1.0,0.25,0.5,2.3,0.22,0.27,1.3,1.8,0.71,0.5,0.8,1.3,0.5,0.5,0.5,0.8,2.8,3.0
1994.0,3.0,77,NJN,New Jersey Nets,Kenny Anderson,23.0,4.0,4.0,45.3,4.8,13.5,0.35,0.8,2.5,0.3,4.0,11.0,0.36,0.38,5.5,8.3,0.67,0.5,2.5,3.0,6.8,2.3,0.0,2.3,2.8,15.8
1994.0,3.0,835,NJN,New Jersey Nets,Kevin Edwards,28.0,4.0,4.0,37.0,4.5,12.5,0.36,0.0,0.5,0.0,4.5,12.0,0.38,0.36,3.3,3.5,0.93,2.0,2.0,4.0,2.3,1.3,0.3,2.3,2.3,12.3
1994.0,3.0,393,NJN,New Jersey Nets,P.J. Brown,24.0,4.0,1.0,14.0,0.5,2.3,0.22,0.0,0.0,,0.5,2.3,0.22,0.22,2.0,2.0,1.0,1.0,1.0,2.0,0.8,0.0,0.5,0.8,3.3,3.0
1994.0,3.0,3015,NJN,New Jersey Nets,Rex Walters,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1994.0,3.0,1816,NJN,New Jersey Nets,Rick Mahorn,35.0,3.0,0.0,6.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.3,0.3,2.3,0.0
,,82,,,Ron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2486,,,Rumeal Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
