Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,23.0,CHI,NBA,C,3.0,0.0,22.0,9.8,14.7,0.667,0.0,1.6,0.0,9.8,13.1,0.75,3.3,4.9,0.667,4.9,4.9,9.8,3.3,0.0,0.0,0.0,6.5,22.9
1990,24.0,CHI,NBA,C,13.0,0.0,78.0,6.0,12.9,0.464,0.5,0.9,0.5,5.5,12.0,0.462,6.0,8.3,0.722,3.2,5.5,8.8,0.9,0.0,2.3,1.8,6.0,18.5
1991,25.0,CHI,NBA,C,17.0,0.0,198.0,5.3,9.6,0.547,0.0,0.0,,5.3,9.6,0.547,2.2,4.0,0.545,5.8,6.0,11.8,0.7,0.4,1.5,2.5,7.5,12.7
1992,26.0,CHI,NBA,C,18.0,0.0,157.0,4.1,8.5,0.486,0.0,0.2,0.0,4.1,8.3,0.5,2.1,4.6,0.45,4.1,5.0,9.2,2.1,0.7,2.3,2.8,7.8,10.3
1993,27.0,CHI,NBA,C,13.0,0.0,101.0,3.6,7.1,0.5,0.0,0.0,,3.6,7.1,0.5,1.8,3.6,0.5,5.3,5.3,10.7,1.8,0.4,0.7,2.9,6.4,8.9
1995,29.0,CHI,NBA,C,10.0,2.0,176.0,3.9,7.6,0.514,0.0,0.0,,3.9,7.6,0.514,2.5,4.3,0.571,3.7,6.1,9.8,1.2,0.2,0.6,2.0,5.5,10.2
1996,30.0,SAS,NBA,C,10.0,2.0,242.0,4.3,6.2,0.69,0.0,0.0,,4.3,6.2,0.69,2.4,3.0,0.8,3.9,7.9,11.8,0.7,0.3,0.6,1.6,3.6,11.0
1998,32.0,SAS,NBA,C,9.0,7.0,191.0,1.7,5.1,0.333,0.0,0.0,,1.7,5.1,0.333,3.4,4.0,0.857,4.5,6.8,11.3,0.2,1.1,1.7,2.1,4.9,6.8
1999,33.0,SAS,NBA,C,12.0,0.0,86.0,2.5,4.6,0.545,0.0,0.0,,2.5,4.6,0.545,0.4,0.8,0.5,3.8,8.0,11.7,0.0,0.0,0.4,1.3,8.0,5.4
2001,35.0,POR,NBA,C,3.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,14.4,0.0,7.2,7.2,14.4,0.0,0.0,0.0,0.0,0.0,0.0
