PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jrue Holiday,28.0,67,67.0,2402,547,1159,0.47200000000000003,118,363,0.325,429,796,0.539,0.523,208,271,0.768,75,259,334,518,109,54,210,148,1420
Julius Randle,24.0,73,49.0,2232,571,1089,0.524,67,195,0.344,504,894,0.564,0.555,356,487,0.731,162,472,634,229,52,45,208,246,1565
Anthony Davis,25.0,56,56.0,1850,530,1026,0.517,48,145,0.331,482,881,0.547,0.54,344,433,0.794,174,498,672,218,88,135,112,132,1452
Darius Miller,28.0,69,15.0,1757,189,484,0.39,133,364,0.365,56,120,0.467,0.528,56,71,0.789,14,114,128,146,40,23,59,165,567
E'Twaun Moore,29.0,53,36.0,1463,256,532,0.48100000000000004,76,176,0.43200000000000005,180,356,0.506,0.5529999999999999,45,59,0.763,35,92,127,102,40,8,59,112,633
Elfrid Payton,24.0,42,42.0,1250,179,412,0.434,33,105,0.314,146,307,0.47600000000000003,0.475,55,74,0.743,49,171,220,320,44,17,112,81,446
Frank Jackson,20.0,61,16.0,1169,194,447,0.434,53,169,0.314,141,278,0.507,0.493,54,73,0.74,25,109,134,69,25,2,48,92,495
Kenrich Williams,24.0,46,29.0,1079,107,279,0.384,52,156,0.33299999999999996,55,123,0.447,0.47700000000000004,13,19,0.684,55,164,219,83,45,19,36,95,279
Ian Clark,27.0,60,6.0,973,151,383,0.39399999999999996,66,202,0.327,85,181,0.47,0.48,33,37,0.892,13,76,89,94,22,8,58,95,401
Jahlil Okafor,23.0,59,24.0,935,212,362,0.586,1,5,0.2,211,357,0.591,0.5870000000000001,59,89,0.6629999999999999,82,196,278,40,15,40,52,96,484
Nikola Mirotić,27.0,32,22.0,925,182,407,0.447,85,231,0.368,97,176,0.551,0.552,85,101,0.8420000000000001,46,218,264,35,21,25,37,86,534
Tim Frazier,28.0,47,17.0,909,88,195,0.451,27,77,0.35100000000000003,61,118,0.517,0.521,32,41,0.78,32,105,137,206,25,4,60,93,235
Cheick Diallo,22.0,64,1.0,896,168,271,0.62,1,4,0.25,167,267,0.625,0.622,50,67,0.746,75,257,332,33,29,33,49,113,387
Solomon Hill,27.0,44,15.0,878,68,178,0.382,32,101,0.317,36,77,0.46799999999999997,0.47200000000000003,23,32,0.7190000000000001,34,99,133,55,23,10,31,80,191
Wesley Johnson,31.0,26,13.0,377,35,88,0.39799999999999996,19,50,0.38,16,38,0.42100000000000004,0.506,6,9,0.667,10,44,54,16,12,7,12,45,95
Stanley Johnson,22.0,18,0.0,247,38,91,0.418,11,34,0.324,27,57,0.474,0.478,9,13,0.6920000000000001,9,33,42,28,12,1,26,22,96
Christian Wood,23.0,8,2.0,189,49,92,0.5329999999999999,6,21,0.28600000000000003,43,71,0.606,0.565,31,41,0.7559999999999999,13,50,63,6,7,10,14,14,135
Dairis Bertāns,29.0,12,0.0,167,12,47,0.255,10,34,0.294,2,13,0.154,0.36200000000000004,0,0,,2,7,9,10,1,0,2,7,34
Andrew Harrison,24.0,6,0.0,38,3,12,0.25,2,10,0.2,1,2,0.5,0.33299999999999996,1,2,0.5,2,3,5,7,0,0,2,7,9
Jason Smith,32.0,2,0.0,20,2,9,0.222,2,7,0.28600000000000003,0,2,0.0,0.33299999999999996,2,2,1.0,2,2,4,1,0,0,1,3,8
Team Totals,,82,,19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,0.529,1462,1921,0.7609999999999999,909,2969,3878,2216,610,441,1215,1732,9466
