PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Josh Richardson,25.0,73,73.0,2539,423,1026,0.41200000000000003,164,460,0.35700000000000004,259,566,0.45799999999999996,0.49200000000000005,199,231,0.861,54,209,263,298,79,34,113,200,1209
Justise Winslow,22.0,66,52.0,1959,324,749,0.433,96,256,0.375,228,493,0.462,0.49700000000000005,86,137,0.628,63,292,355,282,72,19,142,177,830
Bam Adebayo,21.0,82,28.0,1913,280,486,0.5760000000000001,3,15,0.2,277,471,0.588,0.579,166,226,0.735,165,432,597,184,71,65,121,203,729
Dwyane Wade,37.0,72,2.0,1885,416,960,0.433,86,261,0.33,330,699,0.47200000000000003,0.478,165,233,0.708,69,216,285,301,59,38,166,118,1083
Kelly Olynyk,27.0,79,36.0,1812,261,564,0.46299999999999997,113,319,0.354,148,245,0.604,0.563,152,185,0.8220000000000001,72,303,375,140,53,37,114,183,787
Hassan Whiteside,29.0,72,53.0,1674,388,680,0.5710000000000001,2,16,0.125,386,664,0.581,0.5720000000000001,109,243,0.449,257,560,817,56,46,136,97,192,887
Rodney McGruder,27.0,66,45.0,1550,186,461,0.40299999999999997,79,225,0.35100000000000003,107,236,0.45299999999999996,0.489,52,72,0.722,60,178,238,112,36,12,64,115,503
James Johnson,31.0,55,33.0,1164,164,379,0.433,50,149,0.336,114,230,0.496,0.499,50,70,0.7140000000000001,22,154,176,135,35,27,74,114,428
Derrick Jones,21.0,60,14.0,1153,160,324,0.494,28,91,0.308,132,233,0.5670000000000001,0.537,74,122,0.607,96,144,240,37,46,42,43,123,422
Dion Waiters,27.0,44,28.0,1138,198,478,0.414,109,289,0.377,89,189,0.47100000000000003,0.528,22,44,0.5,7,109,116,121,29,9,64,72,527
Tyler Johnson,26.0,44,10.0,1123,171,401,0.426,72,204,0.353,99,197,0.503,0.516,61,88,0.693,19,102,121,112,40,21,63,72,475
Goran Dragić,32.0,36,22.0,991,179,433,0.413,57,164,0.348,122,269,0.45399999999999996,0.479,79,101,0.782,20,91,111,174,30,5,71,81,494
Wayne Ellington,31.0,25,12.0,533,69,184,0.375,57,155,0.368,12,29,0.414,0.53,14,16,0.875,6,41,47,29,24,3,14,40,209
Duncan Robinson,24.0,15,1.0,161,18,46,0.391,10,35,0.28600000000000003,8,11,0.727,0.5,4,6,0.667,2,17,19,5,5,0,4,11,50
Udonis Haslem,38.0,10,1.0,74,11,33,0.33299999999999996,0,12,0.0,11,21,0.524,0.33299999999999996,3,4,0.75,3,24,27,2,0,0,3,9,25
Ryan Anderson,30.0,10,0.0,44,2,9,0.222,2,6,0.33299999999999996,0,3,0.0,0.33299999999999996,1,2,0.5,4,5,9,2,1,0,2,2,7
Yante Maten,22.0,2,0.0,13,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0.25,0,0,,1,2,3,0,1,0,0,0,2
Emanuel Terry,22.0,1,0.0,3,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,1,0,1,1,0,0,0,0,1
Team Totals,,82,,19730,3251,7218,0.45,928,2658,0.349,2323,4560,0.509,0.515,1238,1782,0.695,921,2879,3800,1991,627,448,1208,1712,8668
