Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",20.0,NBA,PF,60.0,1424.0,13.3,0.47,0.0,0.43,14.4,16.8,15.5,3.3,1.0,3.3,13.3,19.2,0.3,0.9,1.1,0.04,-2.4,-2.3,-4.7,-1.0
2013,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",21.0,NBA,PF,82.0,2564.0,16.1,0.52,0.0,0.36,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2.0,5.2,0.1,-0.2,-1.6,-1.8,0.1
2014,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",22.0,NBA,PF,82.0,2594.0,14.9,0.53,0.0,0.44,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,3.4,2.3,5.7,0.11,-0.6,-1.5,-2.1,-0.1
2015,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",23.0,NBA,PF,82.0,2194.0,15.6,0.58,0.0,0.51,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14.0,4.7,2.1,6.8,0.15,0.1,-1.4,-1.2,0.4
2016,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",24.0,NBA,PF,82.0,2269.0,15.9,0.61,0.0,0.58,13.5,23.3,18.4,4.0,0.9,1.8,10.4,11.7,5.6,3.1,8.7,0.18,0.5,-0.3,0.2,1.2
2017,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",25.0,NBA,C,78.0,2336.0,15.3,0.59,0.01,0.49,13.9,19.6,16.9,4.6,0.8,2.9,10.8,11.3,5.0,2.3,7.3,0.15,0.0,-0.7,-0.7,0.7
2018,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",26.0,NBA,C,53.0,1072.0,13.6,0.57,0.0,0.34,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,1.8,0.7,2.5,0.11,-1.0,-1.9,-2.9,-0.2
2019,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",27.0,NBA,C,43.0,1198.0,18.4,0.55,0.0,0.28,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.1,1.4,-1.9,-0.5,0.4
2020,6,2879,CLE,Cleveland Cavaliers,Tristan Thompson,"March 13, 1991",28.0,NBA,PF,57.0,1721.0,16.8,0.54,0.04,0.29,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.08,-0.3,-1.3,-1.5,0.2
2021,2,2879,BOS,Boston Celtics,Tristan Thompson,"March 13, 1991",29.0,NBA,PF,31.0,709.0,15.2,0.56,0.02,0.37,14.2,26.6,20.3,5.4,0.8,1.6,11.7,14.5,1.1,0.7,1.9,0.13,-0.8,-1.3,-2.1,0.0
