Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,7,2249,DAL,Dallas Mavericks,Cherokee Parks,"October 11, 1972",23.0,NBA,C,64.0,869.0,10.9,0.46,0.1,0.25,7.3,19.9,13.0,5.0,1.4,2.6,10.2,14.6,0.1,0.8,0.9,0.05,-3.8,-0.2,-3.9,-0.4
1997,18,2249,MIN,Minnesota Timberwolves,Cherokee Parks,"October 11, 1972",24.0,NBA,PF,76.0,961.0,12.7,0.54,0.0,0.38,10.3,13.7,12.0,5.6,2.3,3.8,12.0,12.7,1.0,1.2,2.2,0.11,-2.5,1.4,-1.1,0.2
1998,18,2249,MIN,Minnesota Timberwolves,Cherokee Parks,"October 11, 1972",25.0,NBA,C,79.0,1703.0,13.6,0.53,0.0,0.38,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,2.0,1.8,3.8,0.11,-2.1,-0.2,-2.3,-0.1
1999,15,2249,VAN,Vancouver Grizzlies,Cherokee Parks,"October 11, 1972",26.0,NBA,C,48.0,1118.0,9.5,0.44,0.0,0.2,7.8,18.0,12.8,5.7,1.4,1.9,14.1,14.3,-0.2,0.5,0.2,0.01,-3.5,-1.0,-4.5,-0.7
2000,15,2249,VAN,Vancouver Grizzlies,Cherokee Parks,"October 11, 1972",27.0,NBA,C,56.0,808.0,11.9,0.52,0.01,0.26,8.1,19.1,13.6,6.8,1.9,4.0,14.8,10.7,0.6,0.8,1.4,0.09,-2.1,1.4,-0.6,0.3
2001,31,2249,TOT,Total After Trade,Cherokee Parks,"October 11, 1972",28.0,NBA,C,65.0,1054.0,12.6,0.51,0.02,0.16,7.9,16.9,12.5,7.3,1.3,2.4,12.3,14.6,0.9,1.0,1.9,0.09,-1.7,0.3,-1.4,0.2
2001,30,2249,WAS,Washington Wizards,Cherokee Parks,"October 11, 1972",28.0,NBA,C,13.0,178.0,13.0,0.53,0.0,0.45,8.4,18.1,13.1,6.4,1.7,4.4,18.0,13.9,0.1,0.2,0.3,0.07,-1.5,1.2,-0.4,0.1
2001,13,2249,LAC,Los Angeles Clippers,Cherokee Parks,"October 11, 1972",28.0,NBA,C,52.0,876.0,12.5,0.51,0.02,0.11,7.8,16.6,12.3,7.5,1.2,2.0,11.1,14.7,0.8,0.8,1.6,0.09,-1.7,0.1,-1.7,0.1
2002,27,2249,SAS,San Antonio Spurs,Cherokee Parks,"October 11, 1972",29.0,NBA,C,42.0,234.0,7.6,0.36,0.0,0.1,12.2,16.2,14.3,7.1,1.6,2.4,13.9,20.0,-0.4,0.4,0.0,-0.0,-5.5,0.2,-5.4,-0.2
2003,13,2249,LAC,Los Angeles Clippers,Cherokee Parks,"October 11, 1972",30.0,NBA,PF,30.0,648.0,13.3,0.52,0.01,0.23,8.1,14.9,11.5,5.5,1.3,2.2,9.1,13.8,0.8,0.4,1.2,0.09,-0.4,-0.8,-1.2,0.1
2004,10,2249,GSW,Golden State Warriors,Cherokee Parks,"October 11, 1972",31.0,NBA,C,12.0,64.0,7.0,0.48,0.0,0.6,7.0,10.6,8.8,2.4,0.0,3.4,13.7,10.5,0.0,0.0,0.1,0.04,-2.7,0.4,-2.3,0.0
