Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1986,5,157,CHI,Chicago Bulls,20,Gene Banks,SF,6-7,215,1959-05-15,US,4,Duke
1986,5,345,CHI,Chicago Bulls,10,Ron Brewer,SG,6-4,180,1955-07-16,US,7,Arkansas
1986,5,401,CHI,Chicago Bulls,35,Tony Brown,SG,6-6,185,1960-07-29,US,1,Arkansas
1986,5,611,CHI,Chicago Bulls,40,Dave Corzine,C,6-11,250,1956-04-25,US,7,DePaul
1986,5,659,CHI,Chicago Bulls,44,Quintin Dailey,SG,6-3,180,1961-01-22,US,3,San Francisco
1986,5,1026,CHI,Chicago Bulls,8,George Gervin,SG,6-7,180,1952-04-27,US,13,Eastern Michigan
1986,5,1116,CHI,Chicago Bulls,21,Sidney Green,PF,6-9,220,1961-01-04,US,2,UNLV
1986,5,1284,CHI,Chicago Bulls,22,Rod Higgins,SF,6-7,200,1960-01-31,US,3,Fresno State
1986,5,1319,CHI,Chicago Bulls,"10, 32",Michael Holton,PG,6-4,185,1961-08-04,US,1,UCLA
1986,5,1570,CHI,Chicago Bulls,23,Michael Jordan,SG,6-6,198,1963-02-17,US,1,UNC
1986,5,1811,CHI,Chicago Bulls,24,Kyle Macy,PG,6-3,175,1957-04-09,US,5,"Purdue, Kentucky"
1986,5,1948,CHI,Chicago Bulls,7,Billy McKinney,PG,6-0,160,1955-06-05,US,6,Northwestern
1986,5,2186,CHI,Chicago Bulls,34,Charles Oakley,PF,6-8,225,1963-12-18,US,R,Virginia Union University
1986,5,2206,CHI,Chicago Bulls,33,Jawann Oldham,C,7-0,215,1957-07-04,US,5,Seattle University
1986,5,2271,CHI,Chicago Bulls,5,John Paxson,PG,6-2,185,1960-09-29,US,2,Notre Dame
1986,5,2718,CHI,Chicago Bulls,52,Mike Smrek,C,7-0,250,1962-08-31,CA,R,Canisius
1986,5,3238,CHI,Chicago Bulls,0,Orlando Woolridge,SF,6-9,215,1959-12-16,US,4,Notre Dame
