Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994.0,6.0,2302,CLE,Cleveland Cavaliers,Bobby Phills,24.0,3.0,2.0,68.0,4.8,12.7,0.38,0.5,0.5,1.0,4.2,12.2,0.35,0.5,1.1,0.5,2.6,4.8,7.4,3.7,1.1,0.0,2.6,5.8,10.6
,,672,,,Brad Daugherty,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,6.0,1998,CLE,Cleveland Cavaliers,Chris Mills,24.0,3.0,1.0,112.0,6.1,12.2,0.5,1.3,1.6,0.8,4.8,10.6,0.46,2.9,3.5,0.82,3.2,4.2,7.4,2.6,2.3,0.3,1.6,2.9,16.4
1994.0,6.0,912,CLE,Cleveland Cavaliers,Danny Ferry,27.0,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0
,,39,,,Gary Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
,,1809,,,Gerald Madkins,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,6.0,3121,CLE,Cleveland Cavaliers,Gerald Wilkins,30.0,3.0,3.0,126.0,5.7,12.9,0.44,2.0,4.6,0.44,3.7,8.3,0.45,4.0,4.6,0.88,0.9,2.9,3.7,2.9,0.9,0.0,0.9,1.7,17.4
,,3143,,,Hot Rod Williams,,,,,,,,,,,,,,,,,,,,,,,,,
,,1138,,,Jay Guidinger,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,6.0,190,CLE,Cleveland Cavaliers,John Battle,31.0,1.0,0.0,8.0,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0
,,2109,,,Larry Nance,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,6.0,2360,CLE,Cleveland Cavaliers,Mark Price,29.0,3.0,3.0,102.0,5.3,15.2,0.35,0.7,3.2,0.22,4.6,12.0,0.38,4.6,4.9,0.93,0.4,1.8,2.1,4.9,1.4,0.0,3.2,2.1,15.9
1994.0,6.0,1281,CLE,Cleveland Cavaliers,Rod Higgins,34.0,3.0,2.0,57.0,2.5,6.9,0.36,1.3,4.4,0.29,1.3,2.5,0.5,0.6,1.3,0.5,1.3,1.3,2.5,2.5,0.6,0.6,1.9,6.3,6.9
,,2894,,,Sedric Toney,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,6.0,334,CLE,Cleveland Cavaliers,Terrell Brandon,23.0,3.0,0.0,56.0,7.7,12.2,0.63,0.0,0.0,,7.7,12.2,0.63,1.3,1.9,0.67,0.6,1.9,2.6,3.2,0.6,0.0,0.6,0.6,16.7
1994.0,6.0,1593,CLE,Cleveland Cavaliers,Tim Kempton,30.0,3.0,1.0,89.0,4.0,10.1,0.4,0.0,0.0,,4.0,10.1,0.4,2.4,2.4,1.0,4.0,2.4,6.5,3.2,1.2,0.0,1.6,3.6,10.5
1994.0,6.0,1293,CLE,Cleveland Cavaliers,Tyrone Hill,25.0,3.0,3.0,123.0,3.2,7.9,0.41,0.0,0.0,,3.2,7.9,0.41,5.9,10.8,0.54,4.1,5.0,9.1,1.2,0.3,0.3,2.3,4.1,12.3
