Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994.0,5.0,107,CHI,Chicago Bulls,B.J. Armstrong,26.0,10.0,10.0,360.0,5.5,10.6,0.52,0.7,1.2,0.58,4.8,9.4,0.51,3.6,4.4,0.82,0.2,2.2,2.4,2.5,0.8,0.0,0.9,2.1,15.3
1994.0,5.0,495,CHI,Chicago Bulls,Bill Cartwright,36.0,9.0,8.0,189.0,2.7,8.2,0.33,0.0,0.0,,2.7,8.2,0.33,2.5,3.0,0.81,3.6,4.8,8.4,2.1,0.6,0.4,1.1,5.0,7.8
1994.0,5.0,3067,CHI,Chicago Bulls,Bill Wennington,30.0,7.0,0.0,47.0,2.3,4.6,0.5,0.0,0.0,,2.3,4.6,0.5,1.5,2.3,0.67,3.1,2.3,5.4,3.1,0.0,0.8,0.8,10.7,6.1
,,270,,,Corie Blount,,,,,,,,,,,,,,,,,,,,,,,,,
,,1479,,,Dave Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,5.0,1083,CHI,Chicago Bulls,Horace Grant,28.0,10.0,10.0,393.0,6.0,11.0,0.54,0.1,0.1,1.0,5.9,10.9,0.54,2.8,3.8,0.74,2.7,4.0,6.8,2.4,0.9,1.6,0.9,2.1,14.8
1994.0,5.0,864,CHI,Chicago Bulls,Jo Jo English,23.0,7.0,0.0,58.0,3.1,7.4,0.42,0.6,2.5,0.25,2.5,5.0,0.5,1.9,3.7,0.5,0.6,1.2,1.9,1.2,0.6,0.6,0.6,2.5,8.7
1994.0,5.0,2265,CHI,Chicago Bulls,John Paxson,33.0,9.0,0.0,58.0,1.9,4.3,0.43,0.0,0.6,0.0,1.9,3.7,0.5,0.0,0.0,,0.0,0.6,0.6,3.1,1.2,0.0,0.0,3.7,3.7
1994.0,5.0,1772,CHI,Chicago Bulls,Luc Longley,25.0,10.0,2.0,170.0,5.3,10.6,0.5,0.0,0.0,,5.3,10.6,0.5,2.8,3.8,0.72,2.8,6.8,9.5,3.8,1.3,1.7,4.4,8.0,13.3
1994.0,5.0,2099,CHI,Chicago Bulls,Pete Myers,30.0,10.0,10.0,235.0,4.4,8.6,0.52,0.0,0.6,0.0,4.4,8.0,0.56,1.8,3.2,0.57,1.5,1.4,2.9,4.3,1.2,0.6,2.6,3.2,10.7
1994.0,5.0,3175,CHI,Chicago Bulls,Scott Williams,25.0,10.0,0.0,151.0,5.7,13.6,0.42,0.0,0.0,,5.7,13.6,0.42,3.6,5.0,0.71,3.6,5.7,9.3,1.7,1.7,0.7,2.1,5.5,15.0
1994.0,5.0,2313,CHI,Chicago Bulls,Scottie Pippen,28.0,10.0,10.0,384.0,8.0,18.4,0.43,1.1,4.2,0.27,6.8,14.2,0.48,4.3,4.9,0.88,1.6,6.2,7.8,4.3,2.3,0.7,3.5,3.1,21.4
,,1624,,,Stacey King,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,5.0,1598,CHI,Chicago Bulls,Steve Kerr,28.0,10.0,0.0,186.0,2.5,7.0,0.36,1.2,3.1,0.38,1.4,3.9,0.35,0.6,0.6,1.0,0.4,2.3,2.7,1.9,1.4,0.0,0.2,2.5,6.8
1994.0,5.0,1661,CHI,Chicago Bulls,Toni Kukoc,25.0,10.0,0.0,194.0,5.6,12.4,0.45,1.5,3.5,0.42,4.1,8.9,0.46,4.6,6.3,0.74,2.0,5.4,7.4,6.7,0.9,0.6,3.2,2.8,17.3
,,2282,,,Will Perdue,,,,,,,,,,,,,,,,,,,,,,,,,
