Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,29,502,UTA,Utah Jazz,43,Bobby Cattage,PF,6-9,250,1958-08-17,US,R,Auburn
1982,29,669,UTA,Utah Jazz,4,Adrian Dantley,SF,6-5,208,1955-02-28,US,5,Notre Dame
1982,29,809,UTA,Utah Jazz,18,John Duren,PG,6-3,195,1958-10-30,US,1,Georgetown
1982,29,1114,UTA,Utah Jazz,14,Rickey Green,PG,6-0,170,1954-08-18,US,3,Michigan
1982,29,1131,UTA,Utah Jazz,35,Darrell Griffith,SG,6-4,190,1958-06-16,US,1,Louisville
1982,29,1187,UTA,Utah Jazz,11,James Hardy,SF,6-8,220,1956-12-01,US,3,San Francisco
1982,29,2147,UTA,Utah Jazz,22,Carl Nicks,SG,6-1,175,1958-10-06,US,1,Indiana State University
1982,29,2341,UTA,Utah Jazz,50,Ben Poquette,PF,6-9,235,1955-05-07,US,4,Central Michigan University
1982,29,2497,UTA,Utah Jazz,52,Bill Robinzine,PF,6-7,230,1953-01-20,US,6,DePaul
1982,29,2575,UTA,Utah Jazz,24,Danny Schayes,C,6-11,235,1959-05-10,US,R,Syracuse
1982,29,3131,UTA,Utah Jazz,45,Jeff Wilkins,C,6-11,230,1955-03-09,US,1,Illinois State
1982,29,3231,UTA,Utah Jazz,33,Howard Wood,SF,6-7,235,1959-05-20,US,R,Tennessee
1982,29,3241,UTA,Utah Jazz,31,Sam Worthen,PG,6-5,195,1958-01-17,US,1,Marquette
