Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,11,801,HOU,Houston Rockets,10,Mike Dunleavy,SG,6-3,180,"March 21, 1954",US,5,South Carolina
1982,11,1000,HOU,Houston Rockets,0,Calvin Garrett,SF,6-7,190,"July 11, 1956",US,1,"Austin Peay State University, Oral Roberts"
1982,11,1233,HOU,Houston Rockets,44,Elvin Hayes,PF,6-9,235,"November 17, 1945",US,13,Houston
1982,11,1257,HOU,Houston Rockets,6,Tom Henderson,SG,6-3,190,"January 26, 1952",US,7,Hawaii
1982,11,1552,HOU,Houston Rockets,11,Major Jones,PF,6-9,225,"July 9, 1953",US,2,Albany State University
1982,11,1713,HOU,Houston Rockets,30,Allen Leavell,PG,6-1,170,"May 27, 1957",US,2,Oklahoma City University
1982,11,1824,HOU,Houston Rockets,24,Moses Malone,C,6-10,215,"March 23, 1955",US,7,
1982,11,2083,HOU,Houston Rockets,23,Calvin Murphy,PG,5-9,165,"May 9, 1948",US,11,Niagara University
1982,11,2203,HOU,Houston Rockets,51,Jawann Oldham,C,7-0,215,"July 4, 1957",US,1,Seattle University
1982,11,2265,HOU,Houston Rockets,5,Billy Paultz,C,6-11,235,"July 30, 1948",US,11,"Cameron University, St. John's"
1982,11,2426,HOU,Houston Rockets,50,Robert Reid,SF,6-8,205,"August 30, 1955",US,4,St. Mary's University
1982,11,2734,HOU,Houston Rockets,35,Larry Spriggs,SF,6-7,230,"September 8, 1959",US,R,Howard University
1982,11,3193,HOU,Houston Rockets,32,Bill Willoughby,SF,6-8,205,"May 20, 1957",US,5,
