Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1996,6,62,CLE,Cleveland Cavaliers,13,John Amaechi,PF,6-10,270,1970-11-26,US,R,"Vanderbilt, Penn State"
1996,6,334,CLE,Cleveland Cavaliers,1,Terrell Brandon,PG,5-11,180,1970-05-20,US,4,Oregon
1996,6,451,CLE,Cleveland Cavaliers,44,Michael Cage,C,6-9,224,1962-01-28,US,11,San Diego State
1996,6,616,CLE,Cleveland Cavaliers,40,Joe Courtney,PF,6-8,235,1969-10-17,US,2,"Mississippi State, Southern Miss"
1996,6,639,CLE,Cleveland Cavaliers,11,John Crotty,PG,6-1,185,1969-07-15,US,3,Virginia
1996,6,914,CLE,Cleveland Cavaliers,35,Danny Ferry,PF,6-10,230,1966-10-17,US,5,Duke
1996,6,1296,CLE,Cleveland Cavaliers,32,Tyrone Hill,PF,6-9,240,1968-03-19,US,5,Xavier
1996,6,1481,CLE,Cleveland Cavaliers,30,Darryl Johnson,PG,6-1,170,1965-10-26,US,R,Michigan State
1996,6,1695,CLE,Cleveland Cavaliers,21,Antonio Lang,SF,6-8,205,1972-05-15,US,1,Duke
1996,6,1821,CLE,Cleveland Cavaliers,9,Dan Majerle,SF,6-6,215,1965-09-09,US,7,Central Michigan University
1996,6,1846,CLE,Cleveland Cavaliers,33,Donny Marshall,SF,6-7,230,1972-07-17,US,R,UConn
1996,6,2003,CLE,Cleveland Cavaliers,24,Chris Mills,SF,6-6,215,1970-01-25,US,2,"Kentucky, Arizona"
1996,6,2009,CLE,Cleveland Cavaliers,4,Harold Miner,SG,6-5,210,1971-05-05,US,3,USC
1996,6,2308,CLE,Cleveland Cavaliers,14,Bobby Phills,SG,6-5,210,1969-12-20,US,4,Southern University and A&M College
1996,6,2794,CLE,Cleveland Cavaliers,3,Bob Sura,SG,6-5,200,1973-03-25,US,R,Florida State
