Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1996,7,366,DAL,Dallas Mavericks,1,Scott Brooks,PG,5-11,165,1965-07-31,US,7,"TCU, University of California, Irvine"
1996,7,701,DAL,Dallas Mavericks,43,Terry Davis,PF,6-9,225,1967-06-17,US,6,Virginia Union University
1996,7,801,DAL,Dallas Mavericks,7,Tony Dumas,SG,6-6,190,1972-08-25,US,1,Missouri-Kansas City
1996,7,1207,DAL,Dallas Mavericks,30,Lucious Harris,SG,6-5,190,1970-12-18,US,2,Cal State Long Beach
1996,7,1305,DAL,Dallas Mavericks,35,Donald Hodge,C,7-0,230,1969-02-25,US,4,Temple
1996,7,1406,DAL,Dallas Mavericks,24,Jim Jackson,SG,6-6,220,1970-10-14,US,3,Ohio State
1996,7,1560,DAL,Dallas Mavericks,54,Popeye Jones,PF,6-8,250,1970-06-17,US,2,Murray State
1996,7,1607,DAL,Dallas Mavericks,5,Jason Kidd,PG,6-4,205,1973-03-23,US,1,California
1996,7,1868,DAL,Dallas Mavericks,32,Jamal Mashburn,SF,6-8,240,1972-11-29,US,2,Kentucky
1996,7,1909,DAL,Dallas Mavericks,21,George McCloud,SF,6-6,205,1967-05-27,US,5,Florida State
1996,7,1980,DAL,Dallas Mavericks,40,Loren Meyer,C,6-10,257,1972-12-30,US,R,Iowa State
1996,7,2255,DAL,Dallas Mavericks,4,Cherokee Parks,C,6-11,235,1972-10-11,US,R,Duke
1996,7,2663,DAL,Dallas Mavericks,50,Reggie Slater,PF,6-7,215,1970-08-27,US,1,Wyoming
1996,7,3165,DAL,Dallas Mavericks,44,Lorenzo Williams,C,6-9,200,1969-07-15,US,3,Stetson University
1996,7,3230,DAL,Dallas Mavericks,10,David Wood,PF,6-9,227,1964-11-30,US,5,Nevada
