Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",23.0,NBA,C,36.0,2.0,182.0,29.0,64.0,0.45,0.0,0.0,,29.0,64.0,0.45,0.45,20.0,45.0,0.44,34.0,42.0,76.0,7.0,3.0,3.0,36.0,42.0,78.0
1984,27,1953,SAS,San Antonio Spurs,Mark McNamara,"June 8, 1959",24.0,NBA,C,70.0,3.0,1037.0,157.0,253.0,0.62,0.0,0.0,,157.0,253.0,0.62,0.62,74.0,157.0,0.47,137.0,180.0,317.0,31.0,14.0,12.0,89.0,138.0,388.0
1985,31,1953,TOT,Total After Trade,Mark McNamara,"June 8, 1959",25.0,NBA,C,45.0,0.0,273.0,40.0,76.0,0.53,0.0,0.0,,40.0,76.0,0.53,0.53,32.0,62.0,0.52,31.0,43.0,74.0,6.0,7.0,8.0,19.0,27.0,112.0
1985,27,1953,SAS,San Antonio Spurs,Mark McNamara,"June 8, 1959",25.0,NBA,C,12.0,0.0,63.0,12.0,18.0,0.67,0.0,0.0,,12.0,18.0,0.67,0.67,9.0,18.0,0.5,7.0,10.0,17.0,0.0,2.0,1.0,6.0,5.0,33.0
1985,26,1953,KCK,Kansas City Kings,Mark McNamara,"June 8, 1959",25.0,NBA,C,33.0,0.0,210.0,28.0,58.0,0.48,0.0,0.0,,28.0,58.0,0.48,0.48,23.0,44.0,0.52,24.0,33.0,57.0,6.0,5.0,7.0,13.0,22.0,79.0
1987,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",27.0,NBA,C,11.0,1.0,113.0,14.0,30.0,0.47,0.0,0.0,,14.0,30.0,0.47,0.47,7.0,19.0,0.37,17.0,19.0,36.0,2.0,1.0,0.0,8.0,17.0,35.0
1988,23,1953,PHI,Philadelphia 76Ers,Mark McNamara,"June 8, 1959",28.0,NBA,C,42.0,18.0,581.0,52.0,133.0,0.39,0.0,0.0,,52.0,133.0,0.39,0.39,48.0,66.0,0.73,66.0,91.0,157.0,18.0,4.0,12.0,26.0,67.0,152.0
1989,14,1953,LAL,Los Angeles Lakers,Mark McNamara,"June 8, 1959",29.0,NBA,C,39.0,0.0,318.0,32.0,64.0,0.5,0.0,0.0,,32.0,64.0,0.5,0.5,49.0,78.0,0.63,38.0,62.0,100.0,10.0,4.0,3.0,24.0,51.0,113.0
1990,14,1953,LAL,Los Angeles Lakers,Mark McNamara,"June 8, 1959",30.0,NBA,C,33.0,1.0,190.0,38.0,86.0,0.44,0.0,0.0,,38.0,86.0,0.44,0.44,26.0,40.0,0.65,22.0,41.0,63.0,3.0,2.0,1.0,21.0,31.0,102.0
1991,22,1953,ORL,Orlando Magic,Mark McNamara,"June 8, 1959",31.0,NBA,C,2.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
