Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,23.0,GSW,NBA,SG,36.0,0.0,316.0,7.2,17.7,0.408,1.4,3.7,0.385,5.8,14.0,0.414,4.8,7.4,0.654,2.1,3.7,5.8,3.8,3.3,0.4,5.5,5.1,20.7,,91.0,107.0
1991,25.0,NYK,NBA,SG,61.0,10.0,1173.0,7.8,17.7,0.439,1.2,4.0,0.29,6.6,13.7,0.483,3.4,4.5,0.752,1.3,4.4,5.6,8.8,2.5,0.7,3.2,5.9,20.1,,106.0,107.0
1992,26.0,NYK,NBA,SG,82.0,0.0,2118.0,9.9,22.0,0.449,2.3,6.6,0.348,7.6,15.4,0.492,5.7,7.4,0.778,1.1,3.6,4.7,6.7,2.5,0.4,3.7,5.6,27.8,,111.0,105.0
1993,27.0,NYK,NBA,SG,80.0,51.0,2477.0,10.5,24.6,0.428,2.2,6.9,0.321,8.3,17.7,0.469,5.4,6.8,0.795,1.1,3.1,4.2,8.3,1.9,0.2,3.5,4.8,28.7,,108.0,103.0
1994,28.0,NYK,NBA,SG,59.0,54.0,2057.0,10.3,24.6,0.42,2.8,8.5,0.335,7.5,16.1,0.464,4.7,6.2,0.754,0.9,3.7,4.7,8.7,2.4,0.2,4.6,4.8,28.2,,104.0,100.0
1995,29.0,NYK,NBA,SG,80.0,78.0,2725.0,8.1,20.5,0.395,4.2,11.8,0.355,3.9,8.7,0.448,3.2,4.4,0.737,0.7,3.6,4.2,7.9,1.8,0.1,3.1,5.0,23.6,,107.0,106.0
1996,30.0,NYK,NBA,SG,81.0,71.0,2491.0,7.9,17.9,0.443,3.0,8.4,0.361,4.9,9.5,0.516,2.8,3.7,0.753,0.7,4.4,5.0,6.7,2.2,0.2,3.3,4.8,21.7,,107.0,105.0
1997,31.0,NYK,NBA,SG,77.0,1.0,2042.0,9.6,22.2,0.431,3.9,10.6,0.369,5.7,11.7,0.488,4.5,5.8,0.769,0.9,4.4,5.3,5.6,2.3,0.3,4.1,5.1,27.5,,107.0,102.0
1998,32.0,NYK,NBA,SG,82.0,10.0,2188.0,9.3,23.6,0.393,3.2,9.9,0.327,6.0,13.7,0.441,4.6,5.8,0.787,1.2,4.5,5.7,5.4,1.9,0.1,3.6,5.1,26.3,,101.0,102.0
1999,33.0,GSW,NBA,SG,50.0,50.0,1686.0,8.6,23.3,0.37,2.5,8.6,0.29,6.1,14.7,0.416,2.4,3.2,0.74,1.1,4.2,5.2,7.5,2.2,0.2,2.7,4.3,22.1,,100.0,103.0
2001,35.0,UTA,NBA,SG,75.0,64.0,2122.0,6.9,17.3,0.398,1.6,4.6,0.352,5.3,12.7,0.415,2.2,2.8,0.802,0.7,3.1,3.9,4.5,1.8,0.3,2.4,5.5,17.6,,98.0,106.0
2002,36.0,UTA,NBA,SG,66.0,1.0,929.0,6.5,17.7,0.368,1.7,5.4,0.305,4.9,12.3,0.395,1.9,2.3,0.805,0.9,3.0,3.9,4.0,1.9,0.0,3.0,7.2,16.6,,90.0,108.0
