Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,20,NYK,New York Knicks,82,19905,2568,6159,0.42,445,1266,0.35,2123,4893,0.43,1478,2015,0.73,872,2418,3290,1573,596,338,1216,1754,7059
2001,16,MIA,Miami Heat,82,19880,2701,6261,0.43,360,1087,0.33,2341,5174,0.45,1339,1818,0.74,914,2528,3442,1421,598,424,1275,1824,7101
2001,27,SAS,San Antonio Spurs,82,19830,2837,6770,0.42,343,1043,0.33,2494,5727,0.44,1233,1664,0.74,967,2432,3399,1617,600,426,1107,1946,7250
2001,4,CHO,Charlotte Hornets,82,19880,2767,6501,0.43,389,1081,0.36,2378,5420,0.44,1444,1910,0.76,892,2436,3328,1748,616,375,1204,1768,7367
2001,23,PHI,Philadelphia 76Ers,82,19855,2871,6699,0.43,427,1248,0.34,2444,5451,0.45,1243,1660,0.75,985,2366,3351,1771,672,458,1261,1938,7412
2001,25,POR,Portland Trail Blazers,82,19780,2819,6436,0.44,406,1103,0.37,2413,5333,0.45,1436,1930,0.74,946,2238,3184,1745,646,324,1216,1738,7480
2001,24,PHO,Phoenix Suns,82,19805,2792,6422,0.44,327,937,0.35,2465,5485,0.45,1618,2127,0.76,902,2588,3490,1652,682,416,1433,1819,7529
2001,29,UTA,Utah Jazz,82,19780,2667,6076,0.44,410,1194,0.34,2257,4882,0.46,1830,2391,0.76,874,2183,3057,1564,699,453,1320,2007,7574
2001,12,IND,Indiana Pacers,82,19980,2829,6683,0.42,377,1121,0.34,2452,5562,0.44,1572,2074,0.76,1042,2495,3537,1695,589,387,1115,1882,7607
2001,11,HOU,Houston Rockets,82,19830,3020,6733,0.45,359,1015,0.35,2661,5718,0.46,1385,1862,0.74,988,2420,3408,1735,605,400,1092,1771,7784
2001,13,LAC,Los Angeles Clippers,82,20030,2995,6800,0.44,354,1075,0.33,2641,5725,0.46,1474,1983,0.74,1042,2439,3481,1791,638,412,1045,1795,7818
2001,28,TOR,Toronto Raptors,82,19955,3009,6725,0.45,379,1045,0.36,2630,5680,0.46,1425,1890,0.75,926,2511,3437,1696,561,439,1156,1792,7822
2001,26,SAC,Sacramento Kings,82,20080,3087,7139,0.43,401,1131,0.36,2686,6008,0.45,1291,1724,0.75,1121,2643,3764,1816,666,476,1334,1766,7866
2001,18,MIN,Minnesota Timberwolves,82,19830,2977,6588,0.45,350,996,0.35,2627,5592,0.47,1567,2164,0.72,967,2505,3472,1834,583,357,1246,1655,7871
2001,1,ATL,Atlanta Hawks,82,19730,2922,6609,0.44,396,1080,0.37,2526,5529,0.46,1646,2153,0.76,1029,2534,3563,1737,698,513,1212,1696,7886
2001,7,DAL,Dallas Mavericks,82,19805,2938,6693,0.44,381,1140,0.33,2557,5553,0.46,1631,2231,0.73,1068,2623,3691,1778,622,379,1273,1848,7888
2001,6,CLE,Cleveland Cavaliers,82,19830,2927,6582,0.44,422,1155,0.36,2505,5427,0.46,1633,2125,0.77,990,2400,3390,1880,694,542,1229,1810,7909
2001,22,ORL,Orlando Magic,82,19955,2830,6499,0.44,366,1059,0.35,2464,5440,0.45,1885,2566,0.74,1061,2609,3670,1793,695,440,1408,1946,7911
2001,5,CHI,Chicago Bulls,82,19855,2987,6330,0.47,346,973,0.36,2641,5357,0.49,1607,2202,0.73,957,2551,3508,1932,635,426,1217,1754,7927
2001,2,BOS,Boston Celtics,82,19830,2935,6392,0.46,430,1170,0.37,2505,5222,0.48,1634,2178,0.75,888,2650,3538,1885,650,440,1402,1903,7934
2001,17,MIL,Milwaukee Bucks,82,19780,2912,6626,0.44,439,1246,0.35,2473,5380,0.46,1679,2186,0.77,1014,2490,3504,1883,592,350,1273,1778,7942
2001,3,NJN,New Jersey Nets,82,19730,2937,6452,0.46,428,1189,0.36,2509,5263,0.48,1664,2231,0.75,1001,2622,3623,1840,619,522,1304,1808,7966
2001,14,LAL,Los Angeles Lakers,82,19905,2983,6815,0.44,413,1168,0.35,2570,5647,0.46,1595,2114,0.75,981,2407,3388,1659,619,324,1073,2002,7974
2001,21,SEA,Seattle Supersonics,82,19805,3076,6783,0.45,471,1351,0.35,2605,5432,0.48,1353,1824,0.74,1046,2431,3477,1957,648,510,1228,1816,7976
2001,9,DET,Detroit Pistons,82,19855,2976,6850,0.43,428,1229,0.35,2548,5621,0.45,1596,2169,0.74,1012,2671,3683,1860,669,397,1274,2062,7976
2001,15,VAN,Vancouver Grizzlies,82,19780,3143,6791,0.46,389,1075,0.36,2754,5716,0.48,1317,1798,0.73,1052,2534,3586,1935,710,476,1217,1768,7992
2001,8,DEN,Denver Nuggets,82,19780,3081,6914,0.45,416,1168,0.36,2665,5746,0.46,1542,2049,0.75,1012,2642,3654,2042,588,497,1075,1758,8120
2001,30,WAS,Washington Wizards,82,19680,3100,6596,0.47,433,1093,0.4,2667,5503,0.48,1559,2088,0.75,931,2410,3341,1902,688,511,1230,1974,8192
2001,10,GSW,Golden State Warriors,82,19780,3179,6740,0.47,439,1159,0.38,2740,5581,0.49,1529,2011,0.76,1039,2693,3732,2045,722,493,1348,1765,8326
