Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",22.0,NBA,PG,82.0,,1578.0,5.7,11.9,0.48,0.0,0.4,0.05,5.7,11.4,0.5,2.4,3.9,0.61,1.3,3.1,4.5,8.5,2.7,0.5,3.5,4.1,13.8
1982,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",23.0,NBA,PG,79.0,78.0,2294.0,4.8,10.5,0.46,0.0,0.3,0.05,4.8,10.1,0.48,1.9,2.9,0.67,1.0,3.3,4.3,12.0,2.6,0.2,2.7,4.0,11.6
1983,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",24.0,NBA,PG,77.0,73.0,2552.0,5.6,11.9,0.47,0.1,0.3,0.23,5.5,11.6,0.48,2.1,2.8,0.74,0.9,3.0,3.9,10.6,2.7,0.5,3.2,3.5,13.3
1984,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",25.0,NBA,PG,59.0,42.0,1650.0,5.0,11.3,0.45,0.6,1.9,0.32,4.4,9.4,0.47,2.3,3.0,0.76,0.8,3.1,3.9,12.3,2.7,0.4,3.1,3.7,13.0
1985,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",26.0,NBA,PG,82.0,82.0,2689.0,5.6,12.2,0.46,0.3,1.2,0.28,5.2,11.0,0.48,2.5,3.3,0.76,1.3,3.8,5.1,10.9,3.1,0.2,3.2,3.3,14.0
1986,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",27.0,NBA,PG,28.0,23.0,856.0,6.3,12.7,0.5,0.2,0.9,0.18,6.1,11.8,0.52,2.5,3.6,0.69,1.1,2.6,3.6,10.6,2.9,0.3,3.4,3.3,15.3
1987,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",28.0,NBA,PG,55.0,27.0,1234.0,5.8,13.1,0.44,0.6,2.3,0.28,5.1,10.8,0.48,1.6,2.0,0.8,0.9,2.0,2.9,7.3,2.4,0.1,3.0,2.8,13.8
1988,31,2038,TOT,Total After Trade,Johnny Moore,"March 3, 1958",29.0,NBA,PG,5.0,0.0,61.0,2.4,5.9,0.4,0.0,0.6,0.0,2.4,5.3,0.44,0.0,0.0,,1.2,2.4,3.5,7.1,1.8,0.0,4.1,0.6,4.7
1988,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",29.0,NBA,PG,4.0,0.0,51.0,2.8,6.4,0.44,0.0,0.7,0.0,2.8,5.6,0.5,0.0,0.0,,0.7,2.1,2.8,7.8,2.1,0.0,2.8,0.7,5.6
1988,3,2038,NJN,New Jersey Nets,Johnny Moore,"March 3, 1958",29.0,NBA,PG,1.0,0.0,10.0,0.0,3.6,0.0,0.0,0.0,,0.0,3.6,0.0,0.0,0.0,,3.6,3.6,7.2,3.6,0.0,0.0,10.8,0.0,0.0
1990,27,2038,SAS,San Antonio Spurs,Johnny Moore,"March 3, 1958",31.0,NBA,PG,53.0,8.0,516.0,3.3,8.8,0.37,0.6,2.4,0.24,2.7,6.4,0.42,1.1,1.9,0.59,1.1,2.5,3.6,5.7,2.2,0.2,2.7,3.8,8.2
