Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,23.0,TOR,NBA,PF,8,0,3.5,0.6,1.0,.625,0.0,0.0,,0.6,1.0,.625,.625,0.1,0.3,.500,0.0,0.1,0.1,0.0,0.1,0.0,0.4,0.4,1.4
2001,25.0,Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland),Did Not Play (other pro league—Poland)
2002,26.0,MIA,NBA,C,21,6,15.2,1.8,4.2,.432,0.0,0.0,,1.8,4.2,.432,.432,1.0,1.6,.588,0.9,2.7,3.6,0.4,0.2,0.5,0.9,1.9,4.6
2003,27.0,MIA,NBA,PF,23,0,9.7,1.0,2.6,.373,0.0,0.0,.000,1.0,2.5,.379,.373,0.4,0.7,.667,0.3,1.2,1.5,0.1,0.2,0.3,0.6,1.6,2.3
2004,28.0,Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee),Did Not Play (injury—knee)
2005,29.0,SAS,NBA,PF,23,0,10.6,1.2,3.5,.338,0.0,0.1,.000,1.2,3.3,.351,.338,1.0,1.2,.786,0.8,1.7,2.4,0.3,0.1,0.5,0.6,1.3,3.3
2006,30.0,SAS,NBA,PF,25,0,7.2,1.5,2.8,.521,0.0,0.1,.000,1.5,2.7,.544,.521,0.3,0.5,.583,0.5,1.2,1.7,0.3,0.2,0.3,0.3,0.8,3.2
2007,31.0,PHO,NBA,PF,3,0,5.7,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.0,0.3,0.0,1.3,2.0
2008,32.0,PHO,NBA,C,19,0,6.8,1.2,2.3,.535,0.1,0.2,.250,1.2,2.1,.564,.547,0.6,1.0,.632,0.5,1.4,1.9,0.2,0.2,0.5,0.4,1.2,3.1
2009,33.0,NOH,NBA,C,60,5,14.0,1.3,2.8,.485,0.0,0.2,.200,1.3,2.6,.503,.491,0.5,0.7,.682,1.0,2.1,3.1,0.2,0.1,0.6,0.6,2.0,3.2
2010,34.0,NOH,NBA,C,14,0,5.4,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.1,0.4,.400,1.0,0.6,1.6,0.1,0.0,0.2,0.1,1.2,0.7
2011,35.0,POR,NBA,C,29,0,7.2,0.7,1.5,.432,0.1,0.1,1.000,0.6,1.4,.405,.455,0.2,0.3,.625,0.6,0.8,1.4,0.1,0.1,0.2,0.4,1.5,1.6
