PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Blake Griffin,24,13,13,478,12.2,24.5,0.5,0.1,0.7,0.14300000000000002,12.1,23.8,0.511,7.4,10.0,0.74,3.7,6.4,10.0,5.2,1.7,1.5,3.2,5.7,32.0,,114,111
Chris Paul,28,13,13,472,9.7,20.9,0.467,3.4,7.4,0.457,6.4,13.5,0.47200000000000003,4.3,5.6,0.774,1.3,4.6,5.8,14.2,3.9,0.0,4.1,5.3,27.2,,120,109
DeAndre Jordan,25,13,13,442,5.2,7.1,0.73,0.0,0.0,,5.2,7.1,0.73,3.7,8.6,0.434,4.9,13.6,18.4,1.1,1.4,3.7,2.6,5.1,14.1,,116,105
Matt Barnes,33,13,13,404,5.6,13.2,0.42100000000000004,2.4,7.4,0.317,3.2,5.8,0.5529999999999999,1.6,2.4,0.684,2.7,4.5,7.2,2.8,1.5,0.4,2.1,5.1,15.1,,107,114
J.J. Redick,29,13,13,351,8.7,19.0,0.45899999999999996,3.7,9.3,0.4,5.0,9.7,0.515,3.6,3.7,0.9620000000000001,0.6,2.6,3.1,2.7,1.6,0.0,1.9,3.3,24.7,,117,116
Jamal Crawford,33,13,0,313,10.9,27.3,0.39799999999999996,4.3,12.6,0.342,6.6,14.7,0.446,6.2,7.0,0.8859999999999999,0.8,2.2,3.0,4.2,1.9,0.3,2.4,3.8,32.3,,109,115
Darren Collison,26,13,0,249,7.0,18.1,0.389,0.2,2.4,0.083,6.8,15.7,0.436,7.8,9.0,0.867,2.0,3.4,5.4,6.2,1.2,0.2,2.4,3.4,22.1,,110,116
Glen Davis,28,13,0,158,7.9,13.0,0.61,0.0,0.0,,7.9,13.0,0.61,0.0,0.0,,4.4,7.0,11.4,2.8,0.9,0.9,2.2,7.6,15.8,,118,113
Danny Granger,30,13,0,134,4.1,14.9,0.275,1.9,8.2,0.22699999999999998,2.2,6.7,0.33299999999999996,2.6,3.4,0.778,0.7,6.7,7.5,1.1,2.2,0.4,1.1,9.0,12.7,,84,111
Jared Dudley,28,7,0,45,3.3,12.2,0.273,3.3,6.7,0.5,0.0,5.6,0.0,0.0,0.0,,0.0,6.7,6.7,2.2,1.1,0.0,0.0,5.6,10.0,,97,114
Hedo Türkoğlu,34,5,0,41,7.3,15.9,0.462,4.9,12.2,0.4,2.4,3.7,0.667,0.0,0.0,,0.0,6.1,6.1,1.2,3.7,0.0,0.0,3.7,19.5,,126,109
Willie Green,32,5,0,19,2.6,13.2,0.2,2.6,10.5,0.25,0.0,2.6,0.0,5.3,5.3,1.0,0.0,18.4,18.4,2.6,7.9,0.0,2.6,7.9,13.2,,86,90
Ryan Hollins,29,5,0,9,5.6,22.2,0.25,0.0,0.0,,5.6,22.2,0.25,5.6,5.6,1.0,5.6,11.1,16.7,0.0,0.0,0.0,5.6,16.7,16.7,,71,112
Reggie Bullock,22,2,0,5,10.0,10.0,1.0,0.0,0.0,,10.0,10.0,1.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,,206,121
