Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,23.0,TOT,NBA,PF,64.0,0.0,607.0,5.9,12.0,0.495,0.0,0.1,0.0,5.9,11.9,0.5,1.1,2.1,0.543,3.0,4.5,7.5,2.0,0.7,0.9,2.7,4.9,13.0
1982,23.0,NJN,NBA,PF,12.0,0.0,115.0,6.3,13.8,0.455,0.0,0.3,0.0,6.3,13.5,0.465,1.3,2.5,0.5,3.4,5.0,8.5,2.5,1.3,0.6,3.8,5.9,13.8
1982,23.0,SEA,NBA,PF,52.0,0.0,492.0,5.9,11.6,0.506,0.0,0.1,0.0,5.9,11.5,0.51,1.1,2.0,0.556,2.9,4.4,7.2,1.8,0.6,1.0,2.4,4.7,12.8
1983,24.0,TOT,NBA,PF,73.0,2.0,1107.0,5.1,10.2,0.5,0.0,0.1,0.0,5.1,10.1,0.505,1.7,3.3,0.505,2.3,5.5,7.9,1.6,0.8,1.5,2.7,5.0,11.9
1983,24.0,SEA,NBA,PF,45.0,2.0,712.0,5.1,9.6,0.526,0.0,0.1,0.0,5.1,9.5,0.532,1.2,2.2,0.545,2.3,5.3,7.6,1.6,0.8,1.2,2.6,4.9,11.3
1983,24.0,DET,NBA,PF,28.0,0.0,395.0,5.2,11.3,0.46,0.0,0.1,0.0,5.2,11.2,0.463,2.6,5.4,0.475,2.4,5.9,8.3,1.7,0.9,2.1,2.9,5.1,12.9
1984,25.0,DET,NBA,PF,49.0,0.0,475.0,4.9,9.2,0.529,0.0,0.1,0.0,4.9,9.1,0.533,1.7,3.4,0.511,3.4,4.0,7.4,2.0,0.9,1.5,2.0,6.7,11.4
1988,29.0,TOT,NBA,PF,25.0,0.0,259.0,4.9,9.6,0.507,0.0,0.0,,4.9,9.6,0.507,2.6,4.2,0.633,3.2,4.4,7.6,1.4,1.1,0.7,2.9,5.4,12.4
1988,29.0,NYK,NBA,PF,11.0,0.0,177.0,3.9,8.3,0.463,0.0,0.0,,3.9,8.3,0.463,1.8,3.5,0.529,2.8,4.3,7.1,1.0,1.0,0.4,2.0,5.1,9.6
1988,29.0,LAL,NBA,PF,14.0,0.0,82.0,7.0,12.3,0.571,0.0,0.0,,7.0,12.3,0.571,4.4,5.7,0.769,4.0,4.8,8.8,2.2,1.3,1.3,4.8,6.1,18.4
1989,30.0,ATL,NBA,PF,50.0,0.0,341.0,4.2,9.9,0.426,0.0,0.0,,4.2,9.9,0.426,2.4,3.9,0.622,3.3,6.0,9.3,1.7,1.4,1.4,3.7,5.8,10.9
