SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2017,25,POR,8,Al-Farouq Aminu,PF,6-8,220,1990-09-21,US,6,Wake Forest
2017,25,POR,5,Pat Connaughton,SG,6-5,209,1993-01-06,US,1,Notre Dame
2017,25,POR,23,Allen Crabbe,SG,6-5,212,1992-04-09,US,3,California
2017,25,POR,17,Ed Davis,PF,6-9,218,1989-06-05,US,6,UNC
2017,25,POR,4,Maurice Harkless,SF,6-7,220,1993-05-11,US,4,St. John's
2017,25,POR,10,Jake Layman,SF,6-8,209,1994-03-07,US,R,Maryland
2017,25,POR,11,Meyers Leonard,PF,7-0,260,1992-02-27,US,4,Illinois
2017,25,POR,0,Damian Lillard,PG,6-2,195,1990-07-15,US,4,Weber State
2017,25,POR,3,CJ McCollum,SG,6-3,190,1991-09-19,US,3,Lehigh
2017,25,POR,6,Shabazz Napier,PG,6-0,175,1991-07-14,US,2,UConn
2017,25,POR,27,Jusuf Nurkic,C,7-0,290,1994-08-23,BA,2,
2017,25,POR,24,Mason Plumlee,C,6-11,254,1990-03-05,US,3,Duke
2017,25,POR,55,Tim Quarterman,SG,6-6,195,1994-10-27,US,R,LSU
2017,25,POR,1,Evan Turner,SF,6-6,220,1988-10-27,US,6,Ohio State
2017,25,POR,21,Noah Vonleh,PF,6-10,257,1995-08-24,US,2,Indiana
