SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2017,21,OKC,8,Alex Abrines,SG,6-6,200,1993-08-01,ES,R,
2017,21,OKC,12,Steven Adams,C,6-11,265,1993-07-20,NZ,3,Pitt
2017,21,OKC,6,Semaj Christon,PG,6-3,190,1992-11-01,US,R,Xavier
2017,21,OKC,30,Norris Cole,PG,6-2,175,1988-10-13,US,5,Cleveland State University
2017,21,OKC,4,Nick Collison,PF,6-10,255,1980-10-26,US,12,Kansas
2017,21,OKC,22,Taj Gibson,PF,6-9,232,1985-06-24,US,7,USC
2017,21,OKC,9,Jerami Grant,PF,6-8,210,1994-03-12,US,2,Syracuse
2017,21,OKC,34,Josh Huestis,PF,6-7,230,1991-12-19,US,1,Stanford
2017,21,OKC,7,Ersan Ilyasova,PF,6-9,235,1987-05-15,TR,8,
2017,21,OKC,11,Enes Kanter,C,6-10,250,1992-05-20,CH,5,
2017,21,OKC,77,Joffrey Lauvergne,PF,6-11,220,1991-09-30,FR,2,
2017,21,OKC,25,Doug McDermott,SF,6-7,225,1992-01-03,US,2,Creighton
2017,21,OKC,2,Anthony Morrow,SG,6-5,210,1985-09-27,US,8,Georgia Tech
2017,21,OKC,5,Victor Oladipo,SG,6-4,213,1992-05-04,US,3,Indiana
2017,21,OKC,22,Cameron Payne,PG,6-3,190,1994-08-08,US,1,Murray State
2017,21,OKC,21,Andre Roberson,SF,6-7,210,1991-12-04,US,3,Colorado
2017,21,OKC,3,Domantas Sabonis,PF,6-11,240,1996-05-03,US,R,Gonzaga
2017,21,OKC,15,Kyle Singler,SF,6-8,228,1988-05-04,US,4,Duke
2017,21,OKC,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,8,UCLA
