Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,13,1080,LAC,Los Angeles Clippers,23.0,NBA,PG,71.0,48.0,1924.0,6.8,15.5,0.44,0.1,0.4,0.23,6.7,15.1,0.44,2.2,3.0,0.74,1.5,3.0,4.5,9.5,2.7,0.2,4.8,3.2,15.8
1990,13,1080,LAC,Los Angeles Clippers,24.0,NBA,PG,44.0,44.0,1529.0,5.7,12.2,0.47,0.1,0.5,0.24,5.6,11.7,0.48,2.1,2.7,0.78,1.4,3.2,4.6,10.4,2.5,0.1,4.9,2.8,13.5
1991,13,1080,LAC,Los Angeles Clippers,25.0,NBA,PG,68.0,65.0,2105.0,4.5,10.0,0.45,0.2,0.7,0.23,4.4,9.4,0.47,0.9,1.3,0.69,1.2,2.4,3.6,10.0,1.8,0.2,3.6,3.3,10.1
1992,13,1080,LAC,Los Angeles Clippers,26.0,NBA,PG,78.0,53.0,2049.0,4.8,10.5,0.46,0.3,0.9,0.29,4.6,9.6,0.48,0.8,0.9,0.82,0.6,2.6,3.2,9.5,2.4,0.2,3.3,3.2,10.7
1993,13,1080,LAC,Los Angeles Clippers,27.0,NBA,PG,74.0,8.0,1624.0,4.7,10.6,0.44,0.2,0.9,0.26,4.4,9.6,0.46,1.2,1.6,0.74,0.6,2.5,3.1,7.8,2.3,0.2,2.9,3.7,10.8
1994,13,1080,LAC,Los Angeles Clippers,28.0,NBA,PG,78.0,8.0,1533.0,5.9,13.2,0.45,0.4,1.5,0.27,5.5,11.8,0.47,1.5,1.8,0.86,1.0,2.3,3.3,6.8,2.8,0.3,3.2,3.3,13.8
1995,13,1080,LAC,Los Angeles Clippers,29.0,NBA,PG,33.0,2.0,470.0,6.0,12.7,0.47,0.3,1.2,0.25,5.7,11.5,0.49,3.4,4.2,0.82,0.6,2.1,2.7,7.1,2.2,0.2,3.4,5.1,15.7
1996,20,1080,NYK,New York Knicks,30.0,NBA,PG,47.0,1.0,596.0,5.3,10.9,0.49,0.5,1.4,0.33,4.8,9.5,0.51,2.9,3.5,0.83,0.7,2.4,3.1,4.2,2.4,0.2,2.7,5.5,14.0
1997,16,1080,MIA,Miami Heat,31.0,NBA,PG,28.0,0.0,365.0,3.8,10.8,0.36,1.4,4.5,0.3,2.5,6.3,0.39,1.8,2.2,0.82,0.8,3.0,3.7,4.4,1.6,0.0,2.7,3.8,10.8
1998,25,1080,POR,Portland Trail Blazers,32.0,NBA,PG,22.0,2.0,359.0,4.3,9.3,0.46,0.7,1.9,0.37,3.6,7.4,0.49,1.2,1.4,0.86,0.8,4.0,4.8,8.4,1.7,0.2,2.4,3.0,10.5
1999,25,1080,POR,Portland Trail Blazers,33.0,NBA,PG,2.0,0.0,7.0,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,0.0,0.0,,0.0,0.0,0.0,15.4,5.1,0.0,0.0,0.0,0.0
2001,25,1080,POR,Portland Trail Blazers,35.0,NBA,PG,4.0,0.0,17.0,10.6,14.8,0.71,0.0,0.0,,10.6,14.8,0.71,0.0,0.0,,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,21.2
