Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,23.0,CHI,NBA,PF,49.0,0.0,667.0,100.0,228.0,0.439,0.0,0.0,,100.0,228.0,0.439,0.439,55.0,77.0,0.714,58.0,116.0,174.0,25.0,18.0,17.0,60.0,128.0,255.0
1985,24.0,CHI,NBA,PF,48.0,1.0,740.0,108.0,250.0,0.432,0.0,4.0,0.0,108.0,246.0,0.439,0.432,79.0,98.0,0.806,72.0,174.0,246.0,29.0,11.0,14.0,68.0,102.0,295.0
1986,25.0,CHI,NBA,PF,80.0,68.0,2307.0,407.0,875.0,0.465,0.0,8.0,0.0,407.0,867.0,0.469,0.465,262.0,335.0,0.782,208.0,450.0,658.0,139.0,70.0,37.0,220.0,292.0,1076.0
1987,26.0,DET,NBA,PF,80.0,69.0,1792.0,256.0,542.0,0.472,0.0,2.0,0.0,256.0,540.0,0.474,0.472,119.0,177.0,0.672,196.0,457.0,653.0,62.0,41.0,50.0,127.0,197.0,631.0
1988,27.0,NYK,NBA,PF,82.0,65.0,2049.0,258.0,585.0,0.441,0.0,2.0,0.0,258.0,583.0,0.443,0.441,126.0,190.0,0.663,221.0,421.0,642.0,93.0,65.0,32.0,148.0,318.0,642.0
1989,28.0,NYK,NBA,PF,82.0,0.0,1277.0,194.0,422.0,0.46,0.0,3.0,0.0,194.0,419.0,0.463,0.46,129.0,170.0,0.759,157.0,237.0,394.0,76.0,47.0,18.0,125.0,172.0,517.0
1990,29.0,ORL,NBA,C,73.0,31.0,1860.0,312.0,667.0,0.468,1.0,3.0,0.333,311.0,664.0,0.468,0.469,136.0,209.0,0.651,166.0,422.0,588.0,99.0,50.0,26.0,119.0,231.0,761.0
1991,30.0,SAS,NBA,PF,66.0,7.0,1099.0,177.0,384.0,0.461,0.0,3.0,0.0,177.0,381.0,0.465,0.461,89.0,105.0,0.848,98.0,215.0,313.0,52.0,32.0,13.0,89.0,172.0,443.0
1992,31.0,SAS,NBA,PF,80.0,1.0,1127.0,147.0,344.0,0.427,0.0,0.0,,147.0,344.0,0.427,0.427,73.0,89.0,0.82,92.0,250.0,342.0,36.0,29.0,11.0,62.0,148.0,367.0
1993,32.0,TOT,NBA,PF,39.0,0.0,329.0,34.0,89.0,0.382,0.0,2.0,0.0,34.0,87.0,0.391,0.382,25.0,31.0,0.806,32.0,86.0,118.0,24.0,6.0,5.0,20.0,37.0,93.0
1993,32.0,SAS,NBA,PF,15.0,0.0,202.0,20.0,49.0,0.408,0.0,0.0,,20.0,49.0,0.408,0.408,13.0,15.0,0.867,18.0,53.0,71.0,19.0,5.0,3.0,12.0,21.0,53.0
1993,32.0,CHH,NBA,PF,24.0,0.0,127.0,14.0,40.0,0.35,0.0,2.0,0.0,14.0,38.0,0.368,0.35,12.0,16.0,0.75,14.0,33.0,47.0,5.0,1.0,2.0,8.0,16.0,40.0
