PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Julius Erving,30,16,,592,11.8,24.8,0.475,0.0,0.1,0.0,11.8,24.7,0.47700000000000004,6.7,8.8,0.757,4.3,5.1,9.4,4.5,1.8,3.4,4.5,4.5,30.3,,105,105
Caldwell Jones,30,16,,580,4.5,8.0,0.568,0.0,0.0,,4.5,8.0,0.568,2.6,3.5,0.738,3.1,9.9,13.0,2.3,0.6,2.6,2.8,4.5,11.7,,108,104
Maurice Cheeks,24,16,,513,6.5,11.9,0.544,0.0,0.3,0.0,6.5,11.6,0.557,3.0,4.0,0.762,0.4,4.5,4.9,11.0,3.8,1.1,3.4,5.2,16.0,,113,104
Lionel Hollins,27,16,,490,6.7,15.1,0.441,0.0,0.1,0.0,6.7,15.0,0.444,2.9,3.7,0.784,0.8,2.6,3.4,6.5,1.7,0.1,1.9,4.2,16.2,,106,110
Bobby Jones,29,16,,443,8.9,17.6,0.506,0.0,0.0,,8.9,17.6,0.506,8.0,9.7,0.83,3.9,5.8,9.7,3.6,2.0,2.3,3.5,6.6,25.9,,116,105
Darryl Dawkins,24,16,,421,10.0,17.7,0.562,0.0,0.0,,10.0,17.7,0.562,5.7,7.9,0.721,3.2,8.1,11.4,1.6,0.3,1.9,4.2,8.2,25.6,,108,107
Andrew Toney,23,16,,356,10.6,24.7,0.428,0.1,1.2,0.111,10.4,23.4,0.444,9.0,11.1,0.815,1.4,3.7,5.1,7.4,1.5,1.0,7.4,6.9,30.3,,95,109
Steve Mix,33,16,,206,7.6,18.2,0.41600000000000004,0.0,0.2,0.0,7.6,18.0,0.42100000000000004,5.7,6.2,0.9229999999999999,4.5,5.4,9.9,2.4,0.9,0.5,2.6,3.8,20.8,,106,109
Clint Richardson,24,13,,181,5.4,10.2,0.526,0.0,0.0,,5.4,10.2,0.526,2.4,4.6,0.529,2.4,3.2,5.7,3.2,1.6,0.8,2.2,4.0,13.2,,106,109
Earl Cureton,23,9,,36,8.1,24.4,0.33299999999999996,0.0,0.0,,8.1,24.4,0.33299999999999996,0.0,2.7,0.0,1.4,10.8,12.2,2.7,1.4,2.7,1.4,4.1,16.3,,74,102
Ollie Johnson,31,8,,22,6.7,22.2,0.3,0.0,2.2,0.0,6.7,20.0,0.33299999999999996,0.0,0.0,,4.4,6.7,11.1,4.4,4.4,2.2,4.4,2.2,13.3,,70,100
