PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Johnny Davis,25,2,,74,8.8,22.0,0.4,0.0,0.6,0.0,8.8,21.3,0.41200000000000003,7.5,8.2,0.9229999999999999,1.3,3.8,5.0,6.9,1.3,0.0,0.6,3.8,25.1,,119.0,109
Billy Knight,28,2,,71,10.5,19.6,0.5329999999999999,0.0,0.0,,10.5,19.6,0.5329999999999999,3.3,5.2,0.625,3.9,3.9,7.8,3.3,0.7,0.0,3.3,3.3,24.2,,107.0,110
James Edwards,25,2,,56,5.8,19.9,0.292,0.0,0.0,,5.8,19.9,0.292,0.0,0.0,,3.3,8.3,11.6,4.1,0.8,0.8,3.3,6.6,11.6,,69.0,106
Louis Orr,22,2,,56,7.5,20.7,0.36,0.0,0.0,,7.5,20.7,0.36,5.0,5.8,0.857,5.0,3.3,8.3,3.3,4.1,0.8,5.0,3.3,19.9,,87.0,103
Clemon Johnson,24,2,,55,4.2,10.1,0.41700000000000004,0.0,0.0,,4.2,10.1,0.41700000000000004,4.2,8.4,0.5,8.4,8.4,16.9,2.5,3.4,1.7,2.5,2.5,12.7,,101.0,101
Mike Bantom,29,2,,51,10.9,14.6,0.75,0.0,0.0,,10.9,14.6,0.75,4.6,6.4,0.7140000000000001,4.6,2.7,7.3,0.9,0.9,0.9,5.5,9.1,26.4,,113.0,109
George McGinnis,30,2,,39,3.6,17.9,0.2,0.0,0.0,,3.6,17.9,0.2,4.8,9.5,0.5,2.4,9.5,11.9,8.3,2.4,0.0,6.0,7.1,11.9,,63.0,104
Don Buse,30,2,,35,1.3,10.6,0.125,1.3,5.3,0.25,0.0,5.3,0.0,2.7,2.7,1.0,0.0,6.6,6.6,9.3,4.0,0.0,2.7,5.3,6.6,,77.0,102
George Johnson,24,2,,23,10.1,16.1,0.625,0.0,0.0,,10.1,16.1,0.625,0.0,0.0,,2.0,6.1,8.1,2.0,0.0,0.0,4.0,2.0,20.2,,100.0,111
Dudley Bradley,23,2,,19,7.3,22.0,0.33299999999999996,2.4,2.4,1.0,4.9,19.5,0.25,4.9,4.9,1.0,2.4,2.4,4.9,4.9,4.9,0.0,12.2,9.8,22.0,,69.0,102
Jerry Sichting,24,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,46.4,0.0,0.0,0.0,0.0,,,24
