Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,7.0,2144,DAL,Dallas Mavericks,23.0,NBA,C,63,27,17.2,2.2,4.7,.461,0.0,0.0,,2.2,4.7,.461,.461,1.0,1.7,.583,1.5,3.2,4.7,1.0,0.3,1.3,0.9,3.0,5.3
1983,7.0,2144,DAL,Dallas Mavericks,24.0,NBA,C,81,12,18.7,2.1,4.4,.490,0.0,0.0,1.000,2.1,4.4,.489,.492,1.0,1.7,.550,1.9,3.0,5.0,1.4,0.3,1.4,0.8,3.5,5.3
1984,7.0,2144,DAL,Dallas Mavericks,25.0,NBA,C,82,46,27.9,3.3,6.4,.520,0.0,0.0,.250,3.3,6.3,.522,.521,1.2,2.0,.623,2.2,4.0,6.3,2.1,0.5,1.8,1.2,3.5,7.9
1985,7.0,2144,DAL,Dallas Mavericks,26.0,NBA,C,82,40,24.5,2.4,5.3,.452,0.0,0.1,.000,2.4,5.2,.458,.452,1.3,1.7,.771,1.7,3.3,5.0,2.2,0.4,1.5,1.2,3.2,6.1
1986,31.0,2144,TOT,Total After Trade,27.0,NBA,PF,80,66,27.8,4.4,8.7,.506,0.0,0.0,.000,4.4,8.6,.508,.506,2.4,3.3,.740,1.9,3.8,5.7,0.8,0.4,1.3,1.5,3.3,11.2
1986,7.0,2144,DAL,Dallas Mavericks,27.0,NBA,PF,13,4,21.5,2.8,5.5,.514,0.0,0.1,.000,2.8,5.5,.521,.514,1.3,2.2,.586,1.8,2.8,4.6,1.1,0.2,0.9,1.0,2.9,7.0
1986,13.0,2144,LAC,Los Angeles Clippers,27.0,NBA,PF,67,62,29.0,4.7,9.3,.505,0.0,0.0,.000,4.7,9.3,.506,.505,2.6,3.5,.760,1.9,3.9,5.9,0.7,0.4,1.4,1.6,3.4,12.0
1987,31.0,2144,TOT,Total After Trade,28.0,NBA,PF,66,11,16.5,2.3,5.0,.470,0.0,0.1,.000,2.3,4.9,.475,.470,1.2,1.8,.675,1.2,1.6,2.8,0.4,0.3,0.8,1.0,2.4,5.9
1987,13.0,2144,LAC,Los Angeles Clippers,28.0,NBA,PF,38,6,21.3,3.1,6.6,.472,0.0,0.1,.000,3.1,6.6,.478,.472,1.5,2.3,.648,1.5,2.0,3.5,0.5,0.4,1.1,1.2,3.1,7.8
1987,9.0,2144,DET,Detroit Pistons,28.0,NBA,PF,28,5,9.9,1.3,2.8,.462,0.0,0.0,.000,1.3,2.8,.468,.462,0.9,1.1,.750,0.8,1.1,1.9,0.3,0.1,0.5,0.6,1.4,3.4
1988,27.0,2144,SAS,San Antonio Spurs,29.0,NBA,C,72,7,12.8,1.8,3.6,.498,0.0,0.0,.000,1.8,3.6,.500,.498,0.8,1.2,.723,0.9,1.3,2.1,0.7,0.3,0.8,0.7,2.0,4.4
1990,23.0,2144,PHI,Philadelphia 76Ers,31.0,NBA,C,38,1,8.3,1.0,2.4,.418,0.0,0.0,.000,1.0,2.4,.422,.418,0.4,0.8,.467,0.6,1.0,1.6,0.2,0.1,0.5,0.3,1.2,2.4
