Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2011,10,GSW,Golden State Warriors,Monta Ellis,25,80,80,3227,11.4,25.3,0.45,2.1,5.9,0.36,9.2,19.3,0.48,5.3,6.8,0.79,0.7,3.7,4.4,7.1,2.6,0.4,4.0,3.2,30.3,107,112,853
2011,10,GSW,Golden State Warriors,Dorell Wright,25,82,82,3147,7.8,18.4,0.42,3.1,8.3,0.38,4.7,10.1,0.46,2.9,3.7,0.79,1.4,5.5,6.9,3.9,2.0,1.0,2.1,2.8,21.6,110,111,3241
2011,10,GSW,Golden State Warriors,David Lee,27,73,73,2634,9.5,18.8,0.51,0.0,0.1,0.33,9.5,18.7,0.51,4.0,5.1,0.79,4.2,9.6,13.7,4.5,1.4,0.6,3.3,4.1,23.1,111,110,1720
2011,10,GSW,Golden State Warriors,Stephen Curry,22,74,74,2489,10.3,21.4,0.48,3.1,7.0,0.44,7.2,14.5,0.5,4.3,4.6,0.93,1.1,4.8,5.8,8.8,2.2,0.4,4.6,4.7,27.9,113,112,657
2011,10,GSW,Golden State Warriors,Reggie Williams,24,80,9,1626,8.3,17.8,0.47,3.2,7.5,0.42,5.2,10.3,0.5,3.1,4.2,0.75,1.4,5.3,6.7,3.8,0.9,0.1,1.8,3.9,23.0,118,114,3170
2011,10,GSW,Golden State Warriors,Andris Biedrins,24,59,55,1397,5.1,9.6,0.53,0.0,0.0,,5.1,9.6,0.53,0.4,1.1,0.32,5.3,10.2,15.4,2.2,1.9,1.9,2.1,7.2,10.7,109,107,241
2011,10,GSW,Golden State Warriors,Vladimir Radmanovic,30,74,6,1169,5.9,13.8,0.43,3.0,7.5,0.4,2.9,6.3,0.46,1.3,1.5,0.88,2.8,6.4,9.2,3.4,1.9,1.9,2.5,6.8,16.2,110,110,2382
2011,10,GSW,Golden State Warriors,Ekpe Udoh,23,58,18,1030,4.8,10.9,0.44,0.0,0.0,,4.8,10.9,0.44,2.1,3.1,0.66,3.9,5.0,8.9,2.0,1.1,4.2,2.4,7.1,11.6,98,110,2936
2011,10,GSW,Golden State Warriors,Lou Amundson,28,46,7,691,6.1,13.4,0.45,0.0,0.0,,6.1,13.4,0.45,2.5,6.4,0.39,5.9,7.6,13.6,1.2,1.0,2.4,1.8,6.4,14.7,101,110,65
2011,10,GSW,Golden State Warriors,Acie Law,26,40,0,632,6.2,13.4,0.47,0.5,2.4,0.2,5.8,11.0,0.53,3.3,4.3,0.76,0.7,3.4,4.2,5.6,2.2,0.0,2.6,4.1,16.3,106,113,1703
2011,10,GSW,Golden State Warriors,Rodney Carney,26,25,1,331,6.9,16.4,0.42,2.6,5.7,0.46,4.3,10.7,0.4,2.8,4.1,0.67,1.8,5.4,7.2,1.7,1.7,0.8,2.4,5.0,19.1,102,112,473
2011,10,GSW,Golden State Warriors,Al Thornton,27,22,0,314,8.2,16.8,0.49,0.0,0.2,0.0,8.2,16.6,0.5,4.7,5.6,0.83,1.6,7.6,9.2,1.8,1.1,0.5,3.2,6.4,21.1,102,112,2877
2011,10,GSW,Golden State Warriors,Dan Gadzuric,32,28,4,297,6.3,15.0,0.42,0.0,0.2,0.0,6.3,14.8,0.42,0.9,2.4,0.36,9.0,5.6,14.7,1.9,1.7,3.1,3.6,10.7,13.5,94,109,975
2011,10,GSW,Golden State Warriors,Jeremy Lin,22,29,0,285,5.0,12.8,0.39,0.2,0.9,0.2,4.8,11.9,0.4,3.4,4.4,0.76,2.1,3.9,6.0,7.5,5.9,1.6,3.2,5.5,13.5,100,103,1753
2011,10,GSW,Golden State Warriors,Jeff Adrien,24,23,0,196,5.9,13.9,0.43,0.0,0.0,,5.9,13.9,0.43,2.8,4.9,0.58,5.9,9.0,15.0,2.6,1.0,1.3,2.3,7.2,14.7,102,110,21
2011,10,GSW,Golden State Warriors,Brandan Wright,23,21,1,195,9.9,16.4,0.6,0.0,0.0,,9.9,16.4,0.6,1.8,3.6,0.5,3.6,7.0,10.6,1.3,0.8,2.6,2.6,4.9,21.5,111,111,3237
2011,10,GSW,Golden State Warriors,Charlie Bell,31,19,0,171,3.6,12.7,0.28,1.8,6.2,0.29,1.8,6.5,0.27,0.6,1.2,0.5,1.8,3.6,5.3,3.8,1.8,0.3,1.8,3.8,9.5,85,114,209
