Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,12,1505,IND,Indiana Pacers,27.0,NBA,PF,82.0,,2647.0,8.0,17.3,0.46,0.1,0.4,0.16,7.9,16.9,0.47,5.2,6.6,0.8,3.5,5.8,9.3,4.7,2.1,1.5,3.9,4.0,21.3
1981,17,1505,MIL,Milwaukee Bucks,28.0,NBA,PF,82.0,,2118.0,6.4,14.4,0.45,0.1,0.3,0.17,6.4,14.1,0.45,4.5,5.6,0.79,3.1,6.2,9.3,4.9,1.6,1.2,3.9,4.4,17.4
1982,17,1505,MIL,Milwaukee Bucks,29.0,NBA,PF,76.0,71.0,1934.0,6.9,14.1,0.49,0.0,0.1,0.14,6.9,14.0,0.5,4.3,5.4,0.8,2.5,6.0,8.5,4.0,1.3,0.8,3.6,4.5,18.2
1983,31,1505,TOT,Total After Trade,30.0,NBA,PF,78.0,16.0,2053.0,6.9,16.2,0.42,0.1,0.6,0.08,6.8,15.5,0.44,5.5,6.7,0.82,2.9,5.8,8.7,4.5,1.4,0.8,4.2,5.1,19.2
1983,17,1505,MIL,Milwaukee Bucks,30.0,NBA,PF,6.0,0.0,153.0,7.1,15.5,0.46,0.0,0.5,0.0,7.1,15.1,0.47,1.6,2.1,0.78,2.1,3.8,5.9,2.6,0.2,0.5,2.8,5.2,15.8
1983,3,1505,NJN,New Jersey Nets,30.0,NBA,PF,42.0,7.0,1001.0,7.2,17.8,0.4,0.1,0.6,0.12,7.1,17.2,0.41,5.9,7.2,0.82,2.4,5.7,8.1,5.2,2.0,0.8,4.4,4.9,20.3
1983,10,1505,GSW,Golden State Warriors,30.0,NBA,PF,30.0,9.0,899.0,6.5,14.4,0.45,0.0,0.7,0.06,6.4,13.7,0.47,5.6,6.8,0.83,3.5,6.3,9.8,4.0,1.0,0.9,4.2,5.2,18.7
1984,10,1505,GSW,Golden State Warriors,31.0,NBA,PF,78.0,25.0,2122.0,6.1,14.5,0.42,0.1,0.5,0.17,6.0,14.0,0.43,5.8,7.3,0.78,3.4,5.4,8.8,3.7,1.7,0.5,3.7,4.9,18.0
1985,10,1505,GSW,Golden State Warriors,32.0,NBA,PF,66.0,9.0,1565.0,7.0,16.4,0.43,0.2,0.7,0.23,6.8,15.7,0.43,6.0,7.3,0.82,3.4,5.7,9.1,3.4,1.6,0.8,3.3,5.1,20.1
1986,3,1505,NJN,New Jersey Nets,33.0,NBA,PF,79.0,4.0,1574.0,4.9,11.6,0.42,0.1,0.5,0.21,4.8,11.0,0.43,4.2,5.3,0.78,2.2,5.4,7.6,5.0,1.5,0.6,3.8,5.7,14.1
